match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,player_jerseyNumber,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyWon
13444507,home,Sporting Kansas City II,Ryan Schewe,Ryan Schewe,ryan-schewe,R. Schewe,G,193.0,11,M,1800715,EUR,984009600,G,36,36,False,17.0,14.0,4.0,1.0,0.0,14.0,16.0,1.0,1.0,6.0,2.0,2.0,3.0,1.0,90.0,23.0,6.9,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444507,home,Sporting Kansas City II,Anthony Samways,Anthony Samways,anthony-samways,A. Samways,D,174.0,1,M,2060251,EUR,1034553600,D,45,45,False,27.0,22.0,3.0,2.0,0.0,2.0,2.0,25.0,,3.0,,,,,45.0,47.0,6.7,14.0,0,20.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13444507,home,Sporting Kansas City II,Jacob Bartlett,Jacob,jacob-bartlett,J. Bartlett,M,188.0,39,M,1856380,EUR,1128643200,D,16,16,False,91.0,82.0,21.0,19.0,0.0,31.0,35.0,56.0,1.0,4.0,,,,,90.0,98.0,6.6,11.0,1,51.0,,,5.0,2.0,1.0,1.0,,,,,3.0,1.0,Bartlett,16,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
13444507,home,Sporting Kansas City II,Nati Clarke,,nati-clarke,N. Clarke,D,168.0,1,M,1937685,EUR,1106956800,D,33,33,False,60.0,55.0,9.0,7.0,0.0,23.0,23.0,37.0,1.0,4.0,,,,,90.0,73.0,6.8,9.0,0,32.0,,,6.0,3.0,1.0,3.0,,,,2.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,
13444507,home,Sporting Kansas City II,Leo Christiano,Leo,leo-christiano,L. Christiano,D,,2,M,1880456,EUR,1173744000,D,89,89,False,59.0,53.0,4.0,2.0,0.0,9.0,10.0,49.0,,3.0,,,,,90.0,71.0,6.7,11.0,0,44.0,3.0,,4.0,4.0,1.0,3.0,1.0,,,2.0,,,Christiano,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
13444507,home,Sporting Kansas City II,Gael Quintero,Gael Quintero,gael-quintero,G. Quintero,M,,0,M,2060307,EUR,1050105600,M,44,44,False,58.0,50.0,5.0,4.0,0.0,12.0,13.0,45.0,,4.0,,,,,90.0,69.0,7.0,13.0,1,38.0,1.0,1.0,5.0,4.0,,1.0,,1.0,3.0,3.0,3.0,,,44,,,,1.0,1.0,,,,1.0,,,,,,,,,
13444507,home,Sporting Kansas City II,Macielo Tschantret,,macielo-tschantret,M. Tschantret,M,,2,M,1824276,EUR,1140566400,M,52,52,False,68.0,61.0,6.0,6.0,0.0,23.0,24.0,44.0,,5.0,,,,,65.0,90.0,7.8,16.0,3,38.0,7.0,,4.0,7.0,,2.0,1.0,1.0,,2.0,2.0,1.0,,52,,2.0,1.0,4.0,2.0,,,1.0,1.0,True,,,,,,,,
13444507,home,Sporting Kansas City II,Beckham Uderitz,Beckham Uderitz,beckham-uderitz,B. Uderitz,M,,0,M,2060312,EUR,1051488000,M,99,99,False,19.0,16.0,1.0,1.0,0.0,5.0,5.0,14.0,,5.0,,,,,85.0,37.0,8.5,7.0,7,11.0,4.0,,1.0,2.0,,,1.0,,,,1.0,3.0,,,,3.0,,1.0,,,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,,,
13444507,home,Sporting Kansas City II,Shane Donovan,Shane,shane-donovan,S. Donovan,M,,3,M,1888478,EUR,1168041600,M,88,88,False,52.0,45.0,1.0,1.0,0.0,10.0,11.0,41.0,,9.0,,,,,90.0,72.0,7.7,17.0,3,35.0,7.0,1.0,5.0,5.0,,1.0,3.0,1.0,2.0,,3.0,1.0,Donovan,88,1.0,1.0,1.0,1.0,1.0,,,3.0,1.0,,,1.0,,,,,,
13444507,home,Sporting Kansas City II,Medgy Alexandre,,medgy-alexandre,M. Alexandre,F,167.0,4,M,1824285,EUR,1079481600,M,90,90,False,28.0,23.0,,,0.0,1.0,1.0,27.0,,3.0,,,,,90.0,46.0,7.1,14.0,2,22.0,4.0,1.0,3.0,5.0,,1.0,3.0,1.0,4.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,3.0,,,,1.0,,,,1.0,,
