match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_totalCross,stat_wasFouled,stat_shotOffTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_goodHighClaim,player_sofascoreId
12624915,home,Al-Fateh,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,26,26,False,24.0,14.0,16.0,7.0,0.0,8.0,11.0,6.0,13.0,2.0,9.0,5.0,7.0,1.0,90.0,40.0,8.3,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624915,home,Al-Fateh,Amaar Al Dohaim,,,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200,D,24,24,False,26.0,24.0,4.0,4.0,0.0,14.0,15.0,10.0,11.0,1.0,2.0,,,,45.0,36.0,6.6,5.0,0,1.0,1.0,8.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,
12624915,home,Al-Fateh,Jorge Fernandes,,,jorge-fernandes,J. Fernandes,D,44,193.0,146,M,814673,EUR,859939200,D,44,44,False,51.0,50.0,3.0,2.0,0.0,34.0,34.0,16.0,17.0,11.0,4.0,,,,90.0,72.0,7.2,2.0,0,1.0,1.0,3.0,2.0,1.0,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12624915,home,Al-Fateh,Ziyad Aljari,Ziyad Aljari,,ziyad-aljari,Z. Aljari,D,4,182.0,17,M,1049202,EUR,1005782400,D,4,4,False,36.0,35.0,6.0,6.0,0.0,28.0,29.0,7.0,7.0,8.0,1.0,,,,90.0,53.0,7.3,2.0,0,,2.0,1.0,4.0,,,,,,3.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,
12624915,home,Al-Fateh,Ahmed Al-Julaydan,,,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000,M,42,42,False,34.0,29.0,3.0,1.0,0.0,13.0,14.0,16.0,25.0,2.0,4.0,,,,77.0,61.0,6.8,16.0,0,1.0,,3.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,5.0,1.0,,,,,,,,,,,,
12624915,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,47.0,34.0,6.0,2.0,0.0,18.0,22.0,16.0,25.0,1.0,9.0,,,,90.0,63.0,7.1,16.0,0,,,2.0,6.0,1.0,,1.0,1.0,,2.0,4.0,3.0,3.0,1.0,,,1.0,,,,,,,,,,,,
12624915,home,Al-Fateh,Zaydou Youssouf,,,zaydou-youssouf,Z. Youssef,M,33,183.0,567,M,862194,EUR,931651200,M,33,33,False,55.0,49.0,10.0,9.0,0.0,27.0,29.0,22.0,30.0,,7.0,,,,90.0,72.0,7.5,11.0,1,,,3.0,8.0,2.0,,2.0,2.0,,1.0,4.0,,1.0,1.0,,4.0,2.0,1.0,1.0,,,,,,,,,,
12624915,home,Al-Fateh,Hussain Al Zarie,Hussain Al Zarie,,hussain-al-zarie,H. A. Zarie,D,82,178.0,17,,1917051,EUR,1102896000,M,82,82,False,15.0,12.0,,,0.0,5.0,8.0,7.0,9.0,1.0,,,,,45.0,24.0,6.3,6.0,0,2.0,,4.0,1.0,1.0,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,
12624915,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,F,11,11,False,23.0,19.0,,,0.0,8.0,8.0,11.0,24.0,1.0,2.0,,,,90.0,54.0,7.0,19.0,3,1.0,1.0,7.0,8.0,1.0,,5.0,2.0,1.0,,,,3.0,3.0,1.0,9.0,5.0,2.0,,True,1.0,,,,,,,,
12624915,home,Al-Fateh,Matías Vargas,,,matias-vargas,M. Vargas,M,10,168.0,1157,M,796723,EUR,863049600,F,9,9,False,28.0,23.0,4.0,2.0,1.0,5.0,6.0,20.0,28.0,,10.0,,,,89.0,49.0,7.8,13.0,3,1.0,,3.0,4.0,1.0,1.0,2.0,2.0,,,1.0,1.0,3.0,,1.0,6.0,1.0,1.0,3.0,,2.0,2.0,1.0,,,,,,
12624915,home,Al-Fateh,Djaniny,,,djaniny,Djaniny,F,,190.0,371,M,975869,EUR,669513600,F,21,21,False,25.0,22.0,1.0,,0.0,5.0,5.0,17.0,20.0,1.0,3.0,,,,89.0,36.0,6.6,7.0,2,2.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,2.0,,,3.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,,,,
12624915,home,Al-Fateh,Hussain Qasim,,,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,13,13,True,16.0,12.0,2.0,,0.0,6.0,10.0,6.0,7.0,2.0,2.0,,,,45.0,27.0,6.8,6.0,0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,
12624915,home,Al-Fateh,Matheus Machado Ferreira,,,machado-ferreira-matheus,M. M. Ferreira,F,10,188.0,168,M,1489408,EUR,1047513600,F,99,99,True,6.0,5.0,1.0,,0.0,3.0,3.0,2.0,3.0,1.0,5.0,,,,45.0,12.0,6.9,5.0,1,2.0,,5.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,
12624915,home,Al-Fateh,Naif Masoud,Naif Masoud,,naif-masoud,N. Masoud,D,6,177.0,22,M,1798265,EUR,984009600,M,6,6,True,7.0,1.0,5.0,,0.0,1.0,3.0,,4.0,,2.0,,,,13.0,17.0,6.1,8.0,0,,,,2.0,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,2.0,,
12624915,home,Al-Fateh,Suhayb Al-Zaid,Suhayb,Al-Zaid,suhayb-al-zaid,S. Al-Zaid,M,,175.0,122,M,1652171,EUR,1092268800,M,18,18,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,1.0,,,,13.0,4.0,6.6,2.0,0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12624915,home,Al-Fateh,Ali Al Masoud,Ali Al Masoud,,ali-al-masoud,A. A. Masoud,F,29,,6,M,1170500,EUR,1073088000,F,29,29,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,1.0,2.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624915,home,Al-Fateh,Muhannad Al-Yahya,Muhannad Al-Yahya,,muhannad-al-yahya,M. Al-Yahya,G,48,,11,M,1473399,EUR,1095552000,G,48,48,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
