match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_outfielderBlock,stat_errorLeadToAShot,stat_lastManTackle,stat_totalContest,stat_keyPass,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross
14062175,home,TSG Hoffenheim,Tim Lemperle,tim-lemperle,T. Lemperle,F,19,186,851,M,1014290,EUR,1012867200,F,19,19,False,,24.0,17.0,1.0,,0.0,5.0,6.0,12.0,18.0,2.0,5.0,,,,,,89.0,46.0,6.2,11.0,0.0232023,98.254184080164,11.0,73.71,14.28,,5,,-0.37,0.36,0.14,,,,1.0,1.0,2.0,6.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.4032,0.1121,43.622350321276,3.0,-0.63,,,,1.0,2.0,,,,,3.0,2.0,2.0,
14062175,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,True,,8.0,7.0,,,0.0,2.0,2.0,5.0,6.0,2.0,2.0,,,,,,21.0,13.0,6.4,2.0,0.0079121,10.667818942971,1.0,10.605,10.605,,0,,0.09,-0.07,-0.07,,,,,1.0,,4.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14062175,home,TSG Hoffenheim,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,15,15,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,11.0,9.0,6.5,4.0,0.00052411,4.3655762506226,1.0,0.84,0.84,,0,,-0.03,-0.25,-0.04,,,,,,,3.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
14062175,home,TSG Hoffenheim,Max Moerstedt,max-moerstedt,M. Moerstedt,F,33,194,1285,M,1418703,EUR,1137283200,F,33,33,True,,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,1.0,,,,,,11.0,9.0,6.4,2.0,0.00211744,52.436266451846,6.0,4.095,14.7,,1,,-0.07,0.09,0.14,,Max Moerstedt,,,,,2.0,1.0,,1.0,,1.0,,,,,1.0,,0.0263,0.1278,14.937305781164,1.0,-0.21,,,,1.0,,,,,,,,,
14062175,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,True,,,,,,0.0,,,,,,,,,,,,9.0,2.0,6.4,1.0,,,,,,,0,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,home,TSG Hoffenheim,Muhammed Damar,muhammed-damar,M. Damar,M,10,185,484,M,1128638,EUR,1081468800,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,home,TSG Hoffenheim,Bazoumana Touré,bazoumana-toure,B. Touré,M,29,175,3686,M,1568123,EUR,1141257600,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Bazoumana Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,1,1,False,,32.0,23.0,21.0,12.0,0.0,16.0,19.0,7.0,13.0,,4.0,1.0,5.0,5.0,,,60.0,43.0,7.8,9.0,0.00816984,51.098753793087,10.0,15.54,7.035,0.7413,0,0.2306,0.15,-0.07,-0.05,0.47,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,D,8,8,False,True,60.0,46.0,10.0,2.0,0.0,29.0,33.0,17.0,27.0,4.0,7.0,,,,,,90.0,74.0,7.0,16.0,0.018606,120.42498117929,12.0,71.4,22.68,,0,,0.07,0.1,-0.02,,,,1.0,1.0,1.0,2.0,6.0,,,,,,3.0,1.0,1.0,1.0,1.0,,,22.682548357713,1.0,,1.0,,,1.0,,,,,1.0,,,,
14062175,away,Bayer 04 Leverkusen,Loïc Badé,loic-bade,L. Badé,D,5,191,3191,M,1006489,EUR,955411200,D,5,5,False,,74.0,65.0,10.0,5.0,0.0,49.0,52.0,16.0,22.0,8.0,5.0,,,,,,90.0,90.0,7.9,9.0,0.0449798,191.07607902647,18.0,92.085,24.675,,0,,0.1,0.07,1.0,,,,,,2.0,,6.0,,,,,1.0,3.0,2.0,,,,,,49.51986969989,2.0,,,,2.0,1.0,,,,,1.0,,,,
14062175,away,Bayer 04 Leverkusen,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10345,M,1003339,EUR,1043798400,D,4,4,False,,75.0,61.0,15.0,7.0,0.0,46.0,50.0,15.0,25.0,6.0,8.0,,,,,,90.0,97.0,7.2,16.0,0.0157813,188.52030932229,26.0,25.62,11.445,,0,,0.12,0.13,0.21,,,,,,1.0,3.0,8.0,,1.0,,,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,2.0,,,2.0,,,,jarellquansah,2.0,,,,
14062175,away,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,M,13,13,False,,18.0,16.0,3.0,2.0,0.0,6.0,7.0,10.0,11.0,,3.0,,,,,,45.0,33.0,6.5,10.0,0.0541726,48.727293416297,8.0,36.12,11.76,,0,,0.08,0.02,-0.05,,Arthur,,3.0,1.0,,5.0,3.0,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,5.0,,,,,2.0,,,,
14062175,away,Bayer 04 Leverkusen,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178,5873,M,1003012,EUR,1027555200,M,6,6,False,,29.0,24.0,1.0,1.0,0.0,9.0,11.0,15.0,18.0,1.0,5.0,,,,,,45.0,42.0,7.0,6.0,0.102147,95.439794445855,11.0,14.07,23.625,,0,,0.04,0.08,-0.03,,,,,1.0,1.0,2.0,6.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,,,,24.03491262726,1.0,,,,,1.0,,,,equifernandez,1.0,,,,
14062175,away,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,False,,80.0,74.0,12.0,8.0,0.0,48.0,48.0,26.0,32.0,4.0,3.0,,,,,,90.0,93.0,7.1,8.0,0.0531659,171.45712806002,25.0,25.095,15.33,,0,,0.03,0.06,0.25,,,,1.0,2.0,1.0,3.0,4.0,,,,,1.0,2.0,2.0,,1.0,,,,,,,,,,1.0,1.0,,,AlexGarcia97,,,,,
14062175,away,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,62.0,49.0,6.0,2.0,0.0,26.0,31.0,23.0,31.0,2.0,6.0,,,,,,90.0,89.0,6.5,23.0,0.113928,126.3846263211,20.0,30.45,15.015,,1,,-0.29,0.02,-0.01,,,,9.0,4.0,,5.0,3.0,,,,1.0,1.0,1.0,,1.0,1.0,,0.12,0.0704,,,0.14,,,,2.0,1.0,,,grimaldo35,1.0,,,1.0,1.0
14062175,away,Bayer 04 Leverkusen,Malik Tillman,malik-tillman,M. Tillman,M,10,186,5864,M,975798,EUR,1022544000,F,10,10,False,,33.0,26.0,2.0,,0.0,10.0,12.0,16.0,21.0,,4.0,,,,,,90.0,48.0,6.8,10.0,0.0396071,98.297219938171,9.0,61.74,20.685,,1,,-0.04,0.1,0.18,,,,,1.0,2.0,3.0,5.0,,,1.0,,,1.0,1.0,1.0,1.0,,0.0411,,29.92373985559,2.0,-0.27,,,,3.0,1.0,,,MalikTillman8,1.0,,,,
14062175,away,Bayer 04 Leverkusen,Ernest Poku,ernest-poku,E. Poku,M,19,172,5105,M,1119502,EUR,1075248000,F,19,19,False,,24.0,18.0,,,0.0,3.0,4.0,15.0,20.0,1.0,2.0,,,,,,74.0,43.0,6.3,14.0,0.113018,85.981744490168,8.0,64.47,22.89,,2,,0.0,0.35,0.0,,,,,2.0,,7.0,1.0,,1.0,1.0,,1.0,,,3.0,,,0.0291,,37.093612736982,2.0,0.0,,,,5.0,,,,,1.0,1.0,,,
14062175,away,Bayer 04 Leverkusen,Patrik Schick,patrik-schick,P. Schick,F,14,191,10655,M,280609,EUR,822441600,F,14,14,False,,19.0,10.0,,,0.0,4.0,8.0,6.0,11.0,,,,,,,,90.0,34.0,6.2,16.0,0.033796,45.485078280439,7.0,-14.28,9.135,,3,,-0.25,0.0,-0.04,,,,,4.0,4.0,10.0,7.0,,1.0,1.0,1.0,,,,3.0,1.0,2.0,0.762,0.2256,,,0.04,,,,5.0,,,,p_shicky,2.0,1.0,2.0,,
14062175,away,Bayer 04 Leverkusen,Ibrahim Maza,maza-ibrahim,I. Maza,M,30,181,33822,M,1407524,EUR,1132790400,F,30,30,True,,23.0,18.0,2.0,,0.0,10.0,10.0,8.0,13.0,,1.0,,,,,,45.0,39.0,6.9,13.0,0.0140785,121.1864357028,16.0,31.185,15.33,,0,,-0.16,0.03,0.21,,,,2.0,2.0,,3.0,6.0,,,,,1.0,2.0,1.0,3.0,4.0,,,,18.184827769325,1.0,,1.0,,,1.0,,,,ibo_mz10,,,,,
14062175,away,Bayer 04 Leverkusen,Christian Kofane,christian-kofane,C. Kofane,F,35,189,10945,M,2029648,EUR,1153872000,F,35,35,True,,12.0,9.0,,,0.0,4.0,4.0,5.0,8.0,,,,,,,,45.0,19.0,6.6,5.0,0.0364906,71.089692485604,5.0,24.99,13.965,,0,,-0.08,0.02,-0.02,,Christian,Kofane,,3.0,3.0,4.0,4.0,,,,,,,,2.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,28,28,True,,25.0,22.0,6.0,3.0,0.0,20.0,22.0,2.0,3.0,,5.0,1.0,2.0,2.0,1.0,,30.0,32.0,7.3,3.0,0.00071567,19.796315211827,4.0,12.6,5.145,0.3228,0,0.2399,0.01,0.0,0.18,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,F,23,23,True,,2.0,2.0,1.0,1.0,0.0,2.0,2.0,,,1.0,1.0,,,,,,7.0,4.0,,1.0,5.218e-05,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,7,7,True,,8.0,7.0,,,0.0,4.0,4.0,3.0,4.0,,2.0,,,,,,9.0,15.0,6.5,3.0,0.00493492,43.451255936334,6.0,12.285,12.495,,1,,-0.21,0.07,0.13,,,,1.0,,,,,,,1.0,,,,,,,,0.0278,,,,-0.02,,,,,,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,59984,M,255239,EUR,678326400,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LucasVaz91,,,,,
14062175,away,Bayer 04 Leverkusen,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1268,M,1173172,EUR,1108598400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Alejo Sarco,sarco-alejo,A. Sarco,F,8,179,3124,M,1482433,EUR,1136505600,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alejo Sarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062175,away,Bayer 04 Leverkusen,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2099,M,846445,EUR,857433600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
