match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,captain,stat_totalContest,stat_wonContest,player_lastName,stat_challengeLost,stat_wasFouled,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceMissed,stat_totalOffside,stat_shotOffTarget,stat_hitWoodwork,stat_goodHighClaim,stat_punches
14773736,home,Al-Hazem,Ibrahim Zaied,ibrahim-zaied,I. Zaied,G,23,190.0,14,M,328745,EUR,632966400.0,G,23,23,False,11.0,7.0,5.0,1.0,0.0,6.0,6.0,1.0,5.0,12.0,2.0,2.0,1.0,1.0,90.0,22.0,7.2,4.0,0.00056824,9.087197327992,2.0,-0.70410559746827,0.0,0.4597,0,0.3571,0.04,-0.02,0.15,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773736,home,Al-Hazem,Saud Al Rashed,saud-al-rashed,S. A. Rashed,D,2,180.0,12,M,1549236,EUR,895363200.0,D,2,2,False,7.0,5.0,2.0,1.0,0.0,2.0,2.0,3.0,5.0,1.0,,,,,45.0,16.0,6.3,3.0,0.0634848,11.594221089384,3.0,-7.0191705160766,0.0,,0,,0.2,-0.13,-0.14,,Saud Al Rashed,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14773736,home,Al-Hazem,Sultan Tanker,sultan-tanker,S. Tanker,D,4,184.0,36,M,1520833,EUR,904608000.0,D,4,4,False,29.0,25.0,4.0,2.0,0.0,15.0,15.0,10.0,14.0,4.0,,,,,90.0,45.0,7.3,7.0,0.00870655,147.82074946381,13.0,122.08848026089,2.0,,0,,0.16,0.08,0.52,,Sultan Tanker,,,1.0,3.0,6.0,2.0,1.0,2.0,,,1.0,1.0,2.0,2.0,36.555071355794,56.366154099265,,,,,,,,,,,,,,,,,,,,
14773736,home,Al-Hazem,Abdurahman Al-Dakheel,abdurahman-al-dakheel,A. Al-Dakheel,D,34,184.0,18,M,948601,EUR,833068800.0,D,34,34,False,32.0,27.0,5.0,2.0,0.0,16.0,17.0,11.0,15.0,6.0,,,,,90.0,43.0,6.7,7.0,0.00436432,185.15324877995,17.0,142.1695045069,3.0,,0,,0.09,0.1,0.14,,,,,2.0,4.0,2.0,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,24.244392290523,69.248387971844,True,2.0,2.0,,,,,,,,,,,,,,,,,
14773736,home,Al-Hazem,Ahmed Al-Shamrani,ahmed-al-shamrani,A. Al-Shamrani,M,70,,8,M,1134206,EUR,1015977600.0,D,70,70,False,36.0,28.0,2.0,,0.0,11.0,12.0,17.0,24.0,6.0,,,,,90.0,72.0,6.8,25.0,0.114047,203.8409729406,21.0,90.506004230888,2.0,,0,,0.5,0.27,-0.17,,Ahmed Al-Shamrani,12.0,2.0,4.0,4.0,5.0,1.0,,2.0,,2.0,1.0,1.0,,,20.723383401878,42.383847295646,,4.0,2.0,,1.0,,,,,,,,,,,,,,,
14773736,home,Al-Hazem,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190.0,105,M,954812,EUR,903052800.0,M,32,32,False,51.0,46.0,3.0,2.0,0.0,19.0,21.0,27.0,30.0,2.0,,,,,90.0,60.0,6.8,8.0,0.0564971,156.37130734568,17.0,96.078205581939,1.0,,0,,0.34,0.24,-0.07,,,,,5.0,2.0,2.0,,,2.0,3.0,3.0,1.0,1.0,,1.0,23.933686615581,28.461612059052,,,,,1.0,1.0,,,,,,,,,,,,,,
14773736,home,Al-Hazem,Abdulaziz Al-Dwehe,abdulaziz-al-duwaihi,A. Al-Dwehe,M,26,175.0,19,M,982352,EUR,957312000.0,M,26,26,False,23.0,17.0,1.0,1.0,0.0,3.0,3.0,14.0,20.0,1.0,,,,,80.0,44.0,8.2,12.0,0.337719,68.643453566378,10.0,-4.4231660753492,0.0,,2,,0.14,-0.89,-0.02,,,,,4.0,6.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,2.0,1.0,,,3.0,1.0,1.0,1.0,1.0,0.4647,0.9227,0.56,,,,,,,
14773736,home,Al-Hazem,Youssouf Oumarou,youssouf-oumarou,Y. Oumarou,M,37,190.0,508,M,1089931,EUR,729820800.0,M,37,37,False,31.0,29.0,3.0,3.0,0.0,11.0,11.0,18.0,20.0,3.0,,,,,90.0,48.0,6.9,7.0,0.17436,138.38286609953,12.0,93.422541280312,2.0,,2,,0.09,0.32,0.17,,Youssouf,1.0,,6.0,6.0,1.0,4.0,,2.0,1.0,,,1.0,1.0,1.0,28.527216204889,58.964560468672,,2.0,2.0,Oumarou,,,,2.0,,,0.3126,0.7591,0.32,4.0,1.0,1.0,,,,
14773736,home,Al-Hazem,Aboubacar Bah,aboubacar-bah,A. Bah,M,24,170.0,462,M,2018134,EUR,1128038400.0,M,24,24,False,36.0,32.0,2.0,2.0,0.0,9.0,9.0,23.0,27.0,4.0,,,,,80.0,54.0,7.2,11.0,0.275027,150.44513240948,16.0,82.92146419609,2.0,,3,,0.42,0.27,-0.14,,Aboubacar Bah,7.0,1.0,4.0,5.0,,2.0,2.0,,1.0,2.0,,1.0,,1.0,20.550789188729,37.148327855203,,3.0,3.0,,1.0,,,1.0,,,0.1365,0.0411,-0.26,1.0,,,2.0,,,
14773736,home,Al-Hazem,Nawaf Al-Habashi,nawaf-al-habashi,N. Al-Habashi,M,19,184.0,28,M,954528,EUR,898560000.0,M,19,19,False,21.0,19.0,,,1.0,1.0,2.0,18.0,19.0,3.0,,,,,88.0,41.0,7.2,9.0,0.483384,225.98855340286,19.0,137.11708671281,7.0,,4,,0.42,0.44,-0.12,,,4.0,2.0,8.0,5.0,,1.0,1.0,1.0,1.0,5.0,2.0,,,,21.946135365963,123.11413671155,,5.0,1.0,,2.0,1.0,2.0,1.0,2.0,,0.1281,0.018,-0.52,1.0,,,1.0,,,
