match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,injury,description,from
11204759,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11204759,,,,,89,,,2,,,card,Nathan Aune,Foul,False,120735544.0,False,yellow,983745.0,Nathan Aune,,,
11204759,,,,,84,,,7,,,substitution,,,,121734960.0,True,regular,,,False,,
11204759,,,,,78,,,13,,,card,Chandler O'Dwyer,Foul,False,120735538.0,False,yellow,1198595.0,Chandler O'Dwyer,,,
11204759,,,,,76,,,15,,,inGamePenalty,,goalkeeperSave,,118420998.0,False,missed,581770.0,Emiliano Terzaghi,,Goalkeeper save,
11204759,,,,,68,,,23,,,substitution,,,,121734945.0,False,regular,,,False,,
11204759,,,,,68,,,23,,,substitution,,,,121734941.0,False,regular,,,False,,
11204759,,,,,61,,,30,,,substitution,,,,121734931.0,False,regular,,,False,,
11204759,,,,,60,,,31,,,substitution,,,,121734930.0,False,regular,,,False,,
11204759,,,,,59,,,32,,,card,Kristian Fletcher,Foul,False,120735524.0,True,yellow,1175563.0,Kristian Fletcher,,,
11204759,,1.0,0.0,,51,,,40,,,goal,,,,168746903.0,True,penalty,323557.0,Yamil Asad,,,penalty
11204759,,,,,46,,,45,,,substitution,,,,121734907.0,True,regular,,,False,,
11204759,,,,,26,,,20,,,card,Emiliano Terzaghi,Foul,False,120735503.0,False,yellow,581770.0,Emiliano Terzaghi,,,
