match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_penaltySave,stat_penaltyFaced,stat_totalShots,player_firstName,player_lastName,captain,stat_goals,stat_penaltyMiss
11204759,home,DC United,Alex Bono,alex-bono,A. Bono,G,24,191.0,70,M,791598,EUR,767232000,G,24,24,False,1.0,1.0,0,,,,,
11204759,home,DC United,Andy Najar,andy-najar,A. Najar,D,31,171.0,506,M,118178,EUR,732240000,D,14,14,False,,,0,,,,,
11204759,home,DC United,Hayden Sargis,sargis-hayden,H. Sargis,D,,183.0,6,M,983722,EUR,1020297600,D,30,30,False,,,0,,,,,
11204759,home,DC United,Matai Akinmboni,matai-akinmboni,M. Akinmboni,D,45,191.0,393,M,1190712,EUR,1161043200,D,45,45,False,,,0,Matai Akinmboni,,,,
11204759,home,DC United,Jacob Greene,jacob-greene,J. Greene,D,22,170.0,18,,1025207,EUR,1048377600,M,33,33,False,,,0,,,,,
11204759,home,DC United,Jackson Hopkins,jackson-hopkins,J. Hopkins,M,25,188.0,75,M,1131122,EUR,1088640000,M,25,25,False,,,0,Jackson Hopkins,,,,
11204759,home,DC United,Christopher Durkin,christopher-durkin,C. Durkin,M,8,183.0,79,M,841725,EUR,949968000,M,8,8,False,,,0,,,True,,
11204759,home,DC United,Yamil Asad,yamil-asad,Y. Asad,M,32,178.0,136,M,323557,EUR,775267200,M,22,22,False,,,0,,,,1.0,
11204759,home,DC United,Ruan,ruan,Ruan,D,2,174.0,157,M,868049,EUR,801705600,M,2,2,False,,,0,,,,,
11204759,home,DC United,Kristian Fletcher,kristian-fletcher,K. Fletcher,F,27,183.0,96,M,1175563,EUR,1123286400,F,26,26,False,,,0,Kristian Fletcher,,,,
11204759,home,DC United,Theodore Ku-DiPietro,theodore-ku-dipietro,T. Ku-DiPietro,M,21,175.0,111,M,1025212,EUR,1012176000,F,21,21,False,,,0,,,,,
11204759,home,DC United,Lewis O'Brien,lewis-obrien,L. O'Brien,M,27,173.0,303,M,920936,EUR,908323200,M,17,17,True,,,0,,,,,
11204759,home,DC United,Mateusz Klich,mateusz-klich,M. Klich,M,43,183.0,2137,M,44900,EUR,645235200,M,43,43,True,,,0,,,,,
11204759,home,DC United,Luis Zamudio,luis-zamudio,L. Zamudio,G,56,190.0,11,M,988985,EUR,898646400,G,50,50,True,,,0,,,,,
