match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,captain,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalOffside,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_blockedScoringAttempt,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_accurateCross,stat_goals,stat_goodHighClaim,stat_errorLeadToAGoal
13189394,home,Crystal Palace,Matt Turner,matt-turner,M. Turner,G,30,190,1516,M,833943,EUR,772416000,G,30,30,False,20.0,16.0,6.0,2.0,0.0,15.0,17.0,1.0,3.0,1.0,1.0,8.0,2.0,4.0,90.0,29.0,7.5,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189394,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,24476,M,877994,EUR,963446400,D,6,6,False,113.0,93.0,17.0,5.0,0.0,45.0,55.0,48.0,58.0,4.0,7.0,4.0,,,90.0,122.0,7.3,20.0,1,MarcGuehi13,True,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13189394,home,Crystal Palace,Chris Richards,chris-richards,C. Richards,D,26,188,2016,M,931844,EUR,954201600,D,26,26,False,113.0,105.0,2.0,2.0,0.0,75.0,79.0,30.0,34.0,3.0,5.0,2.0,,,90.0,122.0,7.7,8.0,0,,,,,1.0,,,6.0,,1.0,,,1.0,1.0,,,4.0,4.0,1.0,,,,,,,,,,,,
13189394,home,Crystal Palace,Chadi Riad,chadi-riad,C. Riad,D,34,186,10953,M,1064218,EUR,1047859200,D,34,34,False,102.0,93.0,11.0,4.0,0.0,60.0,63.0,33.0,39.0,1.0,2.0,2.0,,,90.0,113.0,6.8,12.0,0,chadiriad17,,,,,,,2.0,,,,,1.0,,,,3.0,7.0,,2.0,1.0,1.0,1.0,,,,,,,,
13189394,home,Crystal Palace,Daniel Muñoz,daniel-munoz,D. Muñoz,M,2,183,12012,M,870360,EUR,833068800,M,12,12,False,55.0,45.0,4.0,,0.0,25.0,26.0,20.0,31.0,1.0,7.0,9.0,,,90.0,87.0,7.3,18.0,1,daniel.chitiva,,3.0,,,,,1.0,1.0,4.0,4.0,,2.0,1.0,,,2.0,7.0,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,
13189394,home,Crystal Palace,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5420,M,355796,EUR,783043200,M,8,8,False,77.0,64.0,8.0,3.0,0.0,38.0,44.0,26.0,34.0,5.0,10.0,7.0,,,90.0,95.0,7.2,17.0,3,jeffersonlerma,,1.0,1.0,,1.0,1.0,1.0,,2.0,,,2.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,
13189394,home,Crystal Palace,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6895,M,794338,EUR,839203200,M,18,18,False,74.0,63.0,9.0,5.0,0.0,34.0,39.0,31.0,37.0,,2.0,8.0,,,90.0,82.0,8.0,12.0,1,kamadadaichi,,,,1.0,,1.0,,1.0,2.0,2.0,,,3.0,,,,2.0,,2.0,,1.0,,2.0,,,,2.0,,,
13189394,home,Crystal Palace,Nathaniel Clyne,nathaniel-clyne,N. Clyne,D,17,175,679,M,43215,EUR,670809600,M,17,17,False,31.0,29.0,1.0,,0.0,14.0,14.0,16.0,19.0,,2.0,4.0,,,77.0,44.0,6.8,4.0,0,,,1.0,,,,,3.0,,1.0,,,1.0,,,,1.0,2.0,,,,,,2.0,,,,1.0,,,
13189394,home,Crystal Palace,Ismaïla Sarr,ismaila-sarr,I. Sarr,F,7,185,26738,M,845286,EUR,888364800,F,7,7,False,23.0,19.0,1.0,1.0,0.0,6.0,6.0,13.0,18.0,,2.0,1.0,,,64.0,32.0,6.8,8.0,2,ismaila_sarr18,,2.0,1.0,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,2.0,,,,,,
13189394,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55955,M,864921,EUR,899078400,F,10,10,False,37.0,32.0,5.0,4.0,0.0,17.0,18.0,17.0,26.0,,5.0,3.0,,,90.0,58.0,8.0,17.0,1,eze,,3.0,2.0,1.0,,,,,,,,3.0,1.0,,,3.0,6.0,1.0,1.0,,3.0,1.0,7.0,,,1.0,2.0,1.0,,
13189394,home,Crystal Palace,Edward Nketiah,edward-nketiah,E. Nketiah,F,9,175,6407,M,858194,EUR,928022400,F,9,9,False,20.0,17.0,,,0.0,4.0,5.0,13.0,15.0,1.0,4.0,3.0,,,90.0,33.0,6.3,9.0,2,EN9,,2.0,1.0,,1.0,2.0,,1.0,,,,2.0,,,,7.0,12.0,2.0,,2.0,2.0,2.0,,,,,,,,
