match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_ownGoals,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_errorLeadToAShot,stat_challengeLost,stat_outfielderBlock,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_punches,stat_penaltyWon,stat_penaltyMiss
11406826,home,Frosinone,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,F,21,21,False,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,4.0,4.0,,1.0,0.00017965,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Reinier,reinier,Reinier,F,19,185,23831,M,978562,EUR,1011398400,M,12,12,True,25.0,19.0,1.0,1.0,0.0,7.0,8.0,12.0,17.0,4.0,4.0,,,2.0,,,,,,83.0,38.0,6.8,10.0,0.00721718,1,,,,1.0,4.0,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,,,,2.0,1.0,,,0.0193,,reinier.jesus,,,,1.0,,0.1739,,,,,
11406826,home,Frosinone,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,45,45,True,13.0,11.0,2.0,1.0,0.0,6.0,7.0,5.0,6.0,3.0,1.0,,,,,,,,,13.0,17.0,6.6,3.0,0.00075976,0,,,,2.0,3.0,,,,1.0,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Farès Ghedjemis,fares-ghedjemis,F. Ghedjemis,F,7,183,759,M,1445228,EUR,1031270400,F,29,29,True,3.0,2.0,,,0.0,,,2.0,6.0,,,,,,,,,,,13.0,7.0,6.6,4.0,0.00598158,0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Demba Seck,demba-seck,D. Seck,M,19,190,1111,M,1012248,EUR,981763200,F,8,8,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,1.0,,,,1.0,,,,,,11.0,8.0,6.9,,0.262163,1,,,,,,,,,,,,,,,,,,,,,,,0.0623,2.0,,1.0,,,,,,,,,,
11406826,home,Frosinone,Kaio Jorge,kaio-jorge,K. Jorge,F,19,182,26876,M,954888,EUR,1011830400,F,9,9,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,1.0,,,,,,,,,11.0,5.0,6.4,1.0,2.87e-06,2,,,,,,,1.0,,,,,,,,,,,,,,,,0.2212,,kaiojorge,,,1.0,2.0,,0.3671,,,,,
11406826,home,Frosinone,Pierluigi Frattali,pierluigi-frattali,P. Frattali,G,,185,25,M,43945,EUR,502243200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,80,80,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Ilario Monterisi,ilario-monterisi,I. Monterisi,D,30,190,147,M,1009363,EUR,1008720000,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Pol Lirola,pol-lirola,P. Lirola,D,14,183,660,M,844480,EUR,871430400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Jaime Báez,jaime-baez,J. Báez,M,28,178,206,M,796443,EUR,798768000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Luca Garritano,luca-garritano,L. Garritano,M,10,172,67,M,280087,EUR,760924800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Giorgi Kvernadze,kvernadze-giorgi,G. Kvernadze,F,17,183,783,M,1140001,EUR,1044576000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Giorgi Kvernadze,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Marvin Çuni,marvin-cuni,M. Çuni,F,90,188,299,M,946006,EUR,994723200,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,home,Frosinone,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2968,M,1142248,EUR,1134259200,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,away,Lecce,Wladimiro Falcone,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,28.0,14.0,22.0,8.0,0.0,7.0,9.0,7.0,19.0,,10.0,,,,,4.0,,6.0,,90.0,42.0,8.0,15.0,0.00141661,0,0.7628,,,2.0,2.0,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,
11406826,away,Lecce,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,13.0,8.0,2.0,,0.0,2.0,3.0,6.0,11.0,6.0,2.0,,,,,,,,,90.0,44.0,6.9,12.0,0.00315384,0,,1.0,,4.0,7.0,1.0,,,7.0,1.0,3.0,2.0,2.0,,,,5.0,,,1.0,,,,,,,,,,,,,,,,
11406826,away,Lecce,Marin Pongračić,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,36.0,26.0,9.0,2.0,0.0,17.0,18.0,9.0,18.0,2.0,1.0,,,2.0,,,,,,90.0,44.0,6.7,10.0,0.0254021,0,,,,2.0,3.0,,1.0,1.0,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11406826,away,Lecce,Federico Baschirotto,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,30.0,24.0,7.0,1.0,0.0,21.0,21.0,3.0,9.0,6.0,2.0,,,1.0,,,,,,90.0,38.0,6.4,7.0,0.0023879,0,,,,,,,,,5.0,,,,,,,,4.0,,1.0,1.0,,,,,,,True,,,,,,,,,
11406826,away,Lecce,Antonino Gallo,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,27.0,10.0,11.0,2.0,0.0,8.0,15.0,2.0,14.0,4.0,8.0,,,1.0,,,,,,90.0,53.0,6.4,24.0,0.00069179,0,,2.0,,1.0,1.0,,1.0,,1.0,3.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11406826,away,Lecce,Mohamed Kaba,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,7.0,5.0,1.0,,0.0,3.0,3.0,2.0,4.0,3.0,,,,1.0,,,,,,62.0,15.0,6.4,4.0,0.00076611,0,,,,1.0,3.0,,,,2.0,,1.0,,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,
11406826,away,Lecce,Ylber Ramadani,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,23.0,17.0,4.0,,0.0,11.0,14.0,6.0,9.0,4.0,7.0,,,,,,,,,90.0,42.0,6.7,10.0,0.00718916,0,,,,,4.0,2.0,1.0,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,
11406826,away,Lecce,Pontus Almqvist,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,M,7,7,False,9.0,5.0,,,0.0,2.0,2.0,3.0,7.0,4.0,1.0,,,1.0,,,,,,76.0,21.0,6.9,8.0,0.00358618,2,,,,3.0,6.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,,,1.0,,1.0,,,,0.0439,,,,,,2.0,,0.3254,,,,,
11406826,away,Lecce,Hamza Rafia,hamza-rafia,H. Rafia,M,24,178,2318,M,857772,EUR,923011200,M,8,8,False,14.0,8.0,1.0,1.0,0.0,4.0,5.0,5.0,14.0,4.0,3.0,,,2.0,,,,,,67.0,25.0,6.6,12.0,0.0292905,0,,5.0,1.0,,2.0,,,,,,1.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
11406826,away,Lecce,Lameck Banda,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,22,22,False,7.0,6.0,,,0.0,2.0,2.0,5.0,9.0,5.0,8.0,,,1.0,,,,,,67.0,31.0,7.1,9.0,0.0301124,3,,4.0,1.0,1.0,9.0,1.0,3.0,1.0,1.0,,5.0,5.0,1.0,2.0,,,,,1.0,,,1.0,0.0972,,lameckbanda.10,1.0,,,1.0,,0.0232,,,,,
11406826,away,Lecce,Nikola Krstović,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,13.0,8.0,,,0.0,1.0,2.0,7.0,12.0,7.0,1.0,,,,,,,,,76.0,29.0,7.3,8.0,0.00584749,3,,1.0,,3.0,6.0,,2.0,1.0,1.0,1.0,,,1.0,2.0,,,6.0,,,,,1.0,0.8622,3.0,,1.0,,1.0,1.0,2.0,0.0376,1.0,,,1.0,1.0
11406826,away,Lecce,Joan González,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,True,4.0,2.0,,,0.0,,2.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,28.0,7.0,6.6,2.0,0.00020145,0,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
11406826,away,Lecce,Rémi Oudin,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,True,7.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,8.0,1.0,1.0,,,,,,,,,23.0,12.0,6.6,5.0,0.00376858,1,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,0.0234,,,1.0,,,,,,,,,,
11406826,away,Lecce,Nicola Sansone,nicola-sansone,N. Sansone,F,,175,193,M,100580,EUR,684460800,F,11,11,True,4.0,3.0,2.0,1.0,0.0,,,3.0,5.0,2.0,2.0,,,,,,,,,23.0,11.0,6.7,3.0,0.00979188,0,,1.0,,,3.0,,,,1.0,,2.0,1.0,1.0,1.0,Nicola,Sansone,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,
11406826,away,Lecce,Alexis Blin,alexis-blin,A. Blin,M,28,184,149,M,318657,EUR,842832000,M,29,29,True,,,,,0.0,,,,,1.0,,,,,,,,,,14.0,1.0,6.5,,,0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11406826,away,Lecce,Roberto Piccoli,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,True,1.0,,,,0.0,,,,1.0,4.0,,,,,,,,,,14.0,6.0,6.1,2.0,,2,,,,3.0,3.0,,1.0,,2.0,,,,,,,,3.0,,,,,1.0,0.2027,,,1.0,,1.0,,,,,,,,
11406826,away,Lecce,Jasper Samooja,samooja-jasper,J. Samooja,G,32,189,137,M,999192,EUR,1058745600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,away,Lecce,Lorenzo Venuti,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406826,away,Lecce,Ahmed Touba,ahmed-touba,A. Touba,D,5,190,4985,M,856216,EUR,889747200,D,59,59,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Toubaahmed59,,,,,,,,,,,
11406826,away,Lecce,Medon Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Medon,Berisha,,,,,,,,,,,,,,,,,,,,
11406826,away,Lecce,Patrick Dorgu,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Odogwu,,,,,,,,,,,
11406826,away,Lecce,Santiago Pierotti,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,F,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
