match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_ownGoals,stat_unsuccessfulTouch,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_firstName,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14083625,home,Celta Vigo,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,13,13,False,16.0,13.0,3.0,1.0,0.0,12.0,14.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,19.0,6.5,3.0,0.00014096,0.0687,0,-0.8378,-0.01,0.04,-0.07,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083625,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,False,114.0,107.0,5.0,2.0,0.0,38.0,41.0,69.0,73.0,3.0,5.0,,,90.0,131.0,7.5,7.0,0.0709168,,1,,0.33,0.31,0.0,,2.0,2.0,3.0,7.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0458,2.0,-0.05,,,,,,,,,,,,,,,,,,,,,,
14083625,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,74.0,73.0,,,0.0,39.0,40.0,34.0,34.0,3.0,4.0,,,90.0,83.0,5.9,2.0,0.024373,,0,,0.18,0.08,-0.7,,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14083625,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,20,20,False,123.0,113.0,8.0,6.0,0.0,30.0,30.0,83.0,93.0,3.0,7.0,,,90.0,142.0,8.1,12.0,0.426591,,1,,0.54,0.63,-0.18,,3.0,1.0,4.0,7.0,1.0,,1.0,4.0,1.0,,,0.0248,4.0,-0.14,,,marcosalonso28,4.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,
14083625,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,77.0,66.0,6.0,4.0,0.0,21.0,25.0,45.0,52.0,,3.0,,,90.0,101.0,8.0,17.0,0.829508,,1,,0.87,0.24,-0.09,,,,1.0,2.0,,,,2.0,2.0,,,0.0136,3.0,0.0,,1.0,,6.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,
14083625,home,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,272,M,1216080,EUR,1047859200,M,14,14,False,89.0,83.0,1.0,1.0,0.0,23.0,23.0,60.0,66.0,1.0,4.0,,,90.0,100.0,6.7,8.0,0.118346,,3,,0.17,0.28,-0.08,,,,2.0,,,,1.0,,,,1.0,0.0595,2.0,-0.39,,,,3.0,1.0,1.0,,,,3.0,,,,,,,,,,,,
14083625,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,35.0,31.0,1.0,,0.0,6.0,7.0,25.0,28.0,,4.0,,,55.0,41.0,6.4,6.0,0.0291083,,1,,0.07,0.04,-0.06,,1.0,,2.0,1.0,,,,,,,1.0,0.0152,,-0.04,,2.0,,,,,1.0,1.0,,1.0,True,,,,,,,,,,,
14083625,home,Celta Vigo,Sergio Carreira,sergio-carreira,S. Carreira,M,5,170,466,M,1002764,EUR,971395200,M,5,5,False,54.0,48.0,1.0,,0.0,11.0,13.0,37.0,41.0,2.0,3.0,,,84.0,77.0,6.7,9.0,0.0555653,,0,,0.0,0.01,-0.05,,2.0,1.0,3.0,6.0,,,1.0,4.0,2.0,,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
14083625,home,Celta Vigo,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3716,M,949962,EUR,917827200,F,9,9,False,21.0,18.0,1.0,1.0,0.0,7.0,8.0,11.0,13.0,,2.0,,,63.0,35.0,6.8,10.0,0.443441,,1,,0.45,0.01,-0.04,,1.0,,6.0,2.0,1.0,,1.0,,,2.0,,0.0367,2.0,-0.1,,,,4.0,1.0,1.0,3.0,,1.0,,,1.0,,,,,,,,,,
14083625,home,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,F,19,19,False,17.0,15.0,2.0,,0.0,3.0,3.0,12.0,14.0,1.0,2.0,,,63.0,29.0,6.4,6.0,0.0206609,,0,,-0.14,-0.53,0.13,,1.0,,5.0,4.0,,,,2.0,2.0,2.0,1.0,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,
