match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,length,confirmed
10407418,FT,3.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10407418,,,,,90,8.0,,1,,,substitution,121680482.0,True,True,injury,,,,,,,
10407418,,3.0,2.0,,90,6.0,,1,,,goal,168627469.0,,True,regular,51622.0,Damien Marcq,,,,,
10407418,,,,,90,3.0,,1,,,card,120698696.0,,True,yellow,789000.0,Isaac Mbenza,Isaac Mbenza,Foul,False,,
10407418,,,,,90,2.0,,1,,,substitution,121680427.0,False,False,regular,,,,,,,
10407418,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,6.0,
10407418,,,,,87,,,4,,,card,120698684.0,,True,yellow,51622.0,Damien Marcq,Damien Marcq,Foul,False,,
10407418,,,,,84,,,7,,,substitution,121680366.0,True,False,injury,,,,,,,
10407418,,2.0,2.0,,80,,,11,,,goal,168627005.0,,False,regular,1031548.0,Alieu Fadera,,,,,
10407418,,,,,77,,,14,,,substitution,121680309.0,False,False,regular,,,,,,,
10407418,,2.0,1.0,,73,,,18,,,goal,168626805.0,,True,regular,789000.0,Isaac Mbenza,,,,,
10407418,,1.0,1.0,,66,,,25,,,goal,168626576.0,,True,regular,796455.0,Vakoun Bayo,,,,,
10407418,,,,,64,,,27,,,substitution,121680219.0,False,True,regular,,,,,,,
10407418,,,,,63,,,28,,,substitution,121680218.0,False,True,regular,,,,,,,
10407418,,,,,55,,,36,,,card,120698505.0,,True,yellow,842160.0,Stefan Knežević,Stefan Knežević,Foul,False,,
10407418,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10407418,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,3.0,
10407418,,,,,38,,,8,,,card,120698340.0,,False,yellow,871041.0,Karol Fila,Karol Fila,Foul,False,,
10407418,,,,,33,,,13,,,substitution,121679790.0,False,True,regular,,,,,,,
10407418,,0.0,1.0,,27,,,19,,,goal,168624760.0,,False,regular,883990.0,Alioune Ndour,,,,,
10407418,,,,,13,,,33,,,varDecision,16617.0,,False,goalAwarded,156645.0,Zinho Gano,,,,,False
