match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalCross,captain,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside
10407418,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15803,M,HKoffi,867299,EUR,845424000,G,16,16,False,21.0,18.0,7.0,5.0,16.0,17.0,2.0,4.0,1.0,1.0,1.0,10.0,1.0,2.0,3.0,1.0,1.0,90.0,29.0,6.6,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407418,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187.0,339,M,,994282,EUR,1027468800,D,21,21,False,15.0,9.0,3.0,,7.0,7.0,2.0,8.0,,,,4.0,,,,,,33.0,18.0,6.4,7.0,0,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10407418,home,RC Sporting Charleroi,Damien Marcq,damien-marcq,D. Marcq,D,,183.0,29,M,,51622,EUR,597542400,D,25,25,False,61.0,55.0,9.0,4.0,34.0,34.0,21.0,27.0,7.0,1.0,1.0,11.0,,,,,,90.0,77.0,7.4,7.0,1,,,8.0,11.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,
10407418,home,RC Sporting Charleroi,Stefan Knežević,stefan-knezevic,S. Knežević,D,5,187.0,77,M,,842160,EUR,846633600,D,3,3,False,43.0,39.0,3.0,1.0,26.0,28.0,13.0,15.0,2.0,,,9.0,,,,,,90.0,55.0,6.8,5.0,2,,,1.0,5.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,,2.0,4.0,2.0,1.0,1.0,,,,,,,,,
10407418,home,RC Sporting Charleroi,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180.0,2215,M,,1096210,EUR,1000425600,M,38,38,False,23.0,19.0,1.0,,14.0,16.0,5.0,11.0,2.0,1.0,,2.0,,,,,,63.0,47.0,6.4,12.0,0,,,1.0,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,4.0,,,,,,,,
10407418,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178.0,500,M,,358198,EUR,806716800,M,26,26,False,64.0,48.0,8.0,3.0,21.0,24.0,27.0,42.0,7.0,3.0,1.0,7.0,,,,,,90.0,77.0,7.0,22.0,0,,,1.0,5.0,2.0,,,,,,,3.0,3.0,3.0,,1.0,,,,2.0,True,1.0,1.0,,,,,
10407418,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184.0,6525,M,AdemZorgane,1000472,EUR,947116800,M,6,6,False,86.0,71.0,6.0,3.0,16.0,17.0,56.0,74.0,7.0,5.0,5.0,11.0,,,,,,90.0,103.0,7.4,21.0,1,,,,1.0,1.0,,,,,,1.0,,,2.0,,2.0,,1.0,1.0,5.0,,,,1.0,1.0,,,
10407418,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188.0,141,M,,789000,EUR,826243200,M,7,7,False,40.0,33.0,,,9.0,9.0,24.0,34.0,5.0,3.0,2.0,4.0,,,,,,90.0,56.0,7.2,13.0,3,,,,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,3.0,,,,,,2.0,,
10407418,home,RC Sporting Charleroi,Amirhossein Hosseinzadeh,amirhossein-hosseinzadeh,A. Hosseinzadeh,F,99,176.0,873,M,,905472,EUR,972864000,F,99,99,False,30.0,26.0,,,11.0,11.0,15.0,19.0,4.0,,,2.0,,,,,,64.0,41.0,6.7,7.0,1,,,,4.0,2.0,,,1.0,,,,3.0,3.0,,,,2.0,1.0,1.0,,,,,,,,,
10407418,home,RC Sporting Charleroi,Youssouph Badji,youssouph-badji,Y. Badji,F,25,192.0,351,M,,982334,EUR,1008806400,F,10,10,False,40.0,32.0,2.0,1.0,8.0,10.0,25.0,32.0,10.0,4.0,4.0,6.0,,,,,,90.0,59.0,7.4,11.0,4,,,2.0,3.0,1.0,2.0,,6.0,2.0,,,,,1.0,,2.0,,2.0,1.0,2.0,,,,1.0,1.0,,,
