match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,captain,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11453166,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198,587,M,883367,EUR,840499200,G,1,1,False,37.0,22.0,22.0,8.0,18.0,23.0,4.0,14.0,9.0,1.0,2.0,2.0,3.0,90.0,51.0,6.7,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453166,home,Al-Taawoun,Abdulmalik Al Oyayari,al-oyayari-abdulmalik,A. A. Oyayari,D,15,175,54,M,1210456,EUR,1071014400,D,15,15,False,26.0,19.0,1.0,1.0,10.0,15.0,9.0,12.0,1.0,,,,,73.0,42.0,6.2,12.0,0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453166,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180,7,M,1013848,EUR,760320000,D,6,6,False,37.0,30.0,8.0,4.0,19.0,21.0,11.0,17.0,4.0,1.0,,,,90.0,55.0,6.1,9.0,0,1.0,1.0,,5.0,3.0,2.0,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11453166,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189,197,M,978400,EUR,925689600,D,23,23,False,27.0,24.0,5.0,3.0,15.0,17.0,9.0,10.0,1.0,,,,,90.0,33.0,6.7,3.0,0,,1.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453166,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194,64,M,881830,EUR,904694400,D,93,93,False,24.0,18.0,9.0,3.0,13.0,17.0,5.0,7.0,4.0,,,,,90.0,37.0,6.4,6.0,0,,3.0,,4.0,3.0,1.0,,1.0,3.0,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,
11453166,home,Al-Taawoun,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,42,188,464,M,1457521,EUR,1022716800,D,42,42,False,21.0,16.0,2.0,1.0,9.0,10.0,7.0,14.0,5.0,3.0,,,,73.0,50.0,6.3,15.0,1,3.0,1.0,,6.0,5.0,,4.0,1.0,1.0,1.0,2.0,,5.0,,3.0,,Muath Muath,,1.0,1.0,,,,,,,,,,,,,
11453166,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178,49,M,1092809,EUR,1021766400,M,5,5,False,5.0,5.0,,,3.0,3.0,3.0,3.0,,1.0,,,,39.0,14.0,6.8,1.0,0,1.0,,,,3.0,,,,2.0,,1.0,1.0,,,1.0,,Mohammed Mahzari,,,,1.0,,,,,,,,,,,,
11453166,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183,1641,M,788348,EUR,832896000,M,18,18,False,82.0,77.0,9.0,9.0,40.0,42.0,37.0,41.0,9.0,2.0,,,,90.0,96.0,7.4,8.0,0,1.0,,,,2.0,,1.0,4.0,1.0,1.0,,,1.0,,,,,,1.0,,,True,,,,,,,,,,,
11453166,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177,261,M,839521,EUR,823910400,M,24,24,False,47.0,41.0,4.0,3.0,27.0,30.0,14.0,17.0,7.0,1.0,,,,90.0,61.0,6.9,9.0,1,,,,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
11453166,home,Al-Taawoun,Mohammed Al-Kuwaykibi,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168,101,M,847233,EUR,786326400,F,22,22,False,19.0,16.0,,,5.0,5.0,13.0,22.0,2.0,4.0,,,,82.0,41.0,6.3,18.0,0,8.0,2.0,,8.0,4.0,1.0,5.0,,2.0,,,,,,1.0,,,,1.0,,2.0,,,1.0,,,,,,,,,
11453166,home,Al-Taawoun,Abdulfattah Adam Mohammed,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180,85,M,952442,EUR,788918400,F,88,88,False,25.0,21.0,1.0,1.0,12.0,15.0,9.0,10.0,1.0,1.0,,,,83.0,33.0,6.7,7.0,2,,1.0,2.0,3.0,4.0,,1.0,,,,,,,,1.0,2.0,,,1.0,2.0,,,,2.0,,,,,,,,,
11453166,home,Al-Taawoun,Ahmed Bahusayn,ahmed-bahusayn,A. Bahusayn,M,29,170,41,M,1113791,EUR,981676800,M,29,29,True,35.0,29.0,3.0,2.0,13.0,15.0,16.0,22.0,9.0,3.0,,,,51.0,48.0,6.6,14.0,0,2.0,,1.0,3.0,3.0,,,,2.0,2.0,1.0,,,,,,Ahmed Bahusayn,,,,,,,3.0,,,,,,,,,
11453166,home,Al-Taawoun,Ebrahim Alshuyl,ebrahim-alshuyl,E. Alshuyl,D,26,169,15,M,949069,EUR,785376000,D,26,26,True,12.0,11.0,,,3.0,4.0,8.0,8.0,1.0,1.0,,,,17.0,19.0,6.5,2.0,0,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
11453166,home,Al-Taawoun,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177,565,M,789438,EUR,733190400,M,19,19,True,15.0,15.0,,,8.0,8.0,7.0,7.0,1.0,1.0,,,,17.0,18.0,6.5,2.0,1,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
