match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
14025079,home,Manchester United,Senne Lammens,,,senne-lammens,S. Lammens,G,31,193,27298,M,964753,EUR,1026000000,G,31,31,False,13.0,8.0,11.0,6.0,0.0,4.0,4.0,4.0,9.0,1.0,4.0,1.0,1.0,1.0,90.0,20.0,7.0,7.0,0.00165735,41.29513952506,6.0,20.20999771117,0.0,0.0433,0,0.3121,0.05,-0.01,0.19,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025079,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,843200,EUR,921715200,D,2,2,False,27.0,19.0,3.0,2.0,0.0,13.0,16.0,6.0,11.0,4.0,5.0,,,,90.0,49.0,7.0,13.0,0.0110752,70.971691951967,8.0,46.130384467365,2.0,,0,,-0.3,0.22,0.28,,DDalot,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,19.591449630981,34.065253018411,,,,,,,,,,,,,,,,,,,,,
14025079,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,149380,EUR,731289600,D,5,5,False,26.0,20.0,7.0,1.0,0.0,16.0,16.0,4.0,10.0,5.0,5.0,,,,90.0,35.0,7.0,6.0,0.00143553,95.866735760328,10.0,22.932033725117,1.0,,1,,0.07,0.05,0.57,,harrymaguire93,1.0,2.0,3.0,,,1.0,1.0,,,1.0,1.0,,34.149022400905,40.555961645608,1.0,1.0,1.0,1.0,1.0,0.1515,-0.39,,,,,,,,,,,,,,
14025079,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,859999,EUR,885081600,D,6,6,False,22.0,19.0,4.0,2.0,0.0,13.0,13.0,6.0,9.0,8.0,2.0,,,,90.0,36.0,7.5,5.0,0.00947485,44.207341881685,9.0,-2.5686220091104,0.0,,0,,0.17,0.06,0.57,,LichaMartínez,1.0,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14025079,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,190839,EUR,805507200,D,23,23,False,28.0,25.0,3.0,2.0,0.0,11.0,12.0,14.0,16.0,2.0,3.0,,,,89.0,47.0,6.9,6.0,0.047425,33.648074436451,5.0,10.452833580926,1.0,,0,,0.25,0.1,-0.03,,lukeshaw23,1.0,4.0,2.0,,2.0,1.0,1.0,,,,2.0,,12.748102160481,13.533941369756,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
14025079,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,122951,EUR,698803200,M,18,18,False,32.0,23.0,2.0,1.0,0.0,8.0,12.0,15.0,20.0,1.0,1.0,,,,81.0,48.0,7.0,11.0,0.0154485,42.835164425846,6.0,10.278176682573,0.0,,1,,0.15,0.02,-0.08,,Casemiro,,5.0,6.0,,2.0,4.0,1.0,,2.0,2.0,2.0,,,,,1.0,,,,0.6087,0.06,,3.0,1.0,0.3337,,,,,,,,,,
14025079,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,1142175,EUR,1113868800,M,37,37,False,35.0,32.0,2.0,2.0,0.0,10.0,11.0,22.0,24.0,2.0,1.0,,,,90.0,51.0,6.9,8.0,0.0162486,43.09271012641,7.0,4.1819981383566,1.0,,1,,-0.04,0.02,0.18,,KobbieM,2.0,6.0,6.0,2.0,2.0,3.0,2.0,,2.0,,1.0,,13.273998318646,16.134742762127,1.0,,,,1.0,0.0267,0.0,,1.0,1.0,0.0135,2.0,1.0,,,,,,,,
14025079,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104228,M,971037,EUR,1026345600,M,16,16,False,15.0,14.0,2.0,2.0,0.0,2.0,3.0,12.0,12.0,1.0,5.0,,,,90.0,30.0,6.9,7.0,0.0273431,238.78415342566,13.0,201.6416824359,11.0,,3,,-0.2,0.56,0.2,,AmadDiallo19,,4.0,2.0,1.0,1.0,,,,,1.0,2.0,2.0,41.837914791856,225.26010837924,,1.0,2.0,1.0,,0.2293,-0.5,2.0,,1.0,0.0155,2.0,1.0,,,,,,,,
14025079,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,288205,EUR,778982400,M,8,8,False,46.0,32.0,9.0,5.0,1.0,8.0,10.0,24.0,36.0,1.0,8.0,,,,89.0,65.0,8.6,21.0,0.534551,117.51166946045,12.0,69.34469231342,2.0,,0,,1.0,0.33,0.18,,BrunoFernandes,,4.0,5.0,1.0,1.0,4.0,2.0,,4.0,,3.0,1.0,34.550504171564,53.41950269877,,,,,,,,4.0,,,,1.0,1.0,True,3.0,4.0,6.0,,,,
14025079,home,Manchester United,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,M,13,13,False,30.0,23.0,1.0,1.0,0.0,9.0,11.0,14.0,19.0,1.0,9.0,,,,90.0,49.0,8.2,12.0,0.0188204,165.99003986416,18.0,68.238097945474,2.0,,2,,-0.06,0.33,0.23,,Odogwu,2.0,6.0,10.0,2.0,1.0,4.0,2.0,,1.0,3.0,1.0,1.0,18.73318605282,49.671649032922,1.0,,,,,0.4692,0.48,1.0,1.0,2.0,0.9021,2.0,1.0,,,,1.0,1.0,,,
