match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot
14025060,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195.0,3046,M,96531,EUR,730771200,G,23,23,False,29.0,16.0,23.0,10.0,0.0,8.0,12.0,8.0,17.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,5.0,1.0,90.0,41.0,6.3,13.0,0.00150211,0.5041,0,0.3247,0.06,0.0,-0.52,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025060,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183.0,18282,M,863653,EUR,880502400,D,29,29,False,28.0,23.0,3.0,1.0,0.0,10.0,10.0,13.0,18.0,,4.0,4.0,2.0,,,,,,90.0,56.0,6.3,11.0,0.00749661,,0,,0.0,0.07,-0.29,,,,awbissaka,1.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14025060,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192.0,1250,M,894474,EUR,864345600,D,3,3,False,33.0,29.0,5.0,1.0,0.0,21.0,22.0,8.0,11.0,,,3.0,,,,,,,90.0,41.0,6.2,4.0,0.0015431,,1,,0.04,0.05,-0.06,,,,,,3.0,,,,1.0,,,,,,3.0,1.0,3.0,0.0505,-0.06,,,,,,,,,,,,
14025060,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189.0,2607,M,945217,EUR,946512000,D,25,25,False,38.0,33.0,1.0,,0.0,29.0,30.0,4.0,8.0,1.0,1.0,6.0,4.0,,,,,,90.0,49.0,6.4,6.0,0.0116867,,0,,0.09,0.17,-0.09,,,,,,2.0,,,,,,,,,2.0,,,2.0,,,1.0,,,,,,,,,,,
14025060,home,West Ham United,El Hadji Malick Diouf,diouf-el-hadji-malick,E. H. M. Diouf,M,12,183.0,14539,M,1471764,EUR,1104192000,D,12,12,False,37.0,33.0,5.0,3.0,0.0,18.0,21.0,15.0,16.0,1.0,5.0,3.0,8.0,,,,,,90.0,61.0,6.2,12.0,0.00729921,,0,,0.03,0.23,-0.35,,El Hadji Malick Diouf,,,5.0,6.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,
14025060,home,West Ham United,Mateus Fernandes,mateus-fernandes,M. Fernandes,M,18,178.0,3830,M,1142562,EUR,1089417600,M,18,18,False,53.0,52.0,1.0,1.0,0.0,17.0,17.0,35.0,36.0,2.0,5.0,2.0,3.0,,,,,,90.0,74.0,7.7,6.0,0.278655,,0,,0.68,0.18,0.22,,,,,3.0,6.0,,1.0,,2.0,3.0,3.0,2.0,,3.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,
14025060,home,West Ham United,Freddie Potts,freddie-potts,F. Potts,M,32,183.0,468,M,1089582,EUR,1063324800,M,32,32,False,36.0,27.0,10.0,5.0,0.0,13.0,15.0,14.0,21.0,1.0,7.0,6.0,4.0,,,,,,62.0,56.0,7.1,13.0,0.0493367,,0,,0.2,0.03,0.22,,Freddie Potts,,,5.0,5.0,1.0,,,,3.0,2.0,,3.0,2.0,2.0,,,,,3.0,2.0,,,,,,,,,,
14025060,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180.0,63569,M,839981,EUR,872640000,M,10,10,False,47.0,39.0,3.0,2.0,0.0,14.0,16.0,25.0,31.0,,6.0,,5.0,,,,,,83.0,72.0,6.9,15.0,0.15036,,3,,0.19,0.01,0.25,,,,Paqueta,2.0,6.0,,4.0,,1.0,3.0,2.0,,3.0,1.0,1.0,2.0,1.0,0.1033,0.0,,,,1.0,0.1352,,,,,,,
14025060,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174.0,9125,M,552884,EUR,851040000,F,20,20,False,25.0,15.0,3.0,1.0,0.0,2.0,3.0,13.0,22.0,,3.0,,7.0,,,,,,90.0,41.0,6.5,16.0,0.0205398,,3,,-0.01,0.22,0.0,,,,jarrodbowen,1.0,6.0,1.0,6.0,2.0,,1.0,1.0,,,,1.0,2.0,,0.1245,-0.01,,,,1.0,0.0255,True,,,,,,
14025060,home,West Ham United,Callum Wilson,callum-wilson,C. Wilson,F,9,180.0,3241,M,113956,EUR,699148800,F,9,9,False,10.0,7.0,,,0.0,1.0,1.0,6.0,9.0,2.0,4.0,,2.0,,,,,,71.0,19.0,7.6,5.0,0.0220273,,2,,0.05,0.06,0.13,,,,,,4.0,,,,,,,2.0,2.0,1.0,3.0,1.0,,0.918,0.5,1.0,,,1.0,0.9947,,1.0,1.0,,,,
