match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,stat_fouls,stat_totalCross,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_goals,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
12764288,home,Dynamo Kyiv,Georgiy Bushchan,heorhiy-bushchan,G. Bushchan,G,1,198.0,641,M,138813,EUR,770342400,G,1,1,False,47.0,29.0,31.0,15.0,0.0,24.0,34.0,5.0,13.0,3.0,11.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,60.0,6.6,18.0,0.00157723,0,-0.2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764288,home,Dynamo Kyiv,Kristian Bilovar,kristian-bilovar,K. Bilovar,D,40,191.0,63,M,976373,EUR,981331200,D,40,40,False,55.0,44.0,6.0,,0.0,30.0,36.0,14.0,19.0,7.0,11.0,,,,,,,90.0,72.0,6.9,12.0,0.00985575,0,,4.0,3.0,5.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12764288,home,Dynamo Kyiv,Denys Popov,denys-popov,D. Popov,D,4,185.0,180,M,887247,EUR,919209600,D,4,4,False,57.0,50.0,6.0,4.0,0.0,37.0,42.0,13.0,15.0,8.0,2.0,,,,,,,90.0,72.0,6.9,7.0,0.00477593,0,,3.0,,4.0,4.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12764288,home,Dynamo Kyiv,Taras Mykhavko,mykhavko-taras,T. Mykhavko,D,32,185.0,459,M,1413197,EUR,1117411200,D,32,32,False,80.0,74.0,3.0,3.0,0.0,39.0,42.0,35.0,39.0,3.0,3.0,,,,,,,90.0,96.0,6.8,9.0,0.0270829,1,,5.0,4.0,8.0,7.0,2.0,,,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,0.0586,,,,,,,,,,,,,,
12764288,home,Dynamo Kyiv,Oleksandr Karavayev,oleksandr-karavayev,O. Karavayev,D,20,173.0,158,M,137682,EUR,707443200,M,20,20,False,15.0,11.0,1.0,1.0,0.0,4.0,6.0,8.0,11.0,3.0,1.0,,,,,,,64.0,31.0,6.9,6.0,0.33676,1,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,2.0,,0.0641,1.0,1.0,1.0,,,,,,,,,,,
12764288,home,Dynamo Kyiv,Volodymyr Brazhko,volodymyr-brazhko,V. Brazhko,M,6,184.0,692,M,1000408,EUR,1011744000,M,6,6,False,70.0,59.0,12.0,8.0,1.0,28.0,33.0,31.0,37.0,1.0,10.0,,,,,,,90.0,95.0,8.1,17.0,0.195216,3,,,3.0,7.0,11.0,,,1.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,,,0.0877,,1.0,3.0,,,3.0,2.0,0.2363,,,,,,
12764288,home,Dynamo Kyiv,Mykola Shaparenko,shaparenko-mykola,M. Shaparenko,M,10,180.0,1047,M,793749,EUR,907459200,M,10,10,False,62.0,53.0,2.0,1.0,0.0,20.0,23.0,33.0,43.0,1.0,7.0,,,,,,,90.0,80.0,6.9,17.0,0.0937093,1,,1.0,2.0,5.0,6.0,2.0,,,3.0,1.0,,1.0,1.0,,,4.0,,0.1128,,,1.0,,,1.0,1.0,0.1218,,,,,,
12764288,home,Dynamo Kyiv,Kostiantyn Vivcharenko,kostiantyn-vivcharenko,K. Vivcharenko,D,2,178.0,102,M,976366,EUR,1023667200,M,2,2,False,44.0,30.0,4.0,1.0,0.0,12.0,14.0,19.0,33.0,,3.0,,,,,,,73.0,63.0,6.9,17.0,0.103896,0,,1.0,,5.0,4.0,2.0,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,3.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,
12764288,home,Dynamo Kyiv,Valentyn Rubchynskyi,valentyn-rubchynskyi,V. Rubchynskyi,M,15,165.0,75,M,1397134,EUR,1013731200,F,15,15,False,16.0,10.0,,,0.0,4.0,6.0,6.0,11.0,3.0,3.0,,,,,,,64.0,34.0,6.8,8.0,0.0147084,0,,1.0,1.0,3.0,5.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12764288,home,Dynamo Kyiv,Vitaliy Buyalskyi,vitaliy-buyalskyi,V. Buyalskyi,M,29,175.0,215,M,137677,EUR,726278400,F,29,29,False,41.0,36.0,1.0,1.0,0.0,13.0,14.0,26.0,35.0,,2.0,,,,,,,90.0,62.0,7.2,15.0,0.267425,3,,2.0,,9.0,1.0,1.0,,,,,1.0,,2.0,1.0,2.0,8.0,1.0,0.4209,3.0,1.0,3.0,,,3.0,1.0,0.2526,,True,,,,
12764288,home,Dynamo Kyiv,Vladyslav Vanat,vladyslav-vanat,V. Vanat,F,19,181.0,2834,M,976374,EUR,1010102400,F,11,11,False,28.0,20.0,,,0.0,8.0,10.0,12.0,18.0,1.0,2.0,,,,,,,90.0,43.0,6.7,15.0,0.0430692,2,,5.0,3.0,8.0,5.0,,,,,,4.0,2.0,,,1.0,,1.0,0.049,,1.0,1.0,,,3.0,,,,,,,,
12764288,home,Dynamo Kyiv,Oleksandr Tymchyk,oleksandr-tymchyk,O. Tymchyk,D,18,180.0,183,M,978286,EUR,853718400,D,24,24,True,10.0,8.0,,,0.0,3.0,3.0,5.0,8.0,,,,,,,,,26.0,16.0,6.2,4.0,0.0060545,0,,,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12764288,home,Dynamo Kyiv,Vladyslav Kabaiev,vladyslav-kabaiev,V. Kabaiev,M,22,176.0,131,M,550192,EUR,809913600,M,22,22,True,19.0,15.0,,,0.0,5.0,6.0,11.0,14.0,,3.0,,,,,,,26.0,35.0,7.8,6.0,0.0595705,3,,1.0,,4.0,7.0,,,,1.0,,,1.0,6.0,5.0,1.0,1.0,,0.0847,1.0,1.0,,,,1.0,2.0,0.5319,,,1.0,,,
