match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_totalCross,stat_totalContest,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_clearanceOffLine,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork
12436509,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,51.0,40.0,25.0,14.0,0.0,32.0,34.0,8.0,17.0,1.0,7.0,1.0,2.0,2.0,1.0,90.0,56.0,6.5,11.0,0.00092965,0,-1.1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436509,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,45.0,35.0,2.0,1.0,1.0,24.0,31.0,11.0,14.0,3.0,6.0,,,,,90.0,67.0,7.1,15.0,0.11843,0,,,,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12436509,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,,829022,EUR,881798400,D,15,15,False,50.0,45.0,6.0,3.0,0.0,40.0,43.0,5.0,7.0,5.0,2.0,,,,,90.0,60.0,6.7,5.0,0.00154679,0,,,,2.0,5.0,1.0,,,,1.0,,,,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,
12436509,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,,894474,EUR,864345600,D,26,26,False,47.0,38.0,7.0,3.0,0.0,29.0,32.0,9.0,15.0,6.0,1.0,,,,,90.0,56.0,6.6,9.0,0.00483165,0,,,,1.0,3.0,,,,1.0,,,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,
12436509,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,D,33,33,False,28.0,20.0,2.0,,0.0,13.0,14.0,7.0,16.0,3.0,1.0,,,,,81.0,46.0,6.6,13.0,0.00131948,0,,,,4.0,7.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,,2.0,3.0,2.0,,,,,,,,,,,
12436509,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,EdsonAlvarez19,847151,EUR,877651200,M,19,19,False,47.0,40.0,6.0,2.0,0.0,26.0,28.0,14.0,19.0,3.0,6.0,,,,,90.0,63.0,6.9,9.0,0.00420941,0,,,,4.0,6.0,,,,1.0,1.0,1.0,2.0,3.0,,2.0,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,
12436509,home,West Ham United,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,guiido_rodriguez,609752,EUR,766108800,M,24,24,False,33.0,31.0,,,0.0,22.0,24.0,9.0,9.0,1.0,1.0,,,,,81.0,39.0,6.7,2.0,0.00270046,0,,,,1.0,4.0,,,,1.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12436509,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,Kudus,905163,EUR,965174400,M,14,14,False,17.0,16.0,3.0,3.0,0.0,11.0,11.0,5.0,6.0,,5.0,,,,,63.0,34.0,6.5,10.0,0.0147119,0,,,,6.0,6.0,,3.0,,,,4.0,2.0,,,2.0,,1.0,,1.0,,4.0,3.0,,,,,,,,,,,
12436509,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,25.0,20.0,1.0,1.0,0.0,8.0,9.0,12.0,16.0,1.0,1.0,,,,,90.0,35.0,7.1,6.0,0.00296131,1,,,,4.0,4.0,,,,,2.0,1.0,,2.0,,2.0,2.0,1.0,,,,1.0,1.0,True,1.0,1.0,0.3068,0.4295,,,,,,
12436509,home,West Ham United,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,4,4,False,30.0,27.0,2.0,1.0,0.0,16.0,16.0,11.0,14.0,1.0,5.0,,,,,72.0,39.0,7.4,6.0,0.0313115,1,,,,2.0,2.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,2.0,1.0,,1.0,1.0,0.0672,0.7193,,,,,,
