match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_duelLost,stat_penaltyConceded,stat_fouls,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,captain,stat_hitWoodwork,stat_errorLeadToAShot,stat_goodHighClaim,stat_bigChanceMissed,stat_penaltyWon
14771811,home,Al-Shabab,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,43,43,False,26.0,7.0,22.0,3.0,0.0,5.0,9.0,2.0,17.0,1.0,9.0,1.0,1.0,2.0,1.0,90.0,33.0,7.4,19.0,0.00143602,0.8184,0,0.0844,0.02,-0.05,-0.02,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771811,home,Al-Shabab,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000.0,D,94,94,False,14.0,11.0,6.0,4.0,0.0,7.0,9.0,4.0,5.0,5.0,1.0,,,,,90.0,24.0,6.7,3.0,0.00453969,,0,,0.06,-0.08,-0.11,,Mubarak Abdul Rahman Al Rajeh,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771811,home,Al-Shabab,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800.0,D,2,2,False,22.0,19.0,4.0,2.0,0.0,15.0,16.0,4.0,6.0,7.0,5.0,,,,,90.0,32.0,5.9,3.0,0.00743767,,0,,0.09,0.02,-0.41,,Mohammed Al Shwirekh,,2.0,2.0,,,,,1.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
14771811,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000.0,D,4,4,False,26.0,21.0,6.0,4.0,0.0,12.0,13.0,9.0,13.0,8.0,4.0,,,,,90.0,37.0,7.0,5.0,0.00441077,,0,,0.21,-0.11,-0.06,,,,2.0,4.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14771811,home,Al-Shabab,Mohammed Essa Harbush,mohammed-essa-harbush,M. E. Harbush,D,38,170.0,36,M,1201501,EUR,1051142400.0,M,38,38,False,7.0,5.0,1.0,,0.0,3.0,3.0,2.0,4.0,5.0,,,,,,77.0,24.0,6.8,5.0,0.00196751,,1,,0.04,0.0,0.15,,Mohammed Essa Harbush,,1.0,3.0,,1.0,,,1.0,2.0,,,1.0,1.0,1.0,1.0,0.0526,0.01,,,,,,,,,,,,,,,,,,,
14771811,home,Al-Shabab,Josh Brownhill,josh-brownhill,J. Brownhill,M,8,179.0,822,M,358394,EUR,819331200.0,M,8,8,False,18.0,15.0,3.0,1.0,1.0,7.0,7.0,8.0,11.0,4.0,,,,,,90.0,30.0,7.4,6.0,0.427314,,0,,0.53,0.0,0.16,,,,,2.0,,1.0,1.0,2.0,1.0,2.0,,,1.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14771811,home,Al-Shabab,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184.0,459,M,794412,EUR,813110400.0,M,14,14,False,18.0,16.0,2.0,1.0,0.0,8.0,9.0,8.0,9.0,,2.0,,,,,90.0,28.0,6.8,4.0,0.0099879,,0,,0.1,0.07,-0.01,,,,2.0,6.0,,2.0,2.0,,3.0,3.0,,,,,,,,,,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,
14771811,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168.0,15,M,1152012,EUR,993340800.0,M,16,16,False,12.0,9.0,1.0,,0.0,5.0,7.0,4.0,5.0,1.0,3.0,,,,,45.0,36.0,6.2,14.0,0.00512401,,1,,-0.03,-0.51,-0.05,,Hussain Alsebyani,,1.0,2.0,,1.0,1.0,,1.0,5.0,,2.0,,1.0,,1.0,0.0096,-0.05,1.0,2.0,,,,3.0,,,,,,,,,,,,,
14771811,home,Al-Shabab,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800.0,F,22,22,False,9.0,5.0,2.0,1.0,0.0,1.0,2.0,4.0,7.0,,2.0,,,,,69.0,26.0,6.3,15.0,0.0161044,,1,,0.03,0.29,0.15,,Hammam Al-Hammami,,,2.0,,2.0,,1.0,1.0,9.0,,,,1.0,,,0.0402,-0.22,,4.0,,,,2.0,4.0,1.0,0.0171,,,,,,,,,,
14771811,home,Al-Shabab,Abdulaziz Al-Othman,abdulaziz-al-othman,A. Al-Othman,F,91,182.0,92,M,1884430,EUR,1073001600.0,F,91,91,False,11.0,7.0,,,0.0,1.0,1.0,6.0,10.0,,,,,,,76.0,24.0,7.2,8.0,0.0166338,,3,,-0.22,0.46,0.17,,Abdulaziz Al-Othman,,,,,,,,4.0,6.0,,2.0,,,,1.0,0.3236,0.48,,1.0,,,1.0,3.0,,1.0,0.5863,1.0,1.0,1.0,,,,,,,
