match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_totalClearance,stat_outfielderBlock,stat_aerialLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork
10389720,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,26.0,15.0,12.0,1.0,15.0,22.0,4.0,9.0,2.0,2.0,4.0,90.0,40.0,6.8,11.0,0.0,0.0,0.00012713,0,-0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389720,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124757,M,AHakimi,814594,EUR,910137600,D,2,2,False,69.0,64.0,2.0,2.0,16.0,18.0,55.0,6.0,,,,90.0,97.0,8.9,11.0,0.2541,0.4258,0.575205,2,,1.0,49.0,4.0,1.0,1.0,3.0,8.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,
10389720,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,83.0,81.0,6.0,4.0,43.0,43.0,40.0,2.0,,,,90.0,91.0,7.2,3.0,0.0,0.0,0.0211829,0,,,38.0,,,1.0,,2.0,,,,,,,,,1.0,1.0,,,True,1.0,3.0,,,,,,,,,,
10389720,home,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4067,M,DaniloP,99545,EUR,684374400,D,15,15,False,74.0,66.0,6.0,3.0,25.0,27.0,47.0,6.0,,,,90.0,87.0,6.7,8.0,0.5176,0.0,0.0301769,3,,,41.0,,,1.0,3.0,8.0,,,2.0,,,1.0,4.0,3.0,,3.0,2.0,,,,,1.0,2.0,1.0,,,,,,,
10389720,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37370,M,nunomendes_5,989768,EUR,1024444800,D,25,25,False,35.0,29.0,,,7.0,10.0,25.0,4.0,,,,76.0,48.0,6.6,9.0,0.0,0.0,0.0343069,0,,,22.0,,,,6.0,5.0,2.0,1.0,,,,,1.0,1.0,1.0,3.0,5.0,2.0,,1.0,,,,,,,,,,,
10389720,home,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,28,28,False,47.0,41.0,,,9.0,12.0,38.0,2.0,,,,76.0,62.0,6.9,11.0,0.0525,0.0912,0.0497838,1,,1.0,32.0,3.0,,,3.0,3.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,
10389720,home,Paris Saint-Germain,Renato Sanches,renato-sanches,R. Sanches,M,8,176,9189,M,renatosanches,318967,EUR,871862400,M,18,18,False,13.0,12.0,1.0,1.0,4.0,5.0,8.0,2.0,,,,14.0,16.0,6.7,2.0,0.0,0.0,0.0043662,0,,,8.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10389720,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,72.0,65.0,2.0,2.0,24.0,26.0,46.0,2.0,,,,90.0,87.0,6.5,12.0,0.1168,0.0,0.0778711,3,,,41.0,,,,4.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,2.0,,2.0,,,,,
10389720,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,47.0,41.0,,,7.0,8.0,39.0,5.0,,,,90.0,56.0,6.5,9.0,0.2144,0.1494,0.161726,3,,,34.0,,,,6.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,,,,1.0,,1.0,3.0,1.0,,,,,
10389720,home,Paris Saint-Germain,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97012,M,hekitike,1048422,EUR,1024531200,F,44,44,False,20.0,13.0,,,4.0,5.0,15.0,5.0,,,,89.0,29.0,7.0,10.0,0.1533,0.1386,0.0616211,3,,,9.0,,,2.0,1.0,3.0,,,2.0,1.0,,,,,3.0,1.0,,,,1.0,,,,,1.0,,Hugo Ekitiké,,1.0,,
10389720,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,LM10,12994,EUR,551491200,F,30,30,False,57.0,49.0,5.0,3.0,5.0,6.0,54.0,,,,,90.0,83.0,9.0,17.0,0.5226,0.3769,0.478725,6,,,46.0,3.0,2.0,,7.0,8.0,8.0,6.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,,7.0,,,,1.0,,2.0,1.0,3.0,,,,1.0,2.0
10389720,home,Paris Saint-Germain,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1695,M,,1048009,EUR,1116201600,D,31,31,True,70.0,66.0,2.0,1.0,36.0,39.0,31.0,13.0,,,,76.0,75.0,6.8,4.0,0.0,0.0,0.0185284,0,,,30.0,,,1.0,2.0,3.0,,,,,,,2.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,
