match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_outfielderBlock,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14082864,home,Real Betis,Pau López,pau-lopez,P. López,G,25,189.0,1242,M,548848,EUR,787276800,G,25,25,False,34.0,28.0,13.0,7.0,0.0,25.0,25.0,3.0,9.0,4.0,4.0,5.0,90.0,42.0,7.6,7.0,0.00094544,0.1972,0,0.3275,0.06,0.01,0.19,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082864,home,Real Betis,Héctor Bellerín,hector-bellerin,H. Bellerín,D,2,178.0,3870,M,188365,EUR,795571200,D,2,2,False,51.0,44.0,3.0,1.0,0.0,26.0,27.0,18.0,24.0,5.0,,,90.0,68.0,7.1,11.0,0.191909,,1,,0.39,0.08,-0.17,,Bellerín,3.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.1084,0.2073,2.0,0.11,,,,,,,,,,,,,,,,,,,,
14082864,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183.0,1917,M,99519,EUR,663897600,D,5,5,False,51.0,44.0,13.0,8.0,0.0,34.0,35.0,10.0,16.0,7.0,,,90.0,64.0,7.2,8.0,0.00813025,,0,,0.12,0.16,-0.07,,,,,2.0,3.0,4.0,6.0,2.0,,,,4.0,1.0,,,,,,True,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14082864,home,Real Betis,Natan,natan,Natan,D,4,188.0,3251,M,1015287,EUR,981417600,D,4,4,False,47.0,40.0,8.0,3.0,0.0,35.0,37.0,5.0,10.0,7.0,,,90.0,62.0,6.9,8.0,0.00098762,,0,,0.24,0.07,0.24,,,,,5.0,3.0,6.0,5.0,1.0,,,,8.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
14082864,home,Real Betis,Junior Firpo,junior-firpo,J. Firpo,D,23,184.0,2241,M,914835,EUR,840672000,D,23,23,False,43.0,38.0,1.0,,0.0,21.0,23.0,17.0,20.0,3.0,,,71.0,64.0,6.9,10.0,0.0103432,,1,,0.02,0.31,0.23,,,2.0,,1.0,4.0,3.0,5.0,,1.0,,,7.0,2.0,1.0,0.1307,,,-0.51,,,,,,1.0,,,1.0,,,,,,,,,,,
14082864,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188.0,1049,M,1137814,EUR,998697600,M,6,6,False,55.0,50.0,3.0,2.0,0.0,32.0,34.0,18.0,21.0,8.0,,,90.0,71.0,7.5,7.0,0.169749,,0,,0.36,0.18,-0.01,,,1.0,1.0,2.0,2.0,5.0,8.0,2.0,,,,1.0,1.0,1.0,,,1.0,,,3.0,4.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
14082864,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178.0,2735,M,816763,EUR,824947200,M,8,8,False,50.0,45.0,6.0,5.0,0.0,23.0,25.0,22.0,25.0,5.0,,,90.0,66.0,7.5,14.0,0.0609321,,1,,0.41,0.22,0.14,,,2.0,,,2.0,3.0,5.0,,2.0,,,1.0,3.0,,0.0199,,3.0,-0.08,,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,,
14082864,home,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,24,176.0,879,M,893062,EUR,827452800,M,24,24,False,24.0,20.0,2.0,1.0,0.0,4.0,4.0,16.0,20.0,4.0,,,90.0,46.0,6.8,12.0,0.347903,,3,,0.59,0.3,-0.02,,,2.0,1.0,3.0,,9.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.4652,0.1261,3.0,-0.64,,,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,
14082864,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177.0,15743,M,798835,EUR,829008000,M,20,20,False,52.0,47.0,6.0,5.0,0.0,22.0,22.0,25.0,30.0,2.0,,,86.0,73.0,8.9,13.0,0.166874,,2,,0.32,0.22,-0.01,,locelso_giovani,6.0,2.0,,1.0,1.0,8.0,,,,2.0,,4.0,1.0,0.6168,0.9425,3.0,0.55,,,,,,6.0,,,,1.0,1.0,,,,1.0,,,,,
14082864,home,Real Betis,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174.0,4780,M,989113,EUR,954633600,M,17,17,False,19.0,17.0,2.0,1.0,0.0,5.0,7.0,12.0,12.0,4.0,,,58.0,30.0,6.5,8.0,0.0249304,,1,,0.17,0.25,0.0,,,,,2.0,,8.0,1.0,,3.0,,,,1.0,1.0,0.0175,,,-0.05,,,,,,,,,1.0,3.0,1.0,,,,,,,,,
