match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_accurateCross,stat_shotOffTarget,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
11407363,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,23.0,19.0,5.0,1.0,18.0,19.0,1.0,4.0,1.0,9.0,2.0,1.0,1.0,90.0,33.0,7.1,4.0,0.0,0.0,0.00090379,0,0.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407363,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,52.0,48.0,1.0,,26.0,28.0,22.0,25.0,1.0,4.0,,,,90.0,63.0,6.9,7.0,0.0221,0.0,0.0101077,1,,,,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11407363,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,57.0,49.0,5.0,1.0,37.0,40.0,12.0,17.0,2.0,5.0,,,,90.0,68.0,7.0,9.0,0.0,0.0,0.00319918,0,,,,,5.0,3.0,6.0,6.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11407363,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,13,13,False,89.0,81.0,7.0,4.0,36.0,37.0,47.0,56.0,1.0,4.0,,,,90.0,99.0,7.6,11.0,0.0562,0.0,0.146376,1,,,,4.0,,1.0,,3.0,,,,1.0,,1.0,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,
11407363,home,Torino,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,19,19,False,25.0,23.0,,,8.0,8.0,15.0,23.0,,2.0,,,,82.0,48.0,6.6,14.0,0.0,0.0,0.0106765,0,,,,6.0,1.0,,5.0,1.0,,,,1.0,1.0,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,
11407363,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,25.0,22.0,2.0,2.0,8.0,9.0,14.0,16.0,,3.0,,,,64.0,40.0,6.6,9.0,0.0,0.0,0.0140527,0,,,,,1.0,,6.0,3.0,2.0,,2.0,1.0,1.0,,1.0,,,,1.0,,1.0,4.0,2.0,1.0,,,,,,,
11407363,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,54.0,45.0,5.0,4.0,13.0,15.0,33.0,43.0,,6.0,,,,75.0,68.0,6.9,17.0,0.029,0.0,0.0675047,2,,,,4.0,,2.0,4.0,2.0,2.0,,1.0,,2.0,,1.0,,1.0,2.0,,1.0,,1.0,,,,,,,,,
11407363,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,27,27,False,51.0,41.0,1.0,1.0,14.0,15.0,27.0,40.0,,3.0,,,,90.0,65.0,7.2,17.0,0.0,0.0,0.0997375,0,,,,4.0,,,,2.0,,,,,,,1.0,,,,,1.0,,2.0,2.0,,,,,,,,
11407363,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,F,28,28,False,45.0,38.0,2.0,1.0,13.0,14.0,25.0,31.0,,5.0,,,,90.0,53.0,6.9,10.0,0.0178,0.1328,0.0141449,1,,,,,1.0,,4.0,3.0,1.0,,,1.0,2.0,1.0,3.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,
11407363,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,24.0,16.0,1.0,1.0,5.0,6.0,11.0,21.0,,4.0,,,,64.0,30.0,6.7,13.0,0.0348,0.0,0.0145154,1,,,,3.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,niksivlasic_,,,,
