match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,captain,stat_shotOffTarget,stat_fouls,stat_challengeLost,player_firstName,player_lastName,stat_accurateCross,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_lastManTackle,stat_bigChanceMissed,stat_penaltyConceded,stat_bigChanceCreated
12437754,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,1,1,False,23.0,16.0,14.0,7.0,0.0,12.0,13.0,4.0,10.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,1.0,90.0,34.0,7.3,8.0,0.0011284,0,0.2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437754,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,23,23,False,20.0,15.0,6.0,3.0,0.0,6.0,8.0,9.0,15.0,7.0,7.0,,,,,,,90.0,59.0,7.7,15.0,0.027201,1,,3.0,2.0,5.0,6.0,2.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0392,1.0,,,,,,,,,,,,,,,,,,,,
12437754,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,35.0,29.0,5.0,1.0,0.0,23.0,26.0,6.0,9.0,7.0,4.0,,,,,,,90.0,46.0,6.8,6.0,0.0120908,0,,,1.0,1.0,3.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
12437754,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,45.0,40.0,1.0,,0.0,26.0,29.0,14.0,16.0,8.0,2.0,,,,,,,90.0,56.0,6.9,5.0,0.00650308,1,,,4.0,5.0,5.0,,,,1.0,,1.0,,,,0.0307,,4.0,True,1.0,1.0,,,,,,,,,,,,,,,,
12437754,home,Mallorca,Johan Mojica,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,False,44.0,36.0,13.0,9.0,0.0,13.0,14.0,23.0,31.0,3.0,8.0,,,,,,,90.0,72.0,7.1,19.0,0.138397,1,,1.0,1.0,5.0,2.0,2.0,2.0,,,4.0,,,2.0,1.0,0.0485,,1.0,,1.0,,,,,,,,,,,,,,,,,
12437754,home,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,False,28.0,24.0,4.0,2.0,0.0,17.0,18.0,7.0,10.0,,3.0,,,,,,,90.0,36.0,6.8,5.0,0.00367978,0,,,3.0,5.0,4.0,,,,1.0,2.0,3.0,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
12437754,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,42.0,35.0,4.0,1.0,0.0,17.0,18.0,18.0,26.0,5.0,4.0,,,,,,,90.0,66.0,7.0,13.0,0.0110905,1,,2.0,4.0,11.0,7.0,3.0,,,2.0,,2.0,1.0,1.0,2.0,0.0418,,3.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,
12437754,home,Mallorca,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,21.0,18.0,1.0,1.0,0.0,5.0,5.0,15.0,19.0,2.0,4.0,,,,,,,82.0,37.0,7.5,7.0,0.28627,0,,3.0,,3.0,4.0,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,2.0,2.0,1.0,,,,,,,,,,
12437754,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,26.0,22.0,3.0,1.0,0.0,7.0,7.0,16.0,27.0,,8.0,,,,,,,89.0,49.0,7.0,20.0,0.13277,2,,8.0,,6.0,4.0,5.0,,,,1.0,2.0,1.0,4.0,1.0,0.0591,2.0,1.0,,1.0,2.0,,,,1.0,,,1.0,0.0365,,,,,,,,
12437754,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,32.0,27.0,6.0,6.0,0.0,9.0,10.0,19.0,27.0,,4.0,,,,,,,67.0,46.0,7.1,12.0,0.0919644,1,,5.0,,3.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,0.0373,3.0,,,,,1.0,,,1.0,,,,,,,,,,,,
