match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_penaltyWon,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_bigChanceCreated,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal,stat_totalOffside
10411195,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,22.0,19.0,9.0,6.0,17.0,18.0,2.0,4.0,6.0,1.0,1.0,2.0,90.0,30.0,6.4,3.0,0.0,0.0,0.00344648,0,-1.6095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411195,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,2,2,False,76.0,60.0,14.0,3.0,36.0,39.0,28.0,46.0,8.0,,,,90.0,107.0,7.9,22.0,0.0,0.0,0.0945862,0,,True,1.0,9.0,4.0,1.0,2.0,9.0,1.0,1.0,6.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10411195,home,Milan,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,15,183,6630,M,Kalulujr_,965330,EUR,960163200,D,20,20,False,67.0,62.0,8.0,4.0,51.0,53.0,11.0,14.0,9.0,,,,90.0,75.0,6.8,5.0,0.0,0.0,0.00230881,0,,,,,,1.0,3.0,2.0,,2.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
10411195,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,68.0,60.0,12.0,7.0,45.0,47.0,15.0,21.0,5.0,,,,90.0,74.0,6.9,8.0,0.0,0.0,0.0084967,0,,,,,,2.0,2.0,5.0,,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
10411195,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26616,M,TheoHdez,788027,EUR,876096000,D,19,19,False,48.0,44.0,7.0,4.0,24.0,25.0,20.0,25.0,5.0,,,,90.0,69.0,7.6,9.0,0.8382,0.9863,0.019089,2,,,,2.0,,,3.0,5.0,,,4.0,2.0,1.0,,,,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10411195,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175,31837,M,IsmaëlBennacer,823733,EUR,880934400,M,4,4,False,61.0,56.0,7.0,4.0,27.0,29.0,29.0,33.0,7.0,,,,90.0,72.0,7.3,7.0,0.0327,0.0,0.263489,1,,,,1.0,,,2.0,6.0,,1.0,2.0,2.0,2.0,,1.0,,1.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,,
10411195,home,Milan,Rade Krunić,rade-krunic,R. Krunić,M,33,184,2486,M,,155449,EUR,749952000,M,33,33,False,38.0,32.0,3.0,2.0,16.0,17.0,16.0,21.0,5.0,,,,84.0,46.0,6.7,7.0,0.0,0.0,0.0111398,0,,,,,,1.0,4.0,4.0,1.0,2.0,1.0,1.0,,,,,2.0,,3.0,3.0,,,,,,1.0,,,,,,,,
10411195,home,Milan,Junior Messias,junior-messias,J. Messias,F,10,179,1230,M,,888219,EUR,674092800,M,30,30,False,23.0,20.0,,,2.0,4.0,18.0,22.0,4.0,,,,71.0,35.0,6.5,9.0,0.0,0.0,0.0185915,0,,,,3.0,,3.0,7.0,4.0,,1.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,
10411195,home,Milan,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,M,10,10,False,30.0,24.0,1.0,,7.0,9.0,17.0,22.0,3.0,,,,71.0,43.0,8.0,11.0,0.819,1.0179,0.353185,2,,,1.0,1.0,,1.0,5.0,4.0,,,2.0,2.0,1.0,,1.0,,2.0,,2.0,1.0,,2.0,,2.0,1.0,,1.0,,,,,,,
10411195,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75751,M,RLeão,851284,EUR,928972800,M,17,17,False,25.0,19.0,3.0,3.0,5.0,6.0,14.0,20.0,2.0,,,,84.0,35.0,6.7,10.0,0.0684,0.0,0.0120023,2,,,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,3.0,,,,,,,,
