match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,confirmed,isHome,id,incidentClass,player_id,player_name,playerName,rescinded,injury,length,from,reason
12530835,FT,2.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12530835,,,,,90,5.0,,1,,,varDecision,False,False,29986.0,goalAwarded,919225.0,Mortadha Ben Ouanes,,,,,,
12530835,,,,,90,4.0,,1,,,card,,False,121772707.0,yellow,919225.0,Mortadha Ben Ouanes,Mortadha Ben Ouanes,False,,,,
12530835,,,,,90,2.0,,1,,,substitution,,True,123368825.0,regular,,,,,False,,,
12530835,,2.0,2.0,,90,1.0,,1,,,goal,,False,192083080.0,regular,209374.0,Nuno Da Costa,,,,,,
12530835,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,7.0,,
12530835,,,,,85,,,6,,,substitution,,False,123368801.0,injury,,,,,True,,,
12530835,,,,,85,,,6,,,substitution,,False,123368802.0,regular,,,,,False,,,
12530835,,,,,85,,,6,,,substitution,,False,123368803.0,regular,,,,,False,,,
12530835,,2.0,1.0,,81,,,10,,,goal,,True,192082457.0,regular,139455.0,Anthony Nwakaeme,,,,,,
12530835,,1.0,1.0,,79,,,12,,,goal,,True,192082311.0,penalty,825945.0,Simon Banza,,,,,penalty,
12530835,,,,,76,,,15,,,card,,False,121772677.0,yellow,234232.0,Kévin Rodrigues,Kévin Rodrigues,False,,,,Off the ball foul
12530835,,,,,75,,,16,,,varDecision,False,True,29984.0,penaltyNotAwarded,1012480.0,Enis Destan,,,,,,
12530835,,,,,69,,,22,,,substitution,,False,123368748.0,regular,,,,,False,,,
12530835,,,,,53,,,38,,,card,,True,121772631.0,yellow,1084880.0,Serdar Saatçı,Serdar Saatçı,False,,,,Foul
12530835,,,,,46,,,45,,,substitution,,True,123368692.0,regular,,,,,False,,,
12530835,,,,,46,,,45,,,substitution,,True,123368691.0,regular,,,,,False,,,
12530835,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12530835,,,,,45,4.0,,1,,,card,,True,121772611.0,yellow,958901.0,Muhammed-Cham Saračević,Muhammed Cham-Saračević,False,,,,Foul
12530835,,0.0,1.0,,38,,,8,,,goal,,False,192079371.0,penalty,110956.0,Cafú,,,,,penalty,
12530835,,,,,37,,,9,,,varDecision,False,False,29981.0,penaltyNotAwarded,209374.0,Nuno Da Costa,,,,,,
12530835,,,,,24,,,22,,,card,,False,121772592.0,yellow,209374.0,Nuno Da Costa,Nuno Da Costa,False,,,,Foul
12530835,,,,,23,,,23,,,card,,False,121772581.0,yellow,885683.0,Nicholas Opoku,Nicholas Opoku,False,,,,Foul
