match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_shotOffTarget,stat_fouls,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_wasFouled,stat_goals
10411741,home,Inter,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,39.0,32.0,15.0,8.0,25.0,27.0,7.0,12.0,2.0,9.0,1.0,2.0,2.0,1.0,90.0,54.0,6.8,8.0,0.0,0.0,0.00395392,0,-0.016054,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411741,home,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,D,36,36,False,47.0,41.0,6.0,2.0,33.0,33.0,8.0,14.0,2.0,7.0,,,,,90.0,62.0,6.7,9.0,0.0,0.0,0.00209766,0,,3.0,2.0,5.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10411741,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,44.0,40.0,2.0,2.0,24.0,25.0,16.0,21.0,3.0,7.0,,,,,90.0,57.0,6.7,8.0,0.066,0.0,0.0067096,1,,4.0,4.0,7.0,6.0,1.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
10411741,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,40.0,34.0,10.0,6.0,25.0,26.0,10.0,18.0,,2.0,,,,,63.0,49.0,7.3,9.0,0.0,0.0,0.565972,0,,,1.0,,2.0,,,,1.0,1.0,,4.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10411741,home,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,35.0,22.0,3.0,1.0,6.0,7.0,16.0,31.0,,3.0,,,,,90.0,58.0,6.8,20.0,0.1739,0.144554,0.106266,1,,4.0,3.0,9.0,9.0,1.0,,,3.0,2.0,1.0,3.0,,2.0,,,2.0,,5.0,3.0,1.0,1.0,,,,,,
10411741,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,46.0,37.0,4.0,2.0,18.0,21.0,19.0,27.0,,8.0,,,,,90.0,63.0,6.9,14.0,0.0329,0.0,0.0247017,1,,,,4.0,4.0,1.0,1.0,,3.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,
10411741,home,Inter,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13097,M,marcelo_brozovic,108800,EUR,721872000,M,77,77,False,42.0,39.0,4.0,2.0,19.0,20.0,25.0,34.0,1.0,5.0,,,,,78.0,62.0,7.4,12.0,0.0701,0.0,0.124601,1,,,,2.0,1.0,1.0,,,1.0,,2.0,12.0,,1.0,5.0,,2.0,3.0,,,,,,,True,1.0,,
10411741,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,42.0,33.0,2.0,1.0,15.0,18.0,18.0,24.0,2.0,9.0,,,,,78.0,61.0,6.9,12.0,0.6831,0.969515,0.0165993,3,,,2.0,2.0,7.0,,1.0,1.0,2.0,2.0,1.0,,1.0,,,,,,3.0,2.0,1.0,1.0,,,,1.0,1.0,
10411741,home,Inter,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,M,8,8,False,25.0,20.0,5.0,3.0,8.0,9.0,13.0,19.0,1.0,,,,,,63.0,42.0,7.1,8.0,0.3163,0.0,0.180403,3,,2.0,1.0,3.0,2.0,1.0,,,1.0,1.0,,3.0,2.0,,1.0,,2.0,2.0,,,,,,,,1.0,,
10411741,home,Inter,Romelu Lukaku,,,romelu-lukaku,R. Lukaku,F,9,191,56823,M,RLukaku,78893,EUR,737251200,F,90,90,False,16.0,11.0,,,,1.0,11.0,18.0,5.0,1.0,,,,,90.0,37.0,6.8,13.0,1.0257,0.0,0.0649647,3,,1.0,6.0,3.0,10.0,,1.0,,,,4.0,3.0,2.0,1.0,,1.0,,2.0,3.0,3.0,1.0,,,,,1.0,1.0,
