match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_keyPass,captain,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_totalOffside
11204761,home,Monterey Bay FC,Gerold Ngnepi,Gerold Ngnepi,,gerold-ngnepi,G. Ngnepi,G,77,198,7,M,1118580,EUR,893635200,G,16,16,False,40.0,19.0,31.0,10.0,12.0,13.0,7.0,27.0,1.0,10.0,2.0,1.0,4.0,1.0,90.0,52.0,7.7,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204761,home,Monterey Bay FC,Morey Doner,,,morey-doner,M. Doner,D,3,173,4,M,984496,EUR,764553600,D,3,3,False,32.0,23.0,8.0,3.0,13.0,18.0,10.0,17.0,3.0,7.0,,,,,90.0,55.0,6.4,18.0,0,3.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11204761,home,Monterey Bay FC,Kai Greene,,,kai-greene,K. Greene,D,33,180,4,M,884768,EUR,742003200,D,33,33,False,38.0,30.0,14.0,9.0,17.0,19.0,13.0,19.0,7.0,5.0,,,,,90.0,49.0,7.6,8.0,1,,1.0,2.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11204761,home,Monterey Bay FC,Hugh Roberts,,,hugh-roberts,H. Roberts,D,,193,2,M,934847,EUR,717552000,D,2,2,False,25.0,20.0,2.0,,17.0,21.0,3.0,4.0,13.0,2.0,,,,,90.0,42.0,7.5,5.0,0,,,1.0,5.0,,,,,,1.0,5.0,,1.0,,,True,2.0,,,,,,,,,,
11204761,home,Monterey Bay FC,Grant Robinson,,,grant-robinson,G. Robinson,D,12,175,5,M,982923,EUR,903139200,D,12,12,False,26.0,20.0,3.0,1.0,11.0,13.0,9.0,16.0,3.0,7.0,,,,,90.0,50.0,6.6,16.0,0,3.0,,5.0,3.0,3.0,,2.0,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,
11204761,home,Monterey Bay FC,Nevelo Yoseke,,,nevelo-yoseke,N. Yoseke,M,,178,8,M,358820,EUR,827020800,M,5,5,False,29.0,19.0,5.0,1.0,8.0,11.0,11.0,18.0,2.0,5.0,,,,,90.0,46.0,6.6,13.0,1,,,7.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,,,,,,,4.0,,1.0,1.0,,,,,,,
11204761,home,Monterey Bay FC,Mobi Fehr,,,mobi-fehr,M. Fehr,M,13,182,5,M,155935,EUR,787276800,M,13,13,False,31.0,27.0,3.0,1.0,14.0,15.0,14.0,17.0,,4.0,,,,,51.0,40.0,6.6,6.0,0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,
11204761,home,Monterey Bay FC,Walmer Martinez,Walmer Martinez,,walmer-martinez,W. Martinez,M,,180,15,M,1119199,EUR,883612800,M,11,11,False,29.0,19.0,4.0,1.0,8.0,13.0,12.0,18.0,,5.0,,,,,69.0,52.0,6.2,22.0,0,2.0,,8.0,5.0,,1.0,4.0,,3.0,3.0,,,,2.0,1.0,,,2.0,5.0,,1.0,,,,,,
11204761,home,Monterey Bay FC,Sam Gleadle,,,sam-gleadle,S. Gleadle,D,23,177,6,M,934824,EUR,827280000,M,23,23,False,22.0,15.0,1.0,,5.0,6.0,10.0,17.0,2.0,2.0,,,,,90.0,35.0,6.6,14.0,1,1.0,2.0,6.0,4.0,,1.0,2.0,1.0,,2.0,1.0,,,2.0,1.0,,,,4.0,1.0,,,,,,,
11204761,home,Monterey Bay FC,Jason Johnson,,,jason-johnson,J. Johnson,F,,183,6,,314208,EUR,655430400,M,14,14,False,15.0,8.0,,,5.0,9.0,3.0,8.0,,3.0,,,,,69.0,24.0,6.6,10.0,1,2.0,1.0,4.0,3.0,2.0,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,
