match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_shotOffTarget,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_penaltyWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_penaltyFaced,stat_penaltyConceded,stat_lastManTackle,stat_bigChanceCreated
14035829,home,SV Zulte Waregem,Brent Gabriel,,,gabriel-brent,B. Gabriel,G,13,190.0,75,M,861977,EUR,917395200,G,13,13,False,17.0,13.0,8.0,4.0,0.0,11.0,11.0,2.0,6.0,5.0,1.0,1.0,1.0,90.0,24.0,6.7,4.0,0.00037067,0.1665,0,0.3429,0.05,-0.04,-0.04,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035829,home,SV Zulte Waregem,Benoit Nyssen,,,benoit-nyssen,B. Nyssen,D,19,186.0,33,M,938190,EUR,874022400,D,19,19,False,63.0,53.0,6.0,2.0,0.0,15.0,16.0,38.0,47.0,2.0,,,,87.0,89.0,7.7,14.0,0.911339,,1,,0.7,0.3,-0.14,,4.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0138,3.0,-0.06,,,,,,,,,,,,,,,,,,
14035829,home,SV Zulte Waregem,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194.0,72,M,1005175,EUR,917481600,D,3,3,False,60.0,57.0,2.0,2.0,0.0,30.0,30.0,27.0,30.0,3.0,,,,87.0,71.0,6.5,3.0,0.00718823,,1,,0.01,0.14,-0.06,,,,5.0,2.0,,,,5.0,1.0,1.0,1.0,1.0,0.0333,1.0,-0.14,4.0,1.0,1.0,,,,,,,,,,,,,,,
14035829,home,SV Zulte Waregem,Laurent Lemoine,,,laurent-lemoine,L. Lemoine,D,4,184.0,39,M,822698,EUR,893376000,D,4,4,False,97.0,90.0,10.0,7.0,0.0,48.0,50.0,42.0,47.0,7.0,,,,90.0,108.0,8.0,7.0,0.0584549,,0,,0.47,0.2,0.32,,,,1.0,4.0,,,,4.0,,1.0,1.0,1.0,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,
14035829,home,SV Zulte Waregem,Yannick Cappelle,,,yannick-cappelle,Y. Cappelle,D,55,180.0,117,M,1506998,EUR,1057536000,D,55,55,False,40.0,36.0,2.0,1.0,0.0,24.0,26.0,12.0,14.0,3.0,,,,90.0,73.0,7.2,12.0,0.274098,,0,,0.41,0.16,-0.09,,12.0,5.0,2.0,3.0,1.0,1.0,,3.0,,2.0,2.0,,,4.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,
14035829,home,SV Zulte Waregem,Tochukwu Nnadi,,,tochukwu-nadi,T. Nnadi,M,21,176.0,966,M,1191892,EUR,1056931200,M,21,21,False,61.0,54.0,5.0,2.0,0.0,21.0,21.0,33.0,40.0,7.0,,,,90.0,69.0,6.7,10.0,0.0761368,,0,,0.31,0.27,-0.02,,1.0,1.0,4.0,1.0,,,,1.0,,,,2.0,,,,1.0,,,1.0,,,1.0,2.0,,,,,,,,,,
14035829,home,SV Zulte Waregem,Thomas Claes,,,claes-thomas,T. Claes,M,8,181.0,137,M,1188173,EUR,1080259200,M,8,8,False,52.0,48.0,,,0.0,15.0,16.0,33.0,36.0,4.0,,,,75.0,62.0,6.7,8.0,0.146558,,0,,0.16,0.21,-0.06,,3.0,1.0,3.0,2.0,,,,,,2.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,
14035829,home,SV Zulte Waregem,Abdoulaye Traore,,,traore-abdoulaye,A. Traoré,F,11,176.0,219,M,1466553,EUR,1056758400,M,10,10,False,23.0,17.0,,,0.0,3.0,3.0,14.0,20.0,3.0,,,,73.0,44.0,6.7,14.0,0.140591,,4,,0.01,0.41,-0.08,,3.0,1.0,4.0,5.0,2.0,,3.0,,1.0,4.0,2.0,,0.181,,-0.53,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,
14035829,home,SV Zulte Waregem,Jeppe Erenbjerg,,,erenbjerg-jeppe,J. Erenbjerg,M,10,184.0,356,M,1035095,EUR,956966400,M,24,24,False,39.0,30.0,1.0,1.0,0.0,5.0,5.0,25.0,34.0,3.0,,,,90.0,57.0,6.9,16.0,0.0919458,,1,,-0.08,0.51,-0.05,,,,5.0,3.0,2.0,,,1.0,,2.0,1.0,,0.0326,3.0,-0.05,1.0,1.0,1.0,,,,2.0,3.0,1.0,,,,,,,,,
14035829,home,SV Zulte Waregem,Joseph Opoku,Joseph Okopu,,joseph-okopu,J. Okopu,M,22,179.0,340,M,1933796,EUR,1123459200,M,22,22,False,29.0,23.0,,,0.0,6.0,7.0,17.0,22.0,3.0,,,,90.0,47.0,6.4,10.0,0.140924,,6,,0.05,0.29,-0.13,,2.0,,4.0,2.0,,,2.0,1.0,1.0,,,1.0,0.4891,1.0,-0.56,,3.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,0.2055,,,,,,
14035829,home,SV Zulte Waregem,Jelle Vossen,,,jelle-vossen,J. Vossen,F,9,180.0,294,M,45946,EUR,606528000,F,9,9,False,22.0,13.0,1.0,,0.0,6.0,6.0,7.0,16.0,,,,,90.0,38.0,7.3,14.0,0.12302,,6,,0.05,0.01,0.15,,,,6.0,7.0,1.0,,1.0,1.0,,,,1.0,1.2754,,0.34,2.0,1.0,2.0,5.0,,,2.0,2.0,,,4.0,1.8621,True,1.0,,,,
14035829,home,SV Zulte Waregem,Stavros Gavriel,,,stavros-gavriel,S. Gavriel,M,11,178.0,168,M,999013,EUR,1012262400,D,11,11,True,7.0,6.0,,,0.0,,,6.0,7.0,2.0,,,,17.0,18.0,6.9,7.0,0.00503102,,1,,-0.07,0.09,0.19,,1.0,,3.0,5.0,2.0,1.0,1.0,1.0,,1.0,,,0.0131,,-0.02,,,1.0,2.0,,,2.0,2.0,,,,,,,,,,
14035829,home,SV Zulte Waregem,Serxho Ujka,,,serxho-ujka,S. Ujka,M,36,177.0,62,M,907707,EUR,904176000,M,36,36,True,6.0,5.0,,,0.0,2.0,3.0,3.0,3.0,2.0,,,,15.0,10.0,6.6,2.0,0.0137314,,0,,-0.03,-0.1,-0.06,,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
14035829,home,SV Zulte Waregem,Wilguens Paugain,,,paugain-wilguens,W. Paugain,D,12,180.0,976,M,1404526,EUR,998611200,D,12,12,True,4.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,,,,,15.0,9.0,6.9,1.0,0.0071718,,0,,0.13,0.01,0.14,,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
14035829,home,SV Zulte Waregem,Tobias Hedl,Tobias Hedl,,tobias-hedl,T. Hedl,F,20,185.0,109,M,1064825,EUR,1042588800,F,20,20,True,4.0,3.0,,,0.0,,,3.0,4.0,,,,,15.0,6.0,6.5,2.0,0.0664855,,1,,-0.17,0.25,0.0,,,,1.0,1.0,1.0,,1.0,,,,,,0.0394,,-0.06,,,,1.0,,,,,,,,,,,,,,
