match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_lastManTackle,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_shotValueNormalized,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
14585924,home,Hertha BSC,Sebastian Grønning,,,sebastian-gronning,S. Grønning,F,17,185,144,M,842368,EUR,854928000,F,17,17,False,13.0,7.0,,,0.0,1.0,2.0,6.0,11.0,1.0,,,80.0,27.0,7.5,11.0,,3,0.04,0.08,-0.05,,,7.0,7.0,1.0,2.0,1.0,1.0,,,,3.0,,,4.0,6.0,,,,1.0,1.0,,1.0,1.0,,1.0,2.0,0.42,,1.0,1.0,,,,
14585924,home,Hertha BSC,Niklas Kolbe,,,niklas-kolbe,N. Kolbe,D,27,194,33,M,803749,EUR,851644800,D,27,27,True,8.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,3.0,,,19.0,13.0,6.8,3.0,,0,0.07,0.08,0.17,,,2.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14585924,home,Hertha BSC,Paul Seguin,,,paul-seguin,P. Seguin,M,30,186,138,M,253687,EUR,796435200,M,30,30,True,9.0,7.0,2.0,2.0,0.0,3.0,4.0,4.0,5.0,2.0,,,19.0,14.0,6.8,4.0,,0,0.05,0.04,0.19,,,1.0,2.0,,,,1.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14585924,home,Hertha BSC,Marten Winkler,,,marten-winkler,M. Winkler,M,22,184,107,M,1069125,EUR,1036022400,F,22,22,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,10.0,10.0,6.6,1.0,,1,0.0,0.06,0.17,,1.0,,2.0,,,,2.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,-0.52,,1.0,,,,,
14585924,home,Hertha BSC,Jan Luca Schuler,,,jan-luca-schuler,J. L. Schuler,F,18,188,242,M,910241,EUR,922060800,F,18,18,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,10.0,6.0,6.8,2.0,,0,0.13,0.45,0.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,
14585924,home,Hertha BSC,Jón Dagur Þórsteinsson,,,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,284,M,862449,EUR,912038400,F,24,24,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,8.0,4.0,7.7,,,1,0.1,0.05,0.0,,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,0.32,,,,1.0,,,
14585924,home,Hertha BSC,Marius Gersbeck,,,marius-gersbeck,M. Gersbeck,G,35,186,38,M,252457,EUR,803606400,G,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585924,home,Hertha BSC,Jeremy Dudziak,Jeremy,Dudziak,jeremy-dudziak,J. Dudziak,D,28,178,174,M,187187,EUR,809568000,M,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585924,home,Hertha BSC,Toni Leistner,,,toni-leistner,T. Leistner,D,37,190,99,M,137053,EUR,651024000,D,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585924,home,Hertha BSC,Kevin Sessa,,,sessa-kevin,K. Sessa,M,8,175,67,M,929806,EUR,962841600,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Nicolas Kristof,Nicolas Kristof,,nicolas-kristof,N. Kristof,G,20,186,131,M,1131080,EUR,945648000,G,20,20,False,46.0,42.0,8.0,4.0,0.0,41.0,44.0,1.0,2.0,6.0,1.0,1.0,90.0,53.0,6.1,4.0,0.0669,0,0.06,0.02,-0.24,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
14585924,away,SV 07 Elversberg,Jan Gyamerah,,,jan-gyamerah,J. Gyamerah,D,30,184,103,M,254411,EUR,803433600,D,30,30,False,30.0,24.0,3.0,,0.0,18.0,20.0,6.0,10.0,6.0,,,54.0,51.0,6.3,9.0,,0,-0.04,0.11,-0.2,,,5.0,4.0,2.0,,,1.0,2.0,4.0,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Lukas Finn Pinckert,,,lukas-finn-pinckert,L. F. Pinckert,D,19,189,44,M,990105,EUR,948499200,D,19,19,False,77.0,66.0,10.0,5.0,0.0,46.0,51.0,20.0,26.0,7.0,,,90.0,89.0,5.8,11.0,,0,0.11,0.27,-0.3,,,11.0,4.0,2.0,,,5.0,,2.0,1.0,,2.0,2.0,7.0,,,1.0,,1.0,,,,,,,1.0,,True,,,,,,1.0
14585924,away,SV 07 Elversberg,Maximilian Rohr,,,maximilian-rohr,M. Rohr,D,31,195,80,M,846398,EUR,804211200,D,31,31,False,67.0,60.0,4.0,3.0,0.0,34.0,35.0,26.0,32.0,4.0,,,83.0,78.0,6.9,8.0,,1,0.1,0.37,-0.17,,,1.0,3.0,,,,3.0,,3.0,3.0,1.0,,1.0,,,,,,,,,1.0,,,,,-0.25,,1.0,,,,,
14585924,away,SV 07 Elversberg,Nicholas Mickelson,,,nicholas-mickelson,N. Mickelson,D,2,179,1088,M,900264,EUR,932774400,D,2,2,False,40.0,38.0,1.0,,0.0,16.0,18.0,22.0,22.0,4.0,,,90.0,69.0,5.6,12.0,,0,0.03,0.11,-0.48,,2.0,10.0,3.0,1.0,5.0,2.0,5.0,,,,1.0,1.0,3.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Łukasz Poręba,,,lukasz-poreba,Ł. Poręba,M,8,179,646,M,942336,EUR,952905600,M,8,8,False,57.0,51.0,6.0,3.0,0.0,23.0,25.0,28.0,32.0,4.0,,,90.0,65.0,7.0,7.0,,0,0.18,0.18,-0.09,,,1.0,4.0,,1.0,,1.0,3.0,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Amara Condé,,,amara-conde,A. Condé,M,6,173,86,M,817978,EUR,852508800,M,6,6,False,43.0,41.0,2.0,1.0,0.0,20.0,20.0,21.0,23.0,7.0,,,90.0,56.0,7.1,7.0,,1,0.08,0.29,-0.21,,,5.0,9.0,4.0,,,,,4.0,3.0,4.0,1.0,,1.0,4.0,,,,,,,,,,,,0.0,,,1.0,,,,
14585924,away,SV 07 Elversberg,Otto Stange,Otto Stange,,stange-otto,O. Stange,F,49,185,532,M,1568535,EUR,1170979200,M,9,9,False,9.0,5.0,,,0.0,1.0,2.0,4.0,7.0,3.0,,,54.0,34.0,6.0,17.0,,1,-0.24,-0.19,-0.06,,,14.0,8.0,1.0,5.0,,,,4.0,2.0,3.0,3.0,3.0,,1.0,,,,,5.0,,,,,,,-0.08,,,1.0,,,,
14585924,away,SV 07 Elversberg,Bambasé Conté,,,bambase-conte,B. Conté,M,10,178,254,M,1185359,EUR,1057536000,M,10,10,False,30.0,23.0,,,0.0,6.0,8.0,17.0,22.0,6.0,,,90.0,57.0,6.5,18.0,,2,-0.18,0.45,-0.19,,1.0,10.0,10.0,1.0,5.0,4.0,,,2.0,1.0,5.0,2.0,3.0,2.0,2.0,,,1.0,3.0,3.0,,2.0,,,,1.0,-0.26,,,,,,,
14585924,away,SV 07 Elversberg,Tom Zimmerschied,,,tom-zimmerschied,T. Zimmerschied,M,29,180,71,M,887457,EUR,906422400,M,29,29,False,22.0,18.0,,,0.0,6.0,7.0,12.0,15.0,1.0,,,71.0,34.0,6.0,12.0,,1,-0.15,0.01,-0.13,,4.0,2.0,,,1.0,,,,,,3.0,,,,,,,,2.0,1.0,1.0,,1.0,,,,-0.15,,,,,,,
14585924,away,SV 07 Elversberg,Younes Ebnoutalib,,,ebnoutalib-younes,Y. Ebnoutalib,F,22,191,1723,M,1474296,EUR,1063411200,F,22,22,False,6.0,5.0,,,0.0,2.0,3.0,3.0,3.0,,,,71.0,12.0,6.4,4.0,,2,-0.11,,-0.02,,,2.0,1.0,,,,,,,,2.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,0.01,,,,,,,
14585924,away,SV 07 Elversberg,Felix Keidel,Felix Keidel,,felix-keidel,F. Keidel,D,43,178,28,M,1215028,EUR,1055548800,D,43,43,True,12.0,11.0,,,0.0,4.0,4.0,7.0,8.0,1.0,,,36.0,20.0,6.0,6.0,,0,0.19,-0.05,-0.38,,5.0,3.0,,,1.0,,,,,,,,2.0,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Lukas Petkov,,,lukas-petkov,L. Petkov,M,25,183,306,M,960017,EUR,973036800,F,25,25,True,11.0,7.0,3.0,2.0,0.0,3.0,4.0,4.0,7.0,3.0,,,36.0,24.0,6.4,9.0,,1,-0.11,0.06,-0.11,,2.0,4.0,2.0,2.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,-0.12,,,1.0,,,,
14585924,away,SV 07 Elversberg,Jarzinho Malanga,Jarzinho Malanga,,jarzinho-malanga,J. Malanga,M,14,179,249,M,1418665,EUR,1152489600,M,14,14,True,11.0,9.0,,,0.0,2.0,2.0,7.0,9.0,2.0,,,19.0,14.0,6.4,4.0,,0,0.1,0.05,-0.06,,,2.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Luca Schnellbacher,,,luca-schnellbacher,L. Schnellbacher,F,24,183,84,M,254133,EUR,768182400,M,24,24,True,3.0,1.0,,,0.0,,,1.0,3.0,,,,19.0,4.0,6.2,2.0,,1,-0.28,,-0.06,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,-0.37,,1.0,,,,,
14585924,away,SV 07 Elversberg,Florian Le Joncour,,,florian-le-joncour,F. L. Joncour,D,3,192,51,M,787816,EUR,791769600,D,3,3,True,4.0,4.0,,,0.0,4.0,4.0,,,,,,11.0,6.0,6.2,,,1,0.01,0.02,-0.17,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,-0.2,,1.0,,,,,
14585924,away,SV 07 Elversberg,Tim Boss,,,tim-boss,T. Boss,G,28,185,23,M,142470,EUR,741225600,G,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Lasse Günther,,,lasse-gunther,L. Günther,D,21,183,90,M,997175,EUR,1048204800,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Frederik Schmahl,,,frederik-schmahl,F. Schmahl,M,17,183,33,M,1131347,EUR,1040428800,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585924,away,SV 07 Elversberg,Jason Ceka,,,jason-ceka,J. Ceka,F,7,169,97,M,877798,EUR,942192000,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
