match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_blockedScoringAttempt,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAGoal
12624984,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,19.0,17.0,3.0,2.0,0.0,16.0,17.0,1.0,2.0,1.0,7.0,2.0,4.0,1.0,90.0,27.0,7.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624984,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000,D,27,27,False,31.0,27.0,,,0.0,11.0,13.0,18.0,24.0,,4.0,,,,90.0,56.0,7.8,9.0,0,6.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12624984,home,Al-Ahli,Rayan Hamed,Rayan Hamed,,rayan-hamed,R. Hamed,D,46,176.0,226,M,,1429251,EUR,1018656000,D,46,46,False,39.0,37.0,2.0,2.0,0.0,24.0,24.0,13.0,15.0,,2.0,,,,41.0,42.0,7.0,2.0,0,,,,2.0,2.0,3.0,,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,
12624984,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,82.0,74.0,5.0,4.0,0.0,34.0,38.0,40.0,44.0,2.0,5.0,,,,90.0,89.0,7.1,9.0,1,,,1.0,1.0,5.0,3.0,,,,2.0,2.0,,,3.0,,1.0,1.0,,,,,,,,,,
12624984,home,Al-Ahli,Saad Yaslam Balobaid,Saad Yaslam Balobaid,,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,,1066588,EUR,948931200,D,31,31,False,38.0,35.0,2.0,1.0,0.0,13.0,14.0,23.0,25.0,1.0,4.0,,,,78.0,54.0,7.4,5.0,0,1.0,1.0,,2.0,3.0,8.0,2.0,,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,
12624984,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,75.0,67.0,8.0,3.0,0.0,30.0,31.0,37.0,44.0,,7.0,,,,78.0,81.0,6.9,12.0,0,,,1.0,,5.0,1.0,1.0,,,1.0,1.0,3.0,,2.0,2.0,,,1.0,,,,,,,,,
12624984,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800,M,30,30,False,55.0,50.0,2.0,1.0,0.0,18.0,18.0,33.0,39.0,,6.0,,,,90.0,70.0,7.7,7.0,2,2.0,1.0,1.0,,6.0,7.0,1.0,,,4.0,4.0,1.0,2.0,4.0,2.0,1.0,,,1.0,2.0,,,,,,,
12624984,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,49.0,39.0,5.0,4.0,1.0,9.0,11.0,33.0,46.0,,6.0,,,,90.0,78.0,8.4,20.0,3,8.0,3.0,,,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,5.0,1.0,,2.0,1.0,1.0,2.0,,,,,,
12624984,home,Al-Ahli,Roberto Firmino,,,roberto-firmino,R. Firmino,M,9,181.0,30860,M,BobbyFirmino,143697,EUR,686361600,M,10,10,False,32.0,24.0,2.0,,0.0,5.0,6.0,19.0,26.0,2.0,5.0,,,,89.0,52.0,7.4,14.0,3,,,,,7.0,3.0,3.0,,2.0,,,4.0,,2.0,1.0,3.0,,2.0,3.0,1.0,2.0,True,1.0,,,,
12624984,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600,M,24,24,False,32.0,26.0,,,0.0,10.0,10.0,17.0,28.0,,6.0,,,,78.0,60.0,7.7,19.0,5,6.0,1.0,,,3.0,3.0,,,,3.0,2.0,6.0,,1.0,2.0,,3.0,2.0,,1.0,1.0,,,1.0,,,
