match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_fouls,captain,stat_shotOffTarget,stat_dispossessed,stat_errorLeadToAShot,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14083742,home,Mallorca,Leo Román,,,leo-roman,L. Román,G,1,189.0,1557,M,1131909,EUR,962841600,G,1,1,False,28.0,22.0,14.0,8.0,0.0,18.0,18.0,4.0,10.0,7.0,2.0,4.0,90.0,37.0,7.4,6.0,0.00101389,0.4527,0,0.5734,0.09,-0.05,-0.06,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083742,home,Mallorca,Pablo Maffeo,,,pablo-maffeo,P. Maffeo,D,23,173.0,2206,M,788216,EUR,868665600,D,23,23,False,50.0,41.0,3.0,1.0,0.0,21.0,22.0,20.0,28.0,9.0,,,90.0,80.0,8.3,15.0,0.0446129,,1,,0.15,0.06,-0.07,,5.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,0.02,0.2568,0.55,,,,,,,,,,,,,,,,
14083742,home,Mallorca,Martin Valjent,,,martin-valjent,M. Valjent,D,24,187.0,757,M,300522,EUR,818640000,D,24,24,False,63.0,55.0,7.0,4.0,0.0,40.0,40.0,15.0,23.0,5.0,,,90.0,77.0,6.5,10.0,0.00841749,,1,,0.07,0.18,-0.15,,,,3.0,2.0,1.0,,,,,5.0,,1.0,1.0,1.0,2.0,,0.0918,,0.01,1.0,1.0,1.0,2.0,,,,,,,,,,,,
14083742,home,Mallorca,Antonio Raíllo,,,antonio-raillo,A. Raíllo,D,21,186.0,793,M,807116,EUR,686880000,D,21,21,False,82.0,75.0,6.0,1.0,0.0,54.0,55.0,21.0,27.0,6.0,,,90.0,98.0,7.2,8.0,0.0081863,,1,,0.18,0.12,0.41,,,,4.0,9.0,,,,,,7.0,2.0,2.0,,,,1.0,0.0512,,-0.18,3.0,8.0,,1.0,True,1.0,,,,,,,,,,
14083742,home,Mallorca,Johan Mojica,,,johan-mojica,J. Mojica,D,22,185.0,3950,M,344847,EUR,714355200,D,22,22,False,70.0,58.0,7.0,3.0,1.0,25.0,28.0,33.0,42.0,12.0,,,90.0,106.0,6.6,21.0,0.0430436,,1,,0.26,0.06,-0.3,,5.0,2.0,8.0,8.0,1.0,2.0,1.0,,,2.0,,1.0,1.0,,1.0,3.0,0.0144,,-0.18,1.0,3.0,,1.0,,1.0,4.0,1.0,1.0,2.0,,,,,,
14083742,home,Mallorca,Manu Morlanes,,,manu-morlanes,M. Morlanes,M,8,178.0,430,M,826004,EUR,916099200,M,8,8,False,63.0,53.0,6.0,3.0,0.0,22.0,27.0,31.0,36.0,7.0,,,90.0,78.0,7.2,14.0,0.356274,,1,,0.56,0.26,-0.09,,2.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,0.0688,,-0.07,,1.0,,,,1.0,1.0,,,3.0,1.0,,,,,
14083742,home,Mallorca,Samú Costa,,,samuel-costa,S. Costa,M,12,183.0,1427,M,988351,EUR,975283200,M,12,12,False,46.0,38.0,3.0,1.0,0.0,17.0,19.0,21.0,27.0,5.0,,,73.0,66.0,6.2,13.0,0.0335696,,3,,-0.01,0.07,-0.16,,3.0,1.0,9.0,5.0,3.0,3.0,2.0,,,2.0,,,1.0,,,1.0,0.0939,,-0.48,1.0,1.0,2.0,2.0,,1.0,2.0,,,,,,,,,
14083742,home,Mallorca,Mateo Joseph,,,mateo-joseph,M. Joseph,F,18,180.0,1215,M,1170693,EUR,1066521600,M,18,18,False,25.0,24.0,,,0.0,8.0,8.0,16.0,17.0,7.0,,,90.0,48.0,6.3,12.0,0.106795,,4,,0.09,0.19,-0.07,,3.0,2.0,8.0,4.0,1.0,4.0,,2.0,,,,3.0,2.0,1.0,5.0,1.0,0.7138,0.4168,-0.57,2.0,1.0,,,,2.0,1.0,,,2.0,2.0,2.0,,,,
14083742,home,Mallorca,Sergi Darder,,,sergi-darder,S. Darder,M,10,180.0,979,M,110783,EUR,756518400,M,10,10,False,37.0,35.0,1.0,1.0,0.0,7.0,8.0,28.0,29.0,2.0,,,61.0,52.0,6.4,9.0,0.0395763,,3,,-0.1,0.23,-0.06,,5.0,,1.0,3.0,,2.0,2.0,,,,,,1.0,1.0,,,0.2334,,-0.53,,,,1.0,,3.0,,,1.0,2.0,,1.0,,,,
14083742,home,Mallorca,Jan Virgili,Jan Virgili,,jan-virgili,J. Virgili,M,17,168.0,6428,M,1939173,EUR,1153872000,M,17,17,False,28.0,22.0,,,0.0,5.0,5.0,17.0,23.0,3.0,,,83.0,46.0,7.5,13.0,0.504239,,2,,0.72,0.34,-0.11,,3.0,2.0,5.0,6.0,1.0,6.0,5.0,,,,,,,,3.0,1.0,0.0929,,-0.08,1.0,,2.0,,,,2.0,,,4.0,2.0,,,,,
14083742,home,Mallorca,Vedat Muriqi,,,vedat-muriqi,V. Muriqi,F,7,194.0,5879,M,310874,EUR,767145600,F,7,7,False,16.0,13.0,,,0.0,7.0,8.0,6.0,8.0,1.0,,,83.0,27.0,6.6,5.0,0.0411063,,2,,-0.12,-0.07,0.13,,,,3.0,4.0,,,,1.0,,1.0,,,,,2.0,2.0,0.1511,0.242,0.07,2.0,2.0,,1.0,,1.0,,,1.0,2.0,,2.0,vedatmuriqi,,,
14083742,home,Mallorca,Pablo Torre,,,pablo-torre,P. Torre,M,20,173.0,37883,M,1082981,EUR,1049328000,M,20,20,True,31.0,23.0,4.0,2.0,0.0,8.0,10.0,15.0,21.0,2.0,,,29.0,41.0,6.7,11.0,0.151392,,0,,0.27,0.05,-0.09,,3.0,3.0,5.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,3.0,,,2.0,,,PabloTorre,,,
14083742,home,Mallorca,Javi Llabrés,Javi Llabrés,,javi-llabres,J. Llabrés,M,19,174.0,115,M,1162309,EUR,1031702400,F,19,19,True,6.0,6.0,,,0.0,,,6.0,6.0,2.0,,,17.0,10.0,6.4,3.0,0.00749207,,1,,0.01,0.08,-0.01,,2.0,,2.0,,,1.0,,,,,,,,,,,0.0483,,0.02,1.0,,,,,1.0,,,,,,,,,,
