match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_totalCross,stat_challengeLost,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss
10437693,home,Estoril Praia,João Carlos,,,joao-carlos,J. Carlos,F,,187,69,M,880129,EUR,794016000,F,50,50,False,10.0,5.0,,,1.0,3.0,4.0,8.0,2.0,3.0,6.0,4.0,,,,,,,,,77.0,25.0,6.6,14.0,1,3.0,,,,,,1.0,1.0,1.0,,,5.0,,1.0,,,,,1.0,,,,,,,,
10437693,home,Estoril Praia,Rodrigo Martins,,,rodrigo-martins,R. Martins,F,7,177,39,M,945059,EUR,905817600,F,7,7,True,12.0,10.0,1.0,1.0,2.0,4.0,8.0,10.0,2.0,,3.0,1.0,,3.0,,,,,,,24.0,21.0,6.7,6.0,1,,,,,,,1.0,1.0,,,,2.0,,2.0,,,,,1.0,,,,,,,,
10437693,home,Estoril Praia,Benchimol,,,gilson-tavares,Benchimol,F,11,175,319,M,1111215,EUR,1009497600,F,29,29,True,2.0,2.0,,,,,2.0,2.0,3.0,,7.0,,1.0,,,,,,,,13.0,9.0,6.3,4.0,0,3.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
10437693,home,Estoril Praia,James Léa Siliki,,,james-lea-siliki,J. L. Siliki,M,,183,88,,857179,EUR,834537600,M,95,95,True,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,,,1.0,,,3.0,,,,,,,8.0,7.0,6.7,1.0,1,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
10437693,home,Estoril Praia,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184,265,M,997024,EUR,985651200,M,78,78,True,3.0,1.0,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,8.0,6.0,6.6,4.0,0,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,
10437693,home,Estoril Praia,Volnei Feltes,,,feltes-volnei,V. Feltes,D,30,188,64,M,1065440,EUR,955756800,D,5,5,True,3.0,3.0,,,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,8.0,6.0,6.7,,0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
10437693,home,Estoril Praia,Joao Oliveira,,,joao-oliveira,J. Oliveira,G,47,185,34,M,1170170,EUR,1032307200,G,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437693,home,Estoril Praia,Titouan Thomas,,,titouan-thomas,T. Thomas,M,8,183,82,M,966620,EUR,1010793600,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437693,home,Estoril Praia,Elias Achouri,,,elias-achouri,E. Achouri,M,30,177,7792,M,945204,EUR,918604800,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,EliasAchouri,,,,,
10437693,home,Estoril Praia,Serginho,Serginho,,serginho,Serginho,F,19,183,656,M,1394016,EUR,980726400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437693,away,Famalicão,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,33.0,20.0,28.0,16.0,14.0,18.0,6.0,15.0,,,1.0,,1.0,9.0,1.0,,,,3.0,,90.0,44.0,6.2,15.0,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10437693,away,Famalicão,Martín Aguirregabiria,,,martin-aguirregabiria,M. Aguirregabiria,D,20,178,74,M,868262,EUR,831686400,D,32,32,False,42.0,38.0,4.0,,24.0,24.0,15.0,20.0,,,,3.0,1.0,4.0,,,,,,,82.0,58.0,6.9,7.0,0,,1.0,1.0,,5.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,1.0,,,,
10437693,away,Famalicão,Dylan Batubinsika,,,dylan-batubinsika,D. Batubinsika,D,28,184,4399,M,352912,EUR,824342400,D,21,21,False,57.0,51.0,3.0,2.0,45.0,48.0,6.0,9.0,1.0,1.0,1.0,6.0,1.0,7.0,,,,,,,90.0,67.0,7.1,6.0,0,,,,,1.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10437693,away,Famalicão,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,376,M,1004278,EUR,999993600,D,6,6,False,63.0,54.0,15.0,11.0,39.0,45.0,15.0,18.0,1.0,3.0,2.0,8.0,1.0,5.0,,,,,,,90.0,74.0,7.4,9.0,1,,1.0,1.0,,3.0,3.0,1.0,,1.0,,2.0,,True,,1.0,,,,1.0,,,,,,,,
10437693,away,Famalicão,Rúben Lima,,,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,5,5,False,29.0,24.0,1.0,,17.0,20.0,7.0,12.0,,3.0,3.0,4.0,4.0,,,,,,,,76.0,51.0,6.4,9.0,0,,,,,1.0,1.0,,2.0,,,1.0,,,3.0,1.0,,,,,,,,,,,,
10437693,away,Famalicão,Heriberto Tavares,,,heriberto-tavares,H. Tavares,F,91,180,195,M,845789,EUR,856310400,M,91,91,False,24.0,21.0,3.0,2.0,9.0,10.0,15.0,20.0,2.0,1.0,7.0,3.0,1.0,8.0,,,,,,,90.0,52.0,6.8,14.0,1,1.0,3.0,,1.0,2.0,,2.0,,4.0,,,3.0,,6.0,1.0,,,,,,,,3.0,,,,
10437693,away,Famalicão,Gustavo Assunção,,,gustavo-assuncao,G. Assunção,M,12,178,266,M,981217,EUR,954374400,M,12,12,False,41.0,34.0,4.0,2.0,18.0,19.0,16.0,23.0,1.0,2.0,4.0,5.0,2.0,3.0,,,,,,,76.0,54.0,6.6,10.0,0,1.0,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
10437693,away,Famalicão,André Simões,,,andre-simoes,A. Simões,M,16,177,73,M,169945,EUR,629769600,M,8,8,False,32.0,29.0,1.0,1.0,12.0,12.0,17.0,20.0,,1.0,4.0,2.0,1.0,2.0,,,,,,,65.0,40.0,6.4,5.0,1,1.0,,,1.0,,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,
10437693,away,Famalicão,Junior Kadile,,,kadile-junior,J. Kadile,M,11,182,126,M,999033,EUR,1039996800,M,14,14,False,17.0,12.0,,,6.0,9.0,7.0,20.0,3.0,1.0,16.0,6.0,,6.0,,,,,,,90.0,56.0,6.0,27.0,4,1.0,8.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,,2.0,4.0,,12.0,2.0,,,,1.0,,2.0,,1.0,1.0,,,
10437693,away,Famalicão,Rui Fonte,,,rui-fonte,R. Fonte,F,,181,71,M,44235,EUR,640828800,F,17,17,False,13.0,12.0,,,4.0,5.0,8.0,8.0,2.0,1.0,3.0,2.0,1.0,4.0,,,,,,,66.0,22.0,6.7,5.0,1,,1.0,,,,1.0,,,1.0,,1.0,3.0,,,,,,,1.0,,,,,,,,
10437693,away,Famalicão,Álex Millán,,,alex-millan,Á. Millán,F,23,185,80,M,1010550,EUR,941932800,F,9,9,False,18.0,12.0,1.0,1.0,2.0,4.0,10.0,14.0,3.0,3.0,4.0,7.0,,3.0,,,,,,,90.0,29.0,6.8,10.0,3,1.0,,,1.0,,1.0,3.0,,1.0,,,3.0,,,,,,,2.0,,,,,1.0,1.0,1.0,1.0
10437693,away,Famalicão,Santiago Colombatto,,,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,97,97,True,11.0,9.0,1.0,,4.0,4.0,5.0,8.0,,,1.0,3.0,,1.0,,,,,,,24.0,19.0,6.7,4.0,0,,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,
10437693,away,Famalicão,Jhonder Cádiz,,,jhonder-cadiz,J. Cádiz,F,99,191,1954,M,332257,EUR,806976000,F,29,29,True,8.0,5.0,,,1.0,1.0,4.0,7.0,1.0,2.0,1.0,3.0,,,,,,,,,25.0,11.0,6.8,4.0,1,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,
10437693,away,Famalicão,Pedro Brazão,,,pedro-brazao,P. Brazão,M,10,172,169,M,981535,EUR,1041206400,M,11,11,True,8.0,5.0,,,,1.0,5.0,7.0,,,1.0,,,,,,,,,,14.0,11.0,6.7,3.0,3,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,
10437693,away,Famalicão,Zaydou Youssouf,,,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,True,5.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,,,1.0,,,1.0,,,,,,,14.0,6.0,6.4,2.0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10437693,away,Famalicão,Hernán de la Fuente,,,hernan-de-la-fuente,H. d. l. Fuente,D,2,178,114,M,912936,EUR,852595200,D,22,22,True,4.0,3.0,1.0,1.0,,1.0,3.0,3.0,,,2.0,,,,,,,,,,8.0,12.0,6.5,5.0,0,1.0,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
10437693,away,Famalicão,Ivan Zlobin,,,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437693,away,Famalicão,Owen Beck,,,owen-beck,O. Beck,D,33,177,656,M,979114,EUR,1028851200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437693,away,Famalicão,Cláudio Silva,,,claudio-silva,C. Silva,D,33,188,28,M,892222,EUR,962236800,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437693,away,Famalicão,Théo Fonseca,Théo Fonseca,,theo-fonseca,T. Fonseca,F,95,178,41,M,1161023,EUR,960681600,F,95,95,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
