match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_wasFouled,captain,player_firstName,player_lastName,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_totalOffside,stat_penaltyConceded,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_goalAssist,stat_goals
10407039,home,KV Oostende,Dillon Phillips,dillon-phillips,D. Phillips,G,12,188,49,M,377166,EUR,802828800,G,1,1,False,22.0,11.0,16.0,5.0,7.0,12.0,4.0,10.0,1.0,7.0,1.0,3.0,3.0,90.0,33.0,6.2,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407039,home,KV Oostende,Osaze Urhoghide,osaze-urhoghide,O. Urhoghide,D,3,188,130,M,915129,EUR,962668800,D,2,2,False,44.0,34.0,3.0,2.0,18.0,21.0,17.0,25.0,2.0,11.0,,,,90.0,77.0,6.3,23.0,0,2.0,1.0,1.0,1.0,10.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10407039,home,KV Oostende,Matej Rodin,matej-rodin,M. Rodin,D,80,193,120,M,834079,EUR,824169600,D,88,88,False,56.0,34.0,14.0,3.0,22.0,25.0,12.0,31.0,4.0,9.0,,,,90.0,79.0,6.6,23.0,1,,,,2.0,2.0,8.0,1.0,,,,3.0,5.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10407039,home,KV Oostende,Anton Tanghe,tanghe-anton,A. Tanghe,D,3,194,72,M,1005175,EUR,917481600,D,33,33,False,54.0,46.0,10.0,4.0,31.0,33.0,15.0,21.0,1.0,4.0,,,,90.0,59.0,6.3,8.0,0,,,,4.0,,5.0,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,
10407039,home,KV Oostende,Tatsuhiro Sakamoto,sakamoto-tatsuhiro,T. Sakamoto,M,7,170,1000,M,978927,EUR,845942400,M,18,18,False,38.0,23.0,2.0,,8.0,12.0,15.0,37.0,2.0,8.0,,,,90.0,84.0,6.8,34.0,1,11.0,,3.0,,8.0,11.0,1.0,2.0,4.0,,,5.0,4.0,3.0,1.0,,4.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
10407039,home,KV Oostende,Pierre Dwomoh,pierre-dwomoh,P. Dwomoh,M,14,185,434,M,996993,EUR,1087776000,M,80,80,False,46.0,40.0,1.0,,18.0,19.0,22.0,27.0,,8.0,,,,90.0,62.0,6.7,13.0,2,,,,2.0,5.0,4.0,,5.0,,,,1.0,1.0,2.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,
10407039,home,KV Oostende,Kenny Rocha Santos,kenny-rocha-santos,K. R. Santos,M,10,174,108,M,867520,EUR,946857600,M,10,10,False,32.0,22.0,4.0,2.0,5.0,6.0,18.0,27.0,,5.0,,,,68.0,38.0,6.7,11.0,1,1.0,1.0,,1.0,2.0,2.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
10407039,home,KV Oostende,Théo Ndicka Matam,theo-ndicka-matam,T. N. Matam,D,,169,54,M,963070,EUR,956188800,M,7,7,False,27.0,17.0,2.0,,7.0,8.0,11.0,22.0,,5.0,,,,90.0,56.0,7.0,18.0,1,3.0,1.0,1.0,,6.0,6.0,1.0,2.0,4.0,,1.0,,,2.0,2.0,,2.0,,,,4.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10407039,home,KV Oostende,Andy Musaev,andy-musayev,A. Musaev,F,33,182,22,M,1390664,EUR,1054425600,F,20,20,False,19.0,17.0,,,4.0,4.0,13.0,17.0,,3.0,,,,68.0,33.0,6.5,7.0,1,2.0,,2.0,,5.0,6.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,5.0,,Andy,Musaev,,,1.0,,,,1.0,,,,,,,,,,,
10407039,home,KV Oostende,Nick Bätzner,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,F,34,34,False,40.0,28.0,3.0,,8.0,8.0,21.0,34.0,,4.0,,,,90.0,58.0,6.8,16.0,4,2.0,1.0,1.0,1.0,4.0,6.0,,2.0,2.0,,,2.0,2.0,1.0,2.0,,1.0,,,,2.0,1.0,5.0,3.0,,,1.0,1.0,1.0,,,,,,,,,
