match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonContest,stat_totalClearance,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_accurateKeeperSweeper,stat_goodHighClaim,stat_punches,stat_lastManTackle
10434101,home,Giresunspor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190.0,61,M,213542,EUR,780710400,G,1,1,False,True,14.0,9.0,7.0,2.0,8.0,9.0,1.0,5.0,7.0,1.0,2.0,2.0,1.0,45.0,23.0,5.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434101,home,Giresunspor,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170.0,27,M,852161,EUR,800928000,D,77,77,False,,34.0,26.0,,,13.0,15.0,15.0,24.0,7.0,,,,,90.0,58.0,7.3,14.0,2,1.0,5.0,2.0,1.0,4.0,3.0,8.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,
10434101,home,Giresunspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175.0,118,M,795001,EUR,892252800,D,23,23,False,,68.0,53.0,12.0,6.0,31.0,34.0,23.0,41.0,5.0,,,,,88.0,83.0,6.2,21.0,0,,7.0,1.0,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10434101,home,Giresunspor,Ramón Arias,ramon-arias,R. Arias,D,42,181.0,87,M,158625,EUR,712195200,D,21,21,False,,40.0,35.0,6.0,6.0,27.0,28.0,8.0,12.0,3.0,,,,,90.0,46.0,6.0,6.0,1,,,,1.0,3.0,4.0,4.0,,,,2.0,1.0,1.0,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,
10434101,home,Giresunspor,Alper Uludağ,alper-uludag,A. Uludağ,D,,180.0,20,M,100102,EUR,660873600,D,6,6,False,,18.0,14.0,2.0,,5.0,7.0,9.0,15.0,2.0,,,,,45.0,31.0,6.5,10.0,1,,4.0,,1.0,,1.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,
10434101,home,Giresunspor,Jorman Campuzano,jorman-campuzano,J. Campuzano,M,21,175.0,818,M,924420,EUR,830822400,M,30,30,False,,39.0,33.0,4.0,3.0,17.0,17.0,16.0,23.0,4.0,,,,,57.0,47.0,6.4,8.0,1,,1.0,,2.0,3.0,6.0,5.0,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,
10434101,home,Giresunspor,Robert Mejía,robert-mejia,R. Mejía,M,88,173.0,79,M,1020193,EUR,970790400,M,14,14,False,,46.0,42.0,4.0,3.0,18.0,18.0,24.0,30.0,3.0,,,,,90.0,58.0,6.4,9.0,1,,2.0,,,2.0,7.0,6.0,,,,,,,,4.0,2.0,,2.0,1.0,,,1.0,,,,,,3.0,,,,,,,
10434101,home,Giresunspor,Serginho,serginho,Serginho,M,70,180.0,332,M,849301,EUR,797126400,M,10,10,False,,28.0,24.0,1.0,1.0,5.0,7.0,20.0,23.0,7.0,,,,,90.0,55.0,6.0,12.0,3,,2.0,1.0,,,5.0,7.0,4.0,,2.0,1.0,,,4.0,4.0,2.0,,1.0,,,2.0,1.0,3.0,,,,,2.0,,,,,,,
10434101,home,Giresunspor,Brandley Kuwas,brandley-kuwas,B. Kuwas,M,10,181.0,114,M,252885,EUR,716860800,M,11,11,False,,10.0,8.0,,,2.0,2.0,7.0,12.0,3.0,,,,,45.0,20.0,6.4,8.0,0,,4.0,1.0,,,3.0,1.0,3.0,1.0,,,,,1.0,,2.0,1.0,,,,,,1.0,,,Brandley,Kuwas,,,,,,,,
10434101,home,Giresunspor,Borja Sainz,borja-sainz,B. Sainz,F,17,174.0,2627,M,992567,EUR,980985600,M,7,7,False,,29.0,23.0,2.0,2.0,6.0,7.0,19.0,28.0,4.0,,,,,90.0,79.0,9.6,22.0,11,,6.0,2.0,,,12.0,13.0,15.0,3.0,6.0,2.0,,,2.0,4.0,,3.0,4.0,,,1.0,4.0,9.0,,1.0,,,2.0,2.0,2.0,,,,,
10434101,home,Giresunspor,Riad Bajić,riad-bajic,R. Bajić,F,11,189.0,335,M,331751,EUR,768182400,F,9,9,False,,22.0,18.0,1.0,1.0,8.0,10.0,10.0,13.0,3.0,,,,,90.0,36.0,6.6,7.0,4,,1.0,,4.0,2.0,6.0,6.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,2.0,1.0,2.0,,3.0,,,1.0,1.0,,2.0,,,,
10434101,home,Giresunspor,Ferhat Kaplan,ferhat-kaplan,F. Kaplan,G,,190.0,12,M,81949,EUR,600134400,G,35,35,True,,16.0,14.0,5.0,3.0,11.0,11.0,3.0,5.0,4.0,,,,1.0,45.0,18.0,6.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
10434101,home,Giresunspor,Faruk Can Genç,faruk-can-genc,F. C. Genç,D,61,180.0,18,M,1014334,EUR,950659200,D,99,99,True,,23.0,22.0,5.0,5.0,6.0,6.0,16.0,18.0,1.0,,,,,45.0,39.0,6.9,4.0,0,,1.0,,,,2.0,4.0,1.0,,,,3.0,2.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,
10434101,home,Giresunspor,Doğan Can Davas,dogan-can-davas,D. C. Davas,M,17,170.0,37,M,604856,EUR,872208000,M,17,17,True,,13.0,8.0,1.0,,3.0,3.0,5.0,10.0,4.0,,,,,45.0,19.0,7.0,7.0,1,,,,1.0,,6.0,1.0,1.0,1.0,1.0,,,,1.0,,4.0,3.0,1.0,,,,,1.0,,,,,1.0,,,,,,,
10434101,home,Giresunspor,Murat Cem Akpinar,murat-cem-akpinar,M. C. Akpinar,M,11,173.0,44,M,873813,EUR,917136000,M,22,22,True,,16.0,16.0,1.0,1.0,2.0,2.0,14.0,16.0,1.0,,,,,33.0,22.0,6.6,3.0,0,,2.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10434101,home,Giresunspor,Kadir Seven,kadir-seven,K. Seven,D,2,184.0,50,M,1395435,EUR,1052092800,D,50,50,True,,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,14.0,8.0,6.8,1.0,0,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,Kadir Seven,,,,,,,,,
10434101,home,Giresunspor,Talha Ülvan,talha-ulvan,T. Ülvan,D,17,179.0,42,M,1084164,EUR,987724800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Talha Gür,,,,,,,,,
10434101,home,Giresunspor,Arda Kılıç,arda-kilic,A. Kılıç,D,30,180.0,14,M,1035242,EUR,1106265600,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434101,home,Giresunspor,Rahmetullah Berisbek,rahmetullah-berisbek,R. Berisbek,D,77,171.0,38,M,921402,EUR,922060800,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434101,home,Giresunspor,Şahin Dik,sahin-dik,Ş. Dik,M,17,170.0,50,M,1214454,EUR,1076112000,D,88,88,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Sahin Dik,,,,,,,,,
10434101,home,Giresunspor,Mert Kurt,mert-kurt,M. Kurt,F,,180.0,20,M,1390413,EUR,1035504000,F,75,75,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Mert Kurt,,,,,,,,,
