match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_outfielderBlock,stat_keyPass,stat_aerialLost,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goals,captain,stat_totalOffside,stat_hitWoodwork,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_bigChanceMissed
12117258,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,28.0,17.0,17.0,6.0,0.0,14.0,16.0,3.0,12.0,1.0,10.0,1.0,3.0,4.0,1.0,90.0,42.0,7.5,13.0,0.00283944,0,0.6644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117258,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,False,23.0,18.0,,,0.0,10.0,11.0,8.0,13.0,2.0,2.0,,,,,66.0,41.0,7.0,10.0,0.00688539,0,,1.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117258,home,Vasco da Gama,João Victor,joao-victor,J. Victor,D,38,187,1769,M,,982998,EUR,900633600,D,38,38,False,49.0,44.0,4.0,3.0,0.0,30.0,33.0,14.0,17.0,6.0,4.0,,,,,90.0,63.0,7.6,6.0,0.0117214,0,,1.0,6.0,,8.0,,,,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12117258,home,Vasco da Gama,Maicon,maicon,Maicon,D,3,191,836,M,,44691,EUR,590198400,D,4,4,False,50.0,36.0,19.0,9.0,0.0,21.0,25.0,15.0,25.0,6.0,7.0,,,,,90.0,66.0,7.4,16.0,0.010781,0,,,5.0,3.0,10.0,1.0,1.0,1.0,,4.0,3.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,
12117258,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,34.0,27.0,4.0,2.0,0.0,16.0,20.0,13.0,17.0,2.0,6.0,,,,,90.0,55.0,6.7,13.0,0.0530255,0,,3.0,,6.0,2.0,1.0,,,3.0,2.0,1.0,,,1.0,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,
12117258,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,27.0,24.0,2.0,1.0,1.0,15.0,16.0,9.0,11.0,3.0,6.0,,,,,90.0,49.0,7.6,5.0,0.0657404,5,,,,6.0,5.0,2.0,,,1.0,4.0,3.0,1.0,1.0,2.0,,2.0,,,4.0,3.0,1.0,1.0,0.2341,0.0598,,,,,,,,,
12117258,home,Vasco da Gama,Juan Sforza,juan-sforza,J. Sforza,M,13,179,1614,M,,1003013,EUR,1013644800,M,20,20,False,57.0,47.0,4.0,2.0,0.0,29.0,34.0,18.0,23.0,3.0,7.0,,,,,84.0,70.0,7.0,11.0,0.015124,1,,,3.0,4.0,8.0,,2.0,2.0,1.0,,,4.0,,,3.0,,,1.0,,1.0,,,0.3796,,,,,,,,,,
12117258,home,Vasco da Gama,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,672,M,,282233,EUR,823132800,M,26,26,False,17.0,15.0,,,0.0,8.0,9.0,7.0,8.0,1.0,7.0,,,,,58.0,32.0,6.2,7.0,0.00653003,1,,,,8.0,4.0,1.0,1.0,,,2.0,,2.0,,1.0,,1.0,,3.0,3.0,,,1.0,0.0191,,,,,,,,,,
12117258,home,Vasco da Gama,Dimitri Payet,dimitri-payet,D. Payet,M,,175,8203,M,payet27,14216,EUR,543974400,M,10,10,False,30.0,22.0,4.0,2.0,0.0,9.0,12.0,14.0,20.0,,6.0,,,,,66.0,41.0,7.7,12.0,0.477989,2,,2.0,,2.0,1.0,,,,1.0,1.0,1.0,,,3.0,,1.0,1.0,2.0,,1.0,1.0,,0.2204,0.4775,,,1.0,,,,,,
12117258,home,Vasco da Gama,Emerson Rodríguez,emerson-rodriguez,E. Rodríguez,M,10,174,618,M,,1082956,EUR,967161600,M,17,17,False,9.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,7.0,,2.0,,,,,58.0,28.0,6.4,10.0,0.0214092,1,,1.0,,7.0,,,1.0,,,,,,,1.0,1.0,3.0,,4.0,1.0,1.0,,,0.0274,,Emerson Rodríguez,,,,,,,,
