match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_outfielderBlock
11369867,home,RWDM Brussels,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,True,27.0,15.0,17.0,5.0,10.0,11.0,5.0,16.0,5.0,3.0,4.0,90.0,32.0,6.5,12.0,0.00243722,0,0.4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369867,home,RWDM Brussels,Jonathan Heris,,,jonathan-heris,J. Heris,D,,184.0,20,M,58980,EUR,652320000,D,19,19,False,,41.0,33.0,6.0,4.0,19.0,19.0,15.0,24.0,8.0,,,90.0,62.0,7.2,10.0,0.0192415,1,,2.0,1.0,3.0,1.0,5.0,10.0,1.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,0.0473,,,,,,,,,,,,,,
11369867,home,RWDM Brussels,Moussa Sissako,,,sissako-moussa,M. Sissako,D,5,184.0,223,M,904998,EUR,973814400,D,44,44,False,,62.0,54.0,9.0,5.0,45.0,47.0,9.0,15.0,8.0,,,90.0,71.0,6.8,8.0,0.0143802,0,,,,1.0,2.0,2.0,4.0,,,,,5.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,
11369867,home,RWDM Brussels,Luis Segovia,,,luis-segovia,Luis Segovia,D,4,182.0,357,M,827141,EUR,877824000,D,2,2,False,,72.0,61.0,9.0,5.0,45.0,48.0,16.0,24.0,9.0,,,90.0,84.0,6.5,12.0,0.0482786,0,,,,3.0,1.0,5.0,2.0,,,,,7.0,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,
11369867,home,RWDM Brussels,Ilay Camara,Ilay Camara,,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,M,17,17,False,,30.0,24.0,2.0,2.0,8.0,11.0,17.0,21.0,5.0,,,83.0,56.0,7.7,17.0,0.15053,1,,2.0,1.0,,2.0,4.0,5.0,1.0,2.0,,,1.0,2.0,2.0,2.0,1.0,,0.0227,1.0,,3.0,1.0,1.0,1.0,1.0,0.0573,2.0,,,,,
11369867,home,RWDM Brussels,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185.0,434,M,996993,EUR,1087776000,M,6,6,False,,57.0,48.0,14.0,9.0,21.0,23.0,27.0,34.0,17.0,,,90.0,73.0,7.0,15.0,0.023449,0,,,,,1.0,3.0,2.0,,4.0,1.0,,,1.0,,,,,,,,2.0,,,,,,1.0,,,,,
11369867,home,RWDM Brussels,Florent Sanchez Da Silva,,,sanchez-da-silva-florent,F. S. D. Silva,M,7,178.0,222,M,1385467,EUR,1049241600,M,69,69,False,,61.0,49.0,3.0,2.0,23.0,26.0,27.0,39.0,7.0,,,77.0,76.0,7.6,18.0,0.109704,3,,4.0,1.0,1.0,,3.0,,1.0,,,,,1.0,,,,1.0,0.128,,,2.0,,,2.0,,0.3939,1.0,1.0,1.0,,,
11369867,home,RWDM Brussels,Abner,,,abner,Abner,D,30,177.0,87,M,330061,EUR,833414400,M,26,26,False,,47.0,41.0,7.0,4.0,23.0,25.0,19.0,30.0,9.0,,,90.0,91.0,7.2,20.0,0.040105,0,,8.0,1.0,,,3.0,4.0,,1.0,,,2.0,3.0,3.0,1.0,1.0,2.0,,,,2.0,,,,,,1.0,,,,,
11369867,home,RWDM Brussels,Jeff Reine-Adélaïde,,,jeff-reine-adelaide,J. Reine-Adélaïde,M,11,184.0,466,M,794269,EUR,884995200,F,77,77,False,,47.0,41.0,2.0,2.0,12.0,14.0,30.0,35.0,3.0,,,83.0,63.0,7.5,12.0,0.0626929,1,,2.0,1.0,1.0,,7.0,7.0,2.0,7.0,5.0,1.0,,,1.0,1.0,1.0,1.0,0.0179,1.0,,1.0,,,,,,,,,,,
11369867,home,RWDM Brussels,Pathé Mboup,Pathé Mboup,,pathe-mboup,P. Mboup,M,99,175.0,1969,M,1410231,EUR,1066521600,F,47,47,False,,15.0,14.0,1.0,1.0,5.0,5.0,9.0,12.0,6.0,,,76.0,41.0,6.0,21.0,0.017102,2,,2.0,,2.0,1.0,20.0,4.0,8.0,7.0,2.0,,,,1.0,,,3.0,0.1297,2.0,,5.0,,,1.0,,0.046,,1.0,,,,
11369867,home,RWDM Brussels,Makhtar Gueye,,,makhtar-gueye,M. Gueye,F,29,186.0,439,M,941164,EUR,881193600,F,9,9,False,,20.0,13.0,,,2.0,5.0,11.0,16.0,,,,90.0,31.0,6.3,14.0,0.0132049,2,,1.0,,6.0,7.0,10.0,7.0,1.0,1.0,,1.0,,,,,,1.0,0.3933,1.0,,4.0,,,1.0,1.0,0.0696,,,,1.0,2.0,
11369867,home,RWDM Brussels,Rikelmi,Rikelmi,,rikelmi,Rikelmi,M,21,160.0,118,M,1175319,EUR,997747200,F,27,27,True,,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,14.0,12.0,6.7,6.0,5.744e-05,1,,,,,,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0.0962,,,2.0,,,1.0,,0.2311,,,,,,
11369867,home,RWDM Brussels,Shuto Abe,,,abe-shuto,S. Abe,M,13,171.0,137,M,986780,EUR,881280000,M,8,8,True,,8.0,4.0,,,3.0,5.0,1.0,3.0,2.0,,,13.0,13.0,6.6,5.0,0.00033196,0,,,,2.0,,3.0,1.0,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,
11369867,home,RWDM Brussels,Niklo Dailly,,,niklo-dailly,N. Dailly,F,81,185.0,25,M,1049196,EUR,1005004800,F,11,11,True,,4.0,3.0,,,,,3.0,4.0,1.0,,,13.0,6.0,6.5,2.0,0.00237565,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
