match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_blockedScoringAttempt,stat_wonTackle,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork
13472770,home,Mirassol,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,22,22,False,23.0,23.0,6.0,6.0,0.0,23.0,23.0,1.0,3.0,2.0,3.0,90.0,27.0,7.1,6.243e-05,0,0.3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472770,home,Mirassol,Lucas Ramon,lucas-ramon,L. Ramon,D,19,178,617,M,797225,EUR,762998400,D,19,19,False,41.0,29.0,1.0,,0.0,11.0,13.0,5.0,3.0,,,90.0,81.0,7.1,0.224713,1,,18.0,28.0,6.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,23.0,0.0798,1.0,,,,,,,,,,,,,,,
13472770,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188,233,M,863297,EUR,873158400,D,34,34,False,60.0,54.0,4.0,4.0,0.0,30.0,31.0,14.0,5.0,,,90.0,80.0,7.3,0.00757103,0,,24.0,29.0,,,2.0,6.0,3.0,8.0,,,,,,,,1.0,1.0,,8.0,,,,,1.0,1.0,1.0,,,,,,,,,,
13472770,home,Mirassol,Jemmes,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187,583,M,1527129,EUR,955238400,D,3,3,False,48.0,45.0,1.0,,0.0,34.0,35.0,7.0,4.0,,,90.0,68.0,7.5,0.00410003,2,,11.0,13.0,,,1.0,7.0,4.0,9.0,1.0,,,,1.0,2.0,,,,1.0,4.0,0.1751,,Jemmes Ribeiro,,1.0,2.0,2.0,1.0,1.0,,,,,,,,
13472770,home,Mirassol,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,48.0,38.0,6.0,4.0,0.0,11.0,17.0,1.0,6.0,,,90.0,84.0,8.4,0.546923,3,,27.0,31.0,11.0,3.0,,,4.0,7.0,2.0,,1.0,,,,,2.0,3.0,1.0,21.0,0.0959,2.0,,,2.0,,3.0,,2.0,1.0,3.0,1.0,0.8067,,,,
13472770,home,Mirassol,Danielzinho,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,8,8,False,75.0,66.0,7.0,4.0,0.0,15.0,19.0,,2.0,,,90.0,103.0,6.9,0.142693,1,,51.0,56.0,11.0,2.0,1.0,3.0,7.0,9.0,1.0,3.0,,1.0,1.0,,,1.0,2.0,2.0,23.0,0.0414,1.0,,,,,4.0,,2.0,,,,,True,,,
13472770,home,Mirassol,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,25,25,False,59.0,51.0,11.0,11.0,0.0,22.0,24.0,2.0,5.0,,,66.0,69.0,7.2,0.0329454,1,,29.0,35.0,,,,3.0,1.0,4.0,1.0,,,,1.0,,,,1.0,,9.0,0.0199,,,,,,1.0,,,,,,,,,,
13472770,home,Mirassol,Gabriel,gabriel,Gabriel,M,27,178,805,M,243459,EUR,631584000,M,27,27,False,31.0,27.0,2.0,2.0,0.0,9.0,10.0,,,,,66.0,35.0,7.0,0.126141,1,,18.0,21.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,6.0,0.0057,2.0,,,,,,1.0,,,,,,,,,
13472770,home,Mirassol,Negueba,negueba,Negueba,M,11,175,664,M,872007,EUR,944179200,F,11,11,False,15.0,13.0,,,0.0,4.0,4.0,,8.0,,,77.0,37.0,7.2,0.0140742,1,,9.0,11.0,5.0,1.0,1.0,,3.0,6.0,,1.0,,,,1.0,,3.0,3.0,,11.0,0.0656,,,,2.0,,2.0,,2.0,1.0,1.0,,0.15,,,,
13472770,home,Mirassol,Chico da Costa,francisco-da-costa,Chico da Costa,F,19,184,2258,M,866847,EUR,799545600,F,91,91,False,7.0,5.0,,,0.0,2.0,2.0,,,,,78.0,11.0,6.3,0.0035813,0,,3.0,5.0,1.0,,2.0,,5.0,,,2.0,,,,,,,,,6.0,,,,,1.0,,,,,,,,,,1.0,,
