match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,captain,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAGoal,stat_ownGoals,stat_lastManTackle,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_aerialWon,stat_fouls,stat_accurateCross,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,stat_bigChanceCreated,stat_errorLeadToAShot,player_lastName,stat_goodHighClaim,stat_goals
12451053,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,44.0,31.0,27.0,14.0,0.0,23.0,26.0,8.0,18.0,1.0,10.0,4.0,6.0,90.0,56.0,8.0,14.0,0.00423449,1.0,0,-0.8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451053,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,,839493,EUR,823996800,D,62,62,False,33.0,22.0,3.0,1.0,0.0,16.0,23.0,6.0,11.0,2.0,6.0,,,90.0,54.0,6.7,16.0,0.00725106,1.0,1,,1.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,0.019,,,,,,,,,,,,,,,,,,,,,,
12451053,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,28.0,24.0,4.0,1.0,0.0,21.0,22.0,3.0,6.0,2.0,4.0,,,90.0,42.0,5.9,5.0,0.00047344,,0,,,3.0,3.0,1.0,1.0,,2.0,2.0,1.0,,,,True,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12451053,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,D,19,19,False,35.0,31.0,3.0,1.0,0.0,29.0,33.0,2.0,2.0,2.0,5.0,,,90.0,42.0,6.3,4.0,0.00189784,,0,,,1.0,2.0,,,,,2.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12451053,home,Olympique de Marseille,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,,988907,EUR,941500800,D,20,20,False,31.0,27.0,1.0,,0.0,20.0,22.0,7.0,9.0,2.0,2.0,,,90.0,44.0,6.0,7.0,0.00712658,,1,,,3.0,2.0,3.0,1.0,,,1.0,1.0,1.0,,0.0573,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12451053,home,Olympique de Marseille,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,25.0,23.0,3.0,1.0,0.0,16.0,16.0,7.0,10.0,,7.0,,,90.0,42.0,6.9,9.0,0.00706265,,2,,1.0,4.0,7.0,2.0,1.0,1.0,,3.0,3.0,2.0,2.0,0.1218,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,
12451053,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,30.0,25.0,1.0,1.0,0.0,19.0,21.0,6.0,9.0,,5.0,,,90.0,41.0,6.2,8.0,0.0088459,,0,,,5.0,4.0,3.0,1.0,,1.0,2.0,1.0,1.0,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,
12451053,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,MGreenwood,942116,EUR,1001894400,M,10,10,False,13.0,9.0,1.0,,0.0,5.0,7.0,5.0,7.0,,1.0,,,45.0,21.0,5.8,8.0,0.0389712,,0,,1.0,2.0,3.0,2.0,2.0,,,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,
12451053,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,amineharit,827522,EUR,866592000,M,11,11,False,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,1.0,,,20.0,11.0,3.7,3.0,0.00113094,,0,,,2.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
12451053,home,Olympique de Marseille,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,,977679,EUR,1008288000,M,44,44,False,33.0,24.0,2.0,2.0,0.0,13.0,15.0,11.0,18.0,1.0,4.0,,,85.0,41.0,6.6,11.0,0.0163625,,0,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,
