match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,captain,stat_punches,stat_clearanceOffLine
13472600,home,Corinthians,Kauê,Kauê,,kaue,Kauê,G,51,190.0,1648,M,1382923,EUR,1076198400,G,51,51,False,44.0,32.0,17.0,5.0,0.0,30.0,32.0,2.0,12.0,8.0,1.0,1.0,3.0,90.0,53.0,6.7,12.0,0.00046296,49.573882762659,10.0,24.045,5.46,0,-0.2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472600,home,Corinthians,Félix Torres,,,felix-torres,F. Torres,D,4,187.0,5321,M,881848,EUR,852940800,D,3,3,False,62.0,60.0,5.0,4.0,0.0,53.0,54.0,7.0,8.0,4.0,,,,90.0,76.0,7.2,4.0,0.00160184,125.09911389754,18.0,14.7,23.73,0,,felix_torres,1.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
13472600,home,Corinthians,João Pedro Tchoca,,,joao-pedro,J. Pedro,D,4,192.0,3424,M,1411150,EUR,1072828800,D,47,47,False,73.0,70.0,5.0,3.0,0.0,61.0,63.0,9.0,10.0,1.0,,,,90.0,82.0,6.9,3.0,0.00400504,152.75306953395,21.0,30.66,19.74,1,,,,2.0,1.0,6.0,,1.0,,,,,1.0,1.0,1.0,1.0,0.0114,,,,,,,,,,,,,,,,,
13472600,home,Corinthians,Fabrizio Angileri,,,fabrizio-angileri,F. Angileri,D,26,185.0,4434,M,311462,EUR,763689600,D,26,26,False,58.0,51.0,7.0,4.0,0.0,37.0,39.0,14.0,19.0,4.0,,,,90.0,73.0,6.7,8.0,0.00604891,164.03063990416,20.0,65.52,14.175,0,,,1.0,4.0,2.0,3.0,1.0,,,,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,
13472600,home,Corinthians,Charles,,,charles,Charles,M,35,187.0,3576,M,845178,EUR,835142400,M,35,35,False,40.0,30.0,2.0,1.0,0.0,22.0,25.0,8.0,15.0,1.0,,,,90.0,66.0,7.0,14.0,0.0291354,68.943971529742,10.0,35.7,19.005,0,,,,8.0,8.0,2.0,,2.0,8.0,7.0,,1.0,,4.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
13472600,home,Corinthians,André Carrillo,,,andre-carrillo,A. Carrillo,M,19,180.0,14534,M,115182,EUR,676857600,M,19,19,False,50.0,49.0,3.0,2.0,0.0,32.0,32.0,17.0,18.0,1.0,,,,45.0,53.0,6.8,2.0,0.0159374,49.317136202105,9.0,10.29,5.46,0,,18andrecarrillo,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
13472600,home,Corinthians,José Martínez,,,jose-martinez,J. Martínez,M,70,177.0,7398,M,979325,EUR,776217600,M,70,70,False,24.0,21.0,3.0,1.0,0.0,14.0,14.0,7.0,10.0,3.0,,,,45.0,31.0,7.2,6.0,0.296891,29.324542381328,6.0,-6.72,3.15,1,,elBrujo,,3.0,2.0,,,,2.0,,,1.0,,2.0,,,0.132,1.0,,1.0,,,,,1.0,1.0,1.0,0.5434,,,,,,
13472600,home,Corinthians,Hugo,,,hugo,Hugo,D,,179.0,3173,M,1017827,EUR,872812800,M,46,46,False,21.0,17.0,1.0,,0.0,8.0,10.0,9.0,11.0,5.0,,,,78.0,42.0,6.3,12.0,0.0149256,36.944737337475,6.0,2.94,7.35,2,,,1.0,9.0,5.0,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,0.2624,2.0,,3.0,,5.0,,1.0,,,,,1.0,2.0,,,,
13472600,home,Corinthians,Kayke Ferrari,,,kayke-ferrari,Kayke,F,31,179.0,2773,M,1411152,EUR,1083110400,F,31,31,False,27.0,23.0,1.0,,1.0,9.0,11.0,14.0,16.0,3.0,,,,90.0,45.0,7.1,12.0,0.224608,53.002349340024,10.0,-0.84,4.83,2,,,,8.0,4.0,,,,,,,3.0,2.0,2.0,,1.0,0.3688,3.0,2.0,2.0,1.0,3.0,1.0,,4.0,,,,1.0,1.0,2.0,,,
13472600,home,Corinthians,Ángel Romero,,,angel-romero,Á. Romero,F,29,177.0,10605,M,1197041,EUR,710208000,F,11,11,False,13.0,13.0,,,0.0,3.0,3.0,10.0,10.0,,,,,62.0,21.0,7.1,1.0,0.510315,34.24510766676,4.0,-0.94499999999999,5.355,1,,ÁRomero,1.0,,6.0,,,,2.0,1.0,,1.0,2.0,,,,0.0878,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,True,,
13472600,home,Corinthians,Talles Magno,,,talles-magno,T. Magno,F,43,186.0,7732,M,985860,EUR,1025049600,F,43,43,False,21.0,17.0,1.0,,0.0,8.0,9.0,9.0,12.0,4.0,,,,61.0,42.0,6.8,8.0,0.0162074,101.4912823762,12.0,24.57,12.39,3,,TallesMagico,,2.0,12.0,,,,3.0,1.0,,2.0,6.0,1.0,,1.0,1.2478,4.0,3.0,1.0,,,,,,1.0,,0.6983,2.0,1.0,,,,
13472600,home,Corinthians,Matheuzinho,,,matheuzinho,Matheuzinho,D,2,171.0,7286,M,931540,EUR,968371200,D,2,2,True,22.0,17.0,2.0,1.0,0.0,7.0,8.0,10.0,14.0,,,,,45.0,34.0,6.4,10.0,0.0110721,77.37941265693,9.0,70.875,14.595,1,,mateuzinhoo,1.0,3.0,1.0,3.0,,,,,,,,1.0,1.0,,0.1091,,,3.0,,1.0,,,,1.0,,,1.0,,,,,
13472600,home,Corinthians,Raniele,,,raniele,Raniele,M,14,184.0,6186,M,866392,EUR,851990400,M,14,14,True,8.0,4.0,,,0.0,4.0,6.0,,2.0,2.0,,,,45.0,18.0,6.7,8.0,0.00018636,86.730461741056,7.0,32.97,38.955,2,,R14niele,,2.0,,1.0,1.0,1.0,,,1.0,2.0,,1.0,,,0.3478,1.0,,,,,,,,1.0,,0.0137,1.0,1.0,,,,
