match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_keyPass,stat_totalContest,stat_wonContest,stat_wonTackle,captain,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_blockedScoringAttempt,stat_crossNotClaimed,stat_goodHighClaim,stat_punches,stat_bigChanceMissed
11077467,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,23.0,9.0,19.0,5.0,5.0,7.0,4.0,16.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,90.0,31.0,4.8,15.0,0.0,0.0,0.00074615,0,-1.4083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11077467,home,West Ham United,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,,281277,EUR,843264000,D,24,24,False,15.0,11.0,,,3.0,5.0,8.0,11.0,2.0,4.0,1.0,4.0,,1.0,,1.0,,,,,63.0,34.0,6.8,9.0,0.0,0.0,0.005318,0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11077467,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,False,21.0,16.0,3.0,2.0,11.0,13.0,5.0,8.0,4.0,,,,,,,,,,,,90.0,29.0,6.3,6.0,0.602,0.4821,0.0329154,1,,,,2.0,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11077467,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,nayefaguard,877102,EUR,828144000,D,27,27,False,43.0,28.0,8.0,2.0,18.0,24.0,10.0,19.0,3.0,2.0,,6.0,,,1.0,1.0,,,,,90.0,50.0,5.3,17.0,0.0,0.0,0.0120367,0,,,2.0,1.0,,,,,,,2.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,
11077467,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,D,33,33,False,38.0,32.0,1.0,,12.0,14.0,20.0,26.0,7.0,6.0,1.0,6.0,,2.0,,,,,,,90.0,56.0,5.9,9.0,0.0,0.0,0.00753507,0,,2.0,1.0,2.0,,1.0,2.0,3.0,,,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,
11077467,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,9.0,8.0,1.0,1.0,3.0,3.0,5.0,6.0,3.0,2.0,,5.0,,,,1.0,,,,,63.0,13.0,6.3,2.0,0.0,0.0,0.00310463,0,,,1.0,,,,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
11077467,home,West Ham United,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,63.0,56.0,5.0,4.0,22.0,24.0,34.0,40.0,4.0,8.0,,14.0,,1.0,,1.0,,,,,90.0,84.0,7.2,12.0,0.0732,0.0,0.0832409,1,,1.0,2.0,4.0,,,,,,,1.0,3.0,,,1.0,1.0,5.0,5.0,,True,1.0,,,,,,,,,
11077467,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,15.0,11.0,1.0,,4.0,6.0,8.0,17.0,11.0,5.0,2.0,4.0,,1.0,,1.0,,,,,90.0,42.0,6.4,19.0,0.0877,0.0,0.215509,2,,8.0,,,,,2.0,,,,3.0,2.0,,,1.0,1.0,6.0,2.0,,,2.0,1.0,1.0,1.0,1.0,,,,,
11077467,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,11,11,False,41.0,31.0,3.0,2.0,14.0,15.0,17.0,26.0,11.0,10.0,2.0,5.0,,5.0,,2.0,,,,,90.0,69.0,6.5,18.0,0.0768,0.3614,0.0152548,1,,,,3.0,,,2.0,1.0,,,2.0,4.0,1.0,,,1.0,5.0,3.0,3.0,,,,,,,,,,,
11077467,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,M,22,22,False,22.0,18.0,1.0,1.0,6.0,7.0,13.0,19.0,4.0,3.0,1.0,6.0,,,,1.0,,,,,63.0,34.0,6.3,11.0,0.0,0.0,0.0315241,0,,4.0,,,,,1.0,,,,,2.0,,,,1.0,3.0,2.0,,,,,1.0,,,,,,,
