match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,stat_bigChanceMissed,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented
12437638,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200.0,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,24.0,22.0,4.0,2.0,0.0,21.0,22.0,1.0,2.0,1.0,11.0,1.0,90.0,32.0,6.9,2.0,0.00084472,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437638,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173.0,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,54.0,49.0,5.0,4.0,0.0,13.0,15.0,36.0,41.0,1.0,,,90.0,74.0,7.9,9.0,0.0387528,0,True,2.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437638,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186.0,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,80.0,74.0,6.0,5.0,1.0,34.0,36.0,40.0,45.0,2.0,7.0,,90.0,93.0,8.2,8.0,0.034031,0,,1.0,7.0,7.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
12437638,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191.0,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,85.0,79.0,8.0,6.0,0.0,36.0,38.0,43.0,47.0,,6.0,,90.0,93.0,7.5,6.0,0.0560609,2,,,2.0,5.0,,2.0,,,,,1.0,2.0,3.0,,,,,2.0,1.0,2.0,0.199,,,,,,,,,,,,,,
12437638,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170.0,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,60.0,57.0,3.0,2.0,0.0,18.0,19.0,41.0,44.0,2.0,5.0,,90.0,78.0,7.8,5.0,0.198839,0,,3.0,2.0,6.0,,1.0,,3.0,3.0,,2.0,1.0,1.0,1.0,,,,2.0,,,,2.0,1.0,,,,,,,,,,,,
12437638,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181.0,375509,M,Fede,831808,EUR,901065600,M,8,8,False,59.0,55.0,2.0,2.0,0.0,10.0,12.0,45.0,49.0,2.0,2.0,,90.0,75.0,8.4,7.0,0.0738642,2,,2.0,3.0,4.0,2.0,2.0,,3.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,0.0194,,,1.0,1.0,1.0,0.1291,,,,,,,,
12437638,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188.0,145918,M,ATchouaméni,859025,EUR,948931200,M,14,14,False,90.0,86.0,5.0,4.0,0.0,16.0,18.0,70.0,72.0,1.0,8.0,,90.0,103.0,7.7,5.0,0.117663,1,,,6.0,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,3.0,,0.0203,,,1.0,,,,,,,,,,,
12437638,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174.0,699716,M,Rodrygo,910536,EUR,978998400,M,11,11,False,43.0,37.0,,,1.0,1.0,1.0,36.0,44.0,,3.0,,69.0,57.0,7.1,14.0,0.0478524,0,,2.0,5.0,2.0,1.0,,,,,2.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,
12437638,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176.0,399381,M,AGüler,1091116,EUR,1109289600,M,15,15,False,43.0,37.0,,,0.0,4.0,4.0,34.0,43.0,,2.0,,69.0,64.0,7.6,13.0,0.429035,5,,4.0,5.0,7.0,,,,3.0,,,1.0,1.0,,,4.0,1.0,,3.0,1.0,2.0,0.5252,1.0,2.0,,3.0,,0.2547,Arda Guler,,,,,,,
12437638,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176.0,1170289,M,ViniJr,868812,EUR,963360000,M,7,7,False,35.0,30.0,,,0.0,1.0,1.0,29.0,35.0,,2.0,,85.0,57.0,7.1,16.0,0.480154,1,,1.0,9.0,7.0,,,,,,1.0,3.0,1.0,,3.0,9.0,5.0,1.0,2.0,1.0,1.0,0.0458,,,,,,,,,,,,,,
