match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_dispossessed,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_punches,stat_errorLeadToAGoal
12436535,home,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,13,13,False,21.0,11.0,16.0,6.0,0.0,6.0,9.0,5.0,12.0,1.0,1.0,2.0,11.0,3.0,4.0,5.0,1.0,1.0,90.0,39.0,7.8,10.0,0.00724374,0,0.8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436535,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,18.0,14.0,3.0,1.0,0.0,5.0,7.0,11.0,13.0,,2.0,2.0,3.0,,,,,,90.0,37.0,7.0,7.0,0.13514,0,,True,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12436535,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,26.0,17.0,,,0.0,12.0,17.0,5.0,9.0,3.0,3.0,7.0,,,,,,,90.0,38.0,7.0,9.0,0.00137256,2,,,,,3.0,3.0,,1.0,,,,,1.0,1.0,1.0,0.0861,,,,,,,,,,,,,,,,
12436535,home,Bournemouth,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,deanhuijsen,1176744,EUR,1113436800,D,2,2,False,38.0,27.0,11.0,1.0,0.0,10.0,11.0,17.0,27.0,2.0,2.0,8.0,2.0,,,,,,90.0,51.0,6.7,12.0,0.00621566,0,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
12436535,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,34.0,23.0,4.0,2.0,0.0,6.0,9.0,18.0,30.0,,1.0,3.0,5.0,,,,,,90.0,60.0,7.0,17.0,0.117585,0,,,5.0,1.0,,,,,,,,2.0,,,2.0,,Milos,Kerkez,1.0,1.0,1.0,1.0,,,,,,,,,,
12436535,home,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175,2918,M,,800419,EUR,918950400,M,12,12,False,36.0,28.0,3.0,1.0,0.0,14.0,19.0,14.0,17.0,,2.0,3.0,5.0,,,,,,90.0,56.0,6.9,13.0,0.147977,0,,,,,2.0,6.0,,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,2.0,3.0,1.0,,,,,,,,
12436535,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178,2382,M,,1104986,EUR,1061424000,M,8,8,False,25.0,19.0,4.0,3.0,0.0,6.0,8.0,13.0,19.0,1.0,3.0,2.0,4.0,,,,,,72.0,37.0,6.5,11.0,0.0203969,0,,,2.0,,1.0,9.0,6.0,,,2.0,1.0,1.0,,,1.0,,Alex Scott,,1.0,,,2.0,,,,,,,,,,
12436535,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,18.0,15.0,2.0,1.0,0.0,2.0,2.0,13.0,16.0,,2.0,3.0,5.0,,,,,,85.0,40.0,7.8,12.0,0.00586509,2,,,,,1.0,5.0,,1.0,2.0,,1.0,,1.0,,2.0,0.178,,,1.0,,,3.0,2.0,1.0,1.0,1.0,0.6939,,,,,
12436535,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,22.0,21.0,,,0.0,6.0,6.0,15.0,18.0,,2.0,,3.0,,,,,,72.0,35.0,6.8,7.0,0.0682971,1,,,2.0,,2.0,5.0,1.0,,,2.0,1.0,1.0,1.0,,,0.0298,,,1.0,,,3.0,,,,,,,,,,
12436535,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,17.0,12.0,,,0.0,2.0,3.0,11.0,19.0,2.0,7.0,2.0,5.0,,,,,,89.0,50.0,7.5,19.0,0.04103,3,,,5.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,,1.0,3.0,,3.0,0.2333,Dango Ouattara,,,,,5.0,2.0,2.0,,,,1.0,1.0,,,
