match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_ownGoals,stat_totalContest,stat_totalCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,captain,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_goodHighClaim,stat_punches
11409209,home,Portimonense SAD,Vinicius Silvestre,vinicius-silvestre,Vinicius,G,25,195,226,M,559582,EUR,764812800,G,12,12,False,25.0,21.0,11.0,7.0,18.0,18.0,3.0,7.0,5.0,3.0,3.0,90.0,33.0,6.2,4.0,0.0,0.0,0.00069776,0,-1.8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409209,home,Portimonense SAD,Rafael Alcobia,rafael-alcobia,R. Alcobia,D,76,187,18,M,1170628,EUR,1056240000,D,76,76,False,67.0,54.0,12.0,4.0,36.0,37.0,18.0,30.0,4.0,,,90.0,79.0,6.4,15.0,0.0,0.0,0.0146668,0,,,,2.0,4.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11409209,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,72.0,65.0,5.0,3.0,51.0,55.0,14.0,17.0,11.0,,,90.0,93.0,6.1,8.0,0.2316,0.0,0.00953702,1,,,,3.0,4.0,7.0,,6.0,2.0,2.0,1.0,,1.0,,5.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,
11409209,home,Portimonense SAD,Moustapha Seck,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,D,14,14,False,29.0,24.0,5.0,3.0,16.0,19.0,8.0,10.0,2.0,,,45.0,32.0,6.1,5.0,0.0,0.0,0.00268519,0,,,,,1.0,2.0,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
11409209,home,Portimonense SAD,Guga,guga,Guga,D,32,178,71,M,1515162,EUR,1066867200,M,27,27,False,13.0,10.0,1.0,1.0,7.0,7.0,3.0,6.0,3.0,,,45.0,29.0,6.2,6.0,0.0,0.0,0.00270512,0,,Guga,,,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
11409209,home,Portimonense SAD,Paulo Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,20,20,False,54.0,45.0,6.0,2.0,25.0,28.0,20.0,31.0,6.0,,,83.0,69.0,6.8,15.0,0.0362,0.2181,0.0189611,1,,Paulo,Estrela,,3.0,5.0,,1.0,2.0,1.0,,1.0,3.0,,2.0,,,,2.0,,,,5.0,1.0,1.0,,,,,,,,,,
11409209,home,Portimonense SAD,Maurício,mauricio,Maurício,M,27,180,163,M,33538,EUR,593395200,M,8,8,False,44.0,41.0,1.0,1.0,16.0,17.0,25.0,27.0,2.0,,,83.0,58.0,7.2,7.0,0.2199,0.0,0.0264661,1,,,,2.0,6.0,7.0,1.0,,5.0,5.0,2.0,2.0,4.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
11409209,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,M,18,18,False,42.0,36.0,3.0,1.0,18.0,19.0,19.0,32.0,7.0,,,90.0,73.0,6.7,20.0,0.0,0.0,0.190701,0,,,,1.0,9.0,6.0,1.0,3.0,5.0,2.0,4.0,,3.0,2.0,,,,,,,,2.0,9.0,3.0,,1.0,1.0,1.0,,,,,,,
11409209,home,Portimonense SAD,Carlinhos,carlinhos,Carlinhos,M,11,179,118,M,244787,EUR,772243200,F,11,11,False,44.0,31.0,5.0,3.0,11.0,12.0,20.0,35.0,4.0,,,90.0,60.0,6.8,21.0,0.0,0.0,0.128011,0,,,,,5.0,5.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,1.0,,,3.0,3.0,,,,2.0,,True,,,,,,
11409209,home,Portimonense SAD,Ronie Carrillo,ronie-carrillo,R. Carrillo,F,22,186,278,M,873891,EUR,842140800,F,19,19,False,23.0,17.0,1.0,1.0,5.0,6.0,13.0,18.0,2.0,,,90.0,36.0,7.6,10.0,0.5356,0.4139,0.0538167,3,,,,2.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,
