match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_challengeLost,stat_wonContest,stat_dispossessed,stat_bigChanceMissed,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_punches
12624854,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,37.0,34.0,10.0,7.0,0.0,31.0,31.0,3.0,6.0,1.0,8.0,2.0,2.0,90.0,48.0,7.4,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624854,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,27.0,18.0,4.0,1.0,0.0,8.0,10.0,10.0,18.0,6.0,2.0,,,90.0,58.0,7.2,14.0,0,True,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12624854,home,Al-Fayha,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,21,21,False,39.0,28.0,10.0,5.0,0.0,16.0,21.0,12.0,19.0,4.0,2.0,,,87.0,49.0,7.0,13.0,1,,1.0,,1.0,,1.0,,3.0,,,,,,,1.0,,,,,,,,,,,,,,
12624854,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,47.0,43.0,6.0,4.0,0.0,35.0,36.0,8.0,11.0,6.0,9.0,,,90.0,61.0,7.6,4.0,1,,,,1.0,1.0,2.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
12624854,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,52.0,45.0,5.0,1.0,0.0,40.0,42.0,5.0,10.0,3.0,3.0,,,90.0,66.0,7.2,9.0,2,,,1.0,,4.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,
12624854,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,D,25,25,False,32.0,25.0,3.0,1.0,0.0,13.0,16.0,12.0,19.0,1.0,4.0,,,90.0,59.0,7.2,17.0,2,,3.0,,,3.0,4.0,2.0,1.0,2.0,1.0,4.0,,,,2.0,,,1.0,,,2.0,2.0,1.0,1.0,,,,,
12624854,home,Al-Fayha,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,15.0,10.0,,,0.0,2.0,3.0,8.0,12.0,,1.0,,,86.0,40.0,6.8,15.0,0,,,,,6.0,9.0,3.0,2.0,5.0,1.0,7.0,3.0,,,,,,1.0,,2.0,1.0,1.0,,,,,,,
12624854,home,Al-Fayha,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,358890,EUR,835401600,M,20,20,False,62.0,53.0,5.0,4.0,0.0,25.0,29.0,31.0,37.0,2.0,9.0,,,90.0,78.0,7.2,14.0,0,,4.0,,1.0,6.0,5.0,1.0,,2.0,2.0,,1.0,,,,,,1.0,,2.0,1.0,4.0,,2.0,3.0,,,,
12624854,home,Al-Fayha,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170.0,264,M,153964,EUR,685238400,M,8,8,False,54.0,44.0,9.0,7.0,0.0,19.0,20.0,27.0,37.0,,8.0,,,86.0,75.0,7.4,18.0,0,,3.0,,,7.0,6.0,5.0,,1.0,1.0,2.0,2.0,Alejandro,Pozuelo,,,,2.0,,1.0,3.0,2.0,,2.0,2.0,,,,
12624854,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,10,10,False,24.0,18.0,,,0.0,5.0,5.0,13.0,20.0,,5.0,,,90.0,62.0,7.7,22.0,3,,1.0,,,8.0,12.0,17.0,1.0,1.0,,5.0,1.0,,,2.0,,,1.0,1.0,,10.0,1.0,,1.0,,fashionjr10,1.0,1.0,
12624854,home,Al-Fayha,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400,F,9,9,False,24.0,17.0,1.0,1.0,0.0,5.0,5.0,12.0,19.0,,5.0,,,90.0,31.0,6.9,10.0,0,,,3.0,1.0,7.0,4.0,1.0,,2.0,1.0,2.0,,,,,,,2.0,2.0,2.0,1.0,,,2.0,,,,,
12624854,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,True,6.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,5.0,,,,,21.0,11.0,6.4,4.0,0,,,,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
12624854,home,Al-Fayha,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175.0,741,M,809220,EUR,865468800,F,7,7,True,5.0,3.0,1.0,,0.0,,,3.0,5.0,,2.0,,,21.0,10.0,6.7,4.0,0,,,1.0,,2.0,3.0,4.0,,,,1.0,,,,,,,,1.0,,3.0,,,,,,,,
