match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_challengeLost,stat_bigChanceCreated,captain,stat_accurateCross,stat_hitWoodwork,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed
11406768,home,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189.0,1760,M,913762,EUR,1000684800,G,35,35,False,29.0,18.0,18.0,7.0,14.0,14.0,4.0,15.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,90.0,37.0,7.1,11.0,0.00071512,0,0.0395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406768,home,Lazio,Patric,patric,Patric,D,4,184.0,495,M,217784,EUR,735004800,D,4,4,False,50.0,45.0,2.0,1.0,35.0,37.0,10.0,14.0,1.0,2.0,3.0,2.0,,,,,90.0,65.0,7.0,9.0,0.00864837,0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11406768,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185.0,1922,M,227864,EUR,789868800,D,13,13,False,63.0,59.0,4.0,2.0,48.0,50.0,11.0,13.0,5.0,6.0,6.0,2.0,,,,,90.0,76.0,7.1,7.0,0.0685635,0,,,,,2.0,5.0,,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11406768,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191.0,431,M,862697,EUR,887414400,D,15,15,False,56.0,50.0,4.0,3.0,37.0,39.0,13.0,17.0,,1.0,2.0,3.0,,,,,60.0,60.0,6.8,6.0,0.00334422,0,,,,,,3.0,1.0,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,
11406768,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181.0,3333,M,976381,EUR,987638400,M,18,18,False,24.0,18.0,3.0,,13.0,15.0,5.0,10.0,2.0,3.0,1.0,2.0,,,,,60.0,39.0,6.6,14.0,0.0100629,2,,,,1.0,1.0,5.0,,,2.0,,4.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,0.1082,0.2626,,,,,,,,,,
11406768,home,Lazio,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184.0,6890,M,794338,EUR,839203200,M,6,6,False,60.0,52.0,4.0,2.0,25.0,26.0,27.0,34.0,,5.0,,8.0,,,,,90.0,83.0,7.3,16.0,0.267936,1,,,,,2.0,10.0,2.0,,1.0,,4.0,3.0,3.0,2.0,2.0,3.0,,1.0,,,0.0211,,kamadadaichi,1.0,1.0,,,,,,,
11406768,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185.0,7016,M,852404,EUR,924048000,M,8,8,False,51.0,46.0,2.0,2.0,16.0,18.0,30.0,34.0,,2.0,1.0,5.0,,,,,90.0,66.0,7.0,9.0,0.107868,1,,,,1.0,3.0,6.0,2.0,,1.0,,1.0,,1.0,2.0,,1.0,,1.0,,,0.0273,,MatteoGuendouzi,,,,,,,,,
11406768,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185.0,1131,M,267619,EUR,719280000,M,77,77,False,44.0,41.0,3.0,3.0,26.0,28.0,16.0,19.0,3.0,7.0,5.0,3.0,,,,,90.0,68.0,7.5,5.0,0.0701204,0,,,,3.0,,1.0,2.0,2.0,,,,2.0,1.0,,2.0,,,,,1.0,,,,,,True,1.0,,,,,
11406768,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175.0,6043,M,152276,EUR,734832000,F,7,7,False,38.0,31.0,,,16.0,18.0,15.0,21.0,,2.0,,6.0,,,,,87.0,57.0,7.1,15.0,0.0388635,2,,,,1.0,,4.0,1.0,,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,,,2.0,,0.0616,0.414,F_Andersoon,1.0,,,,1.0,,,,
11406768,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182.0,1864,M,111416,EUR,717638400,F,10,10,False,63.0,50.0,3.0,2.0,20.0,22.0,32.0,45.0,2.0,5.0,,7.0,,,,,76.0,83.0,8.0,18.0,0.249731,4,,,,4.0,,1.0,1.0,1.0,1.0,,,1.0,,3.0,,1.0,1.0,2.0,,2.0,0.2268,,,,1.0,,2.0,,1.0,2.0,,
