match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_outfielderBlock,stat_dispossessed,stat_shotOffTarget,stat_penaltyWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_penaltyConceded
11392836,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,34.0,27.0,15.0,8.0,25.0,29.0,2.0,5.0,1.0,1.0,2.0,13.0,2.0,1.0,1.0,1.0,90.0,43.0,6.4,8.0,0.0,0.0,0.00026747,0,-1.2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392836,home,Stade de Reims,Ibrahim Diakité,Ibrahim Diakité,,ibrahim-diakite,I. Diakité,D,2,178,2213,M,1168646,EUR,1067558400,D,41,41,False,42.0,34.0,4.0,4.0,17.0,19.0,18.0,27.0,2.0,7.0,2.0,9.0,,,,,86.0,69.0,6.6,14.0,0.0,0.0,0.0354006,0,,4.0,1.0,2.0,8.0,1.0,5.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11392836,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,48.0,39.0,13.0,7.0,26.0,30.0,13.0,18.0,4.0,8.0,6.0,4.0,,,,,90.0,66.0,6.6,10.0,0.0,0.0,0.00974405,0,,,,2.0,7.0,4.0,,,4.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11392836,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,53.0,43.0,10.0,4.0,30.0,33.0,13.0,20.0,1.0,2.0,3.0,8.0,,,,,90.0,62.0,6.5,10.0,0.0,0.0,0.0124604,0,,,,5.0,5.0,,,,1.0,,,,1.0,1.0,,True,2.0,,,,,,,,,,,,,,,
11392836,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,46.0,32.0,12.0,7.0,11.0,13.0,21.0,36.0,1.0,6.0,1.0,3.0,,,,,90.0,74.0,6.4,20.0,0.0505,0.0,0.0272969,1,,3.0,,2.0,7.0,2.0,2.0,1.0,,,1.0,1.0,4.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,
11392836,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,15.0,11.0,2.0,1.0,3.0,4.0,9.0,13.0,2.0,5.0,,4.0,,,,,90.0,30.0,6.9,9.0,0.0,0.0,0.201044,0,,2.0,1.0,1.0,9.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,,1.0,,,,,,,,,,,,
11392836,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,54.0,45.0,5.0,2.0,21.0,22.0,24.0,32.0,3.0,5.0,,8.0,,,,,90.0,62.0,6.5,11.0,0.0,0.0,0.0299405,0,,,,,4.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11392836,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,53.0,47.0,5.0,5.0,17.0,19.0,32.0,45.0,,11.0,,5.0,,,,,86.0,92.0,8.4,22.0,0.8334,0.9628,0.152879,3,,11.0,2.0,,2.0,,5.0,5.0,2.0,4.0,,,2.0,2.0,4.0,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,
11392836,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,7,7,False,29.0,20.0,2.0,,3.0,5.0,17.0,38.0,4.0,7.0,,6.0,,,,,90.0,63.0,7.0,32.0,0.026,0.0,0.30286,1,,14.0,,,8.0,1.0,3.0,1.0,,2.0,1.0,2.0,,,3.0,,,4.0,,,,1.0,,ItouJky,1.0,1.0,,,,,,
11392836,home,Stade de Reims,Mohamed Daramy,,,mohamed-daramy,M. Daramy,F,9,180,1589,M,957279,EUR,1010361600,F,9,9,False,12.0,8.0,,,2.0,2.0,7.0,12.0,,,,3.0,,,,,75.0,29.0,6.2,15.0,0.2406,0.0943,0.129234,3,,2.0,1.0,2.0,9.0,3.0,3.0,,,,,1.0,,,6.0,,1.0,1.0,,,1.0,2.0,,,1.0,,1.0,,,,,
