match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_punches,stat_goals,stat_hitWoodwork
10411625,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,48.0,27.0,31.0,10.0,20.0,22.0,7.0,26.0,1.0,16.0,2.0,2.0,1.0,4.0,90.0,65.0,7.1,21.0,0.0,0.0,0.00610982,0,0.3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411625,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,76.0,68.0,4.0,,46.0,50.0,22.0,26.0,2.0,4.0,,,,,90.0,86.0,6.3,8.0,0.1096,0.3716,0.0116486,1,,,,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411625,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,44.0,42.0,3.0,1.0,34.0,35.0,8.0,9.0,,3.0,,,,,45.0,47.0,6.5,3.0,0.0,0.0,0.00384994,0,,,,,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10411625,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,56.0,48.0,3.0,1.0,32.0,39.0,16.0,18.0,2.0,8.0,,,,,90.0,73.0,6.9,11.0,0.0765,0.0,0.00540764,1,,,,4.0,4.0,5.0,9.0,,,,1.0,,,,,2.0,2.0,1.0,True,1.0,1.0,1.0,3.0,,,,,,,,,,
10411625,home,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,M,17,17,False,46.0,33.0,5.0,1.0,19.0,21.0,15.0,28.0,,1.0,,,,,81.0,68.0,6.4,19.0,0.1301,0.0,0.0338266,2,,,,1.0,1.0,4.0,4.0,,,,,,1.0,1.0,1.0,,,,,3.0,2.0,1.0,2.0,stephane_singo,1.0,1.0,,,,,,,
10411625,home,Torino,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,10,10,False,32.0,28.0,,,13.0,15.0,15.0,18.0,,2.0,,,,,45.0,39.0,6.6,5.0,0.0,0.0,0.00864743,0,,,,1.0,,1.0,2.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,
10411625,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,64.0,56.0,2.0,1.0,23.0,25.0,34.0,41.0,2.0,4.0,,,,,90.0,77.0,7.0,13.0,0.0,0.0,0.183407,0,,,,,2.0,2.0,5.0,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,1.0,,,,1.0,,1.0,,,,,,
10411625,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,27,27,False,57.0,43.0,8.0,1.0,13.0,18.0,30.0,47.0,2.0,7.0,,,,,90.0,91.0,6.1,32.0,0.0,0.0,0.0958588,0,,,,2.0,1.0,8.0,2.0,,,,1.0,,2.0,3.0,,1.0,1.0,2.0,,8.0,1.0,,,,,,1.0,,,,,,
10411625,home,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182,4256,M,324353,EUR,813888000,F,59,59,False,25.0,18.0,1.0,,9.0,10.0,9.0,17.0,,1.0,,,,,67.0,38.0,6.6,14.0,0.1401,0.2065,0.0051788,2,,,,1.0,,5.0,2.0,,1.0,,,,,,,,,1.0,,2.0,4.0,1.0,2.0,Miranchuk,,,,,,,,,
10411625,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,42.0,35.0,,,7.0,7.0,29.0,39.0,,6.0,,,,,90.0,61.0,6.6,16.0,0.294,0.0566,0.115964,2,,,,2.0,1.0,9.0,4.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,1.0,,4.0,4.0,1.0,1.0,niksivlasic_,1.0,,3.0,1.0,1.0,,,,
10411625,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,27.0,21.0,,,8.0,9.0,13.0,18.0,,2.0,,,,,67.0,34.0,6.6,9.0,0.0,0.0,0.0116275,0,,,,5.0,1.0,5.0,2.0,,,,,,,,,,,3.0,,,,,1.0,,,,1.0,,2.0,,,,
