match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot,stat_clearanceOffLine
12451006,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,33.0,26.0,20.0,13.0,0.0,17.0,19.0,9.0,14.0,10.0,2.0,3.0,4.0,1.0,1.0,90.0,44.0,8.5,7.0,0.0283349,0,0.8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451006,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,D,29,29,False,,49.0,42.0,3.0,2.0,0.0,11.0,13.0,31.0,38.0,2.0,,,,,,78.0,70.0,7.0,14.0,0.0455909,1,,przemek.franek_,2.0,2.0,8.0,7.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0656,1.0,,,,,,,,,,,,,,,,
12451006,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,47.0,44.0,6.0,4.0,0.0,21.0,22.0,23.0,25.0,2.0,,,,,,90.0,61.0,7.8,4.0,0.0221061,3,,,,3.0,3.0,4.0,1.0,,,,,2.0,1.0,1.0,1.0,0.1016,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
12451006,home,RC Lens,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,False,,26.0,22.0,3.0,1.0,0.0,13.0,14.0,9.0,13.0,4.0,,,,,,90.0,48.0,8.2,6.0,0.00240681,2,,abdukodir_khusanov,1.0,3.0,2.0,4.0,,,,,,6.0,1.0,1.0,,0.0837,,2.0,1.0,4.0,5.0,1.0,1.0,,,,,,,,,,
12451006,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,D,3,3,False,,39.0,32.0,4.0,2.0,0.0,16.0,18.0,19.0,30.0,4.0,,,,,,90.0,63.0,7.1,16.0,0.270527,1,,,9.0,3.0,4.0,5.0,,,3.0,2.0,,2.0,,,2.0,0.0302,1.0,1.0,1.0,,,,,,,3.0,,,,,,,
12451006,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,False,,52.0,46.0,2.0,1.0,0.0,17.0,19.0,33.0,42.0,9.0,,,,,,90.0,78.0,7.9,17.0,0.293632,2,,,9.0,,11.0,6.0,4.0,1.0,2.0,,,,3.0,3.0,3.0,0.057,5.0,1.0,,,,3.0,2.0,,,4.0,3.0,0.1841,,,,,
12451006,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,M,14,14,False,,55.0,50.0,6.0,3.0,0.0,25.0,27.0,25.0,29.0,9.0,,,,,,90.0,69.0,6.7,11.0,0.0568723,0,,,1.0,,4.0,3.0,,1.0,3.0,,,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,
12451006,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,M,11,11,False,,37.0,32.0,3.0,2.0,0.0,8.0,9.0,27.0,31.0,5.0,,,,,,59.0,54.0,7.3,10.0,0.485866,3,,,3.0,,5.0,3.0,,2.0,3.0,,2.0,,1.0,1.0,,0.163,3.0,,,1.0,,,1.0,,,3.0,2.0,0.0484,,,,,
12451006,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,False,,44.0,36.0,,,0.0,11.0,14.0,25.0,30.0,7.0,,,,,,89.0,60.0,7.1,12.0,0.132554,4,,,,,8.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.1138,1.0,1.0,2.0,,,1.0,,,,,1.0,,,,,,
12451006,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,M,22,22,False,,19.0,15.0,1.0,,0.0,5.0,5.0,10.0,16.0,1.0,,,,,,59.0,31.0,6.8,12.0,0.0702637,1,,,2.0,1.0,5.0,3.0,,1.0,4.0,1.0,,,1.0,1.0,1.0,0.0826,1.0,,,,,2.0,1.0,,,,,0.7028,,,,,
