match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_challengeLost,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_hitWoodwork
11396294,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,34.0,30.0,12.0,8.0,26.0,27.0,4.0,7.0,2.0,12.0,1.0,2.0,2.0,90.0,40.0,6.7,4.0,0.0246707,0,-0.7564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396294,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,69.0,53.0,7.0,2.0,39.0,43.0,14.0,26.0,3.0,5.0,,,,90.0,82.0,7.3,18.0,0.067826,0,,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11396294,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,D,11,11,False,,103.0,85.0,16.0,6.0,54.0,62.0,31.0,42.0,3.0,11.0,,,,90.0,112.0,6.8,19.0,0.0203455,0,,,5.0,3.0,6.0,,,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11396294,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,,82.0,67.0,11.0,3.0,50.0,52.0,17.0,31.0,2.0,8.0,,,,90.0,100.0,6.9,18.0,0.018574,0,,,2.0,5.0,5.0,1.0,,2.0,1.0,,1.0,2.0,,2.0,,,3.0,2.0,,,,,,,,,,,,,,,,
11396294,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,M,3,3,False,,25.0,20.0,3.0,3.0,8.0,8.0,13.0,23.0,2.0,1.0,,,,68.0,46.0,6.9,13.0,0.108586,0,,,2.0,5.0,4.0,1.0,,,,1.0,6.0,,,,,,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,
11396294,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,34.0,27.0,4.0,1.0,15.0,16.0,12.0,18.0,2.0,4.0,,,,90.0,46.0,6.8,10.0,0.0281387,0,,,,2.0,2.0,,1.0,1.0,3.0,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,
11396294,home,TSG Hoffenheim,Umut Tohumcu,umut-tohumcu,U. Tohumcu,M,8,176,432,M,1083410,EUR,1092182400,M,40,40,False,,33.0,30.0,6.0,4.0,17.0,17.0,13.0,16.0,,4.0,,,,68.0,42.0,6.8,5.0,0.0104468,0,,,,3.0,4.0,,,,,,,1.0,4.0,,Umut Tohumcu,,,,,1.0,1.0,,,,,,,,,,,,,
11396294,home,TSG Hoffenheim,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,M,29,29,False,,42.0,35.0,5.0,3.0,14.0,17.0,23.0,36.0,2.0,4.0,,,,82.0,70.0,7.2,20.0,0.247369,2,,,1.0,5.0,5.0,1.0,,,1.0,3.0,11.0,,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.2954,,,,,,,,,
11396294,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,False,,25.0,21.0,,,6.0,6.0,15.0,19.0,2.0,1.0,,,,82.0,42.0,6.8,11.0,0.140582,3,,,1.0,8.0,5.0,2.0,,,4.0,1.0,,2.0,2.0,1.0,,,1.0,,,2.0,2.0,1.0,1.0,1.0,0.4489,1.0,0.0438,,,,,,,
11396294,home,TSG Hoffenheim,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6772,M,252215,EUR,713145600,F,10,10,False,,20.0,13.0,1.0,1.0,2.0,3.0,11.0,17.0,2.0,,,,,68.0,30.0,7.2,8.0,0.0943427,2,,,1.0,6.0,3.0,,,1.0,1.0,2.0,,,,3.0,,,2.0,1.0,,3.0,,,1.0,,0.1937,1.0,0.0715,wout.weghorst,1.0,,,,,
11396294,home,TSG Hoffenheim,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4887,M,980628,EUR,1034812800,F,14,14,False,,19.0,13.0,,,3.0,5.0,10.0,15.0,1.0,1.0,,,,90.0,33.0,6.6,13.0,0.0224996,1,,,1.0,4.0,3.0,,,1.0,4.0,,1.0,,1.0,1.0,,,,,,1.0,3.0,1.0,,1.0,0.0991,,,,1.0,,,,,
11396294,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,True,,9.0,5.0,,,3.0,4.0,2.0,6.0,,,,,,22.0,18.0,6.5,8.0,0.00187204,1,,,1.0,2.0,3.0,,,,,,1.0,,,,,,2.0,1.0,,2.0,,,,1.0,0.0155,,,,,,,,,
11396294,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,True,,17.0,11.0,4.0,2.0,4.0,7.0,7.0,10.0,,2.0,,,,22.0,24.0,6.7,8.0,0.0673333,0,,,1.0,1.0,5.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
