match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,captain,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot,stat_bigChanceCreated
12499305,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,42.0,26.0,26.0,10.0,0.0,18.0,19.0,8.0,23.0,9.0,2.0,2.0,3.0,90.0,50.0,6.9,17.0,0.00490252,0,0.2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499305,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,40.0,26.0,6.0,3.0,0.0,15.0,16.0,11.0,24.0,7.0,,,,90.0,67.0,7.8,16.0,0.0203986,0,,2.0,1.0,8.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
12499305,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,False,40.0,28.0,8.0,2.0,0.0,25.0,30.0,3.0,10.0,4.0,,,,90.0,59.0,7.0,13.0,0.033956,0,,2.0,2.0,5.0,7.0,1.0,,,,7.0,,,2.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12499305,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,36.0,34.0,5.0,4.0,0.0,32.0,32.0,2.0,4.0,9.0,,,,51.0,45.0,6.2,3.0,0.00084647,0,,,,2.0,1.0,,1.0,,,4.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12499305,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,,98212,EUR,751248000,D,22,22,False,33.0,27.0,2.0,,0.0,21.0,24.0,7.0,13.0,4.0,,,,90.0,52.0,6.6,10.0,0.0279022,0,,2.0,2.0,4.0,3.0,2.0,,,,4.0,,,,,,1.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
12499305,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,M,20,20,False,17.0,15.0,2.0,1.0,0.0,13.0,14.0,2.0,4.0,3.0,,,,68.0,28.0,6.4,7.0,0.00044231,0,,3.0,1.0,8.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,
12499305,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,23.0,22.0,2.0,1.0,0.0,15.0,15.0,7.0,8.0,1.0,,,,90.0,30.0,6.5,2.0,0.00508383,0,,,,1.0,1.0,,,,,3.0,,,1.0,1.0,,,1.0,,,,1.0,True,,,,,,,,,,,,,,,
12499305,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,,1067204,EUR,1042502400,M,80,80,False,4.0,1.0,,,0.0,1.0,1.0,,3.0,2.0,,,,45.0,10.0,6.3,6.0,9.52e-06,0,,,,4.0,1.0,,1.0,,,,,,,1.0,1.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,
12499305,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,F,7,7,False,13.0,9.0,2.0,2.0,0.0,4.0,6.0,5.0,7.0,1.0,,,,54.0,18.0,6.7,5.0,0.00369952,1,,2.0,1.0,3.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,0.0233,,,,,,,,,,,
12499305,home,Bologna,Santiago Castro,santiago-castro,S. Castro,F,9,178,6420,M,,1116577,EUR,1095465600,F,9,9,False,13.0,8.0,2.0,1.0,0.0,4.0,5.0,4.0,8.0,3.0,,,,68.0,33.0,7.2,12.0,0.00479122,3,,6.0,2.0,14.0,6.0,1.0,3.0,6.0,3.0,3.0,,,,1.0,1.0,,1.0,,,,1.0,,Santiago Castro,,1.0,0.0658,1.0,1.0,1.0,1.0,0.1561,,,,,,
