match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_outfielderBlock,stat_accurateCross,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAGoal,stat_penaltyWon
12437849,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,29.0,15.0,21.0,7.0,0.0,9.0,10.0,6.0,19.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,90.0,34.0,6.2,14.0,0.0051266,0,-0.3814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437849,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,23.0,17.0,4.0,2.0,0.0,11.0,13.0,6.0,12.0,8.0,6.0,1.0,1.0,,2.0,4.0,,,,,,,90.0,43.0,6.5,11.0,0.22915,0,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12437849,home,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,1101232,EUR,921024000,D,5,5,False,58.0,49.0,9.0,6.0,1.0,30.0,32.0,19.0,26.0,4.0,4.0,5.0,1.0,,,2.0,,,,,,,90.0,68.0,6.9,10.0,0.0359974,2,,,,4.0,2.0,,,,,1.0,,,1.0,,2.0,abdel.abqar,1.0,1.0,1.0,0.213,,,,,,,,,,
12437849,home,Deportivo Alavés,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,22,22,False,55.0,53.0,4.0,4.0,0.0,31.0,31.0,22.0,24.0,3.0,2.0,,2.0,,1.0,,,,,,,,90.0,61.0,6.5,2.0,0.0107095,0,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
12437849,home,Deportivo Alavés,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,3,3,False,38.0,31.0,6.0,3.0,0.0,12.0,14.0,21.0,28.0,4.0,3.0,,3.0,,,2.0,,,,,,,90.0,56.0,6.4,11.0,0.115195,0,,4.0,3.0,,,,1.0,1.0,,,2.0,2.0,2.0,,1.0,,,,,,,2.0,,,,,,,,
12437849,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,45.0,37.0,7.0,2.0,0.0,8.0,10.0,29.0,35.0,7.0,5.0,2.0,1.0,,1.0,,,,,,,,61.0,55.0,6.3,11.0,0.0176156,0,,,2.0,2.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12437849,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,50.0,40.0,6.0,2.0,0.0,13.0,16.0,27.0,34.0,5.0,5.0,,7.0,,3.0,,,,,,,,78.0,61.0,6.4,12.0,0.018017,0,,,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,True,,,,,
12437849,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,7,7,False,10.0,10.0,,,0.0,3.0,3.0,9.0,11.0,5.0,6.0,,1.0,,2.0,1.0,,,,,,,90.0,29.0,6.6,9.0,0.032766,0,,4.0,2.0,2.0,,1.0,3.0,2.0,,,,,5.0,1.0,1.0,,,,,,,2.0,,,,,,,,
12437849,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,False,21.0,18.0,,,0.0,5.0,5.0,13.0,16.0,2.0,3.0,,1.0,1.0,,1.0,,,,,,,74.0,29.0,6.5,5.0,0.0163718,2,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,0.0747,,,,,,1.0,0.5495,,,
12437849,home,Deportivo Alavés,Tomás Conechny,tomas-conechny,T. Conechny,F,17,170,499,M,822607,EUR,891216000,M,10,10,False,23.0,11.0,2.0,,0.0,1.0,2.0,13.0,26.0,4.0,3.0,1.0,2.0,,1.0,1.0,,,,,,,61.0,39.0,6.8,20.0,0.241495,1,,5.0,3.0,2.0,,1.0,,,,1.0,,,4.0,1.0,2.0,,,,,0.0412,,3.0,,,,1.0,0.1872,,,
