match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_challengeLost,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_errorLeadToAGoal,stat_accurateCross,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11891430,home,Bayer 04 Leverkusen,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,False,36.0,31.0,9.0,5.0,29.0,32.0,2.0,4.0,12.0,1.0,2.0,3.0,3.0,90.0,50.0,6.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11891430,home,Bayer 04 Leverkusen,Edmond Tapsoba,,,edmond-tapsoba,E. Tapsoba,D,12,193,33854,M,883262,EUR,917913600,D,12,12,False,62.0,54.0,9.0,6.0,37.0,38.0,17.0,25.0,7.0,,,,,90.0,71.0,6.5,11.0,0,edmondtapsoba,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11891430,home,Bayer 04 Leverkusen,Jonathan Tah,,,jonathan-tah,J. Tah,D,4,194,9464,M,227672,EUR,823996800,D,4,4,False,71.0,65.0,,,51.0,54.0,14.0,17.0,10.0,,,,,90.0,79.0,7.2,8.0,2,jonatah,,1.0,2.0,2.0,,2.0,,,2.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11891430,home,Bayer 04 Leverkusen,Piero Hincapié,,,piero-hincapie,P. Hincapié,D,5,184,31055,M,1002837,EUR,1010534400,D,3,3,False,93.0,81.0,11.0,5.0,57.0,65.0,24.0,30.0,8.0,,,,,90.0,112.0,7.1,16.0,1,pierohincapie,2.0,,2.0,5.0,,3.0,2.0,4.0,,,,,1.0,,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,
11891430,home,Bayer 04 Leverkusen,Jeremie Frimpong,,,jeremie-frimpong,J. Frimpong,M,30,171,32688,M,970361,EUR,976406400,M,30,30,False,34.0,32.0,,,15.0,17.0,17.0,20.0,5.0,,,,,89.0,65.0,6.6,12.0,0,jeremie_frimpong,3.0,,7.0,8.0,1.0,1.0,,1.0,1.0,,,,11.0,6.0,,,,1.0,,,1.0,2.0,1.0,,,,,,
11891430,home,Bayer 04 Leverkusen,Robert Andrich,,,robert-andrich,R. Andrich,M,8,189,3318,M,168903,EUR,780192000,M,8,8,False,78.0,70.0,6.0,3.0,44.0,45.0,26.0,33.0,6.0,,,,,90.0,88.0,7.1,12.0,1,,,1.0,7.0,3.0,,,,2.0,3.0,2.0,,1.0,1.0,,1.0,,1.0,3.0,2.0,1.0,,,1.0,1.0,,,,,
11891430,home,Bayer 04 Leverkusen,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15693,M,117777,EUR,717552000,M,34,34,False,109.0,96.0,11.0,6.0,60.0,65.0,36.0,44.0,10.0,,,,,90.0,115.0,7.1,16.0,0,Granit_Xhaka,,,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,,,2.0,,,,,,
11891430,home,Bayer 04 Leverkusen,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13084,M,177177,EUR,811555200,M,20,20,False,57.0,51.0,1.0,1.0,25.0,27.0,29.0,38.0,9.0,,,,,90.0,98.0,7.3,20.0,3,grimaldo35,8.0,1.0,9.0,5.0,4.0,,,,1.0,,,1.0,5.0,3.0,1.0,1.0,,2.0,,,1.0,,2.0,,3.0,1.0,,,
11891430,home,Bayer 04 Leverkusen,Jonas Hofmann,,,jonas-hofmann,J. Hofmann,F,7,176,2113,M,142390,EUR,711072000,F,7,7,False,34.0,27.0,3.0,2.0,15.0,16.0,13.0,20.0,1.0,,,,,64.0,45.0,6.6,9.0,1,,2.0,1.0,4.0,2.0,,,,1.0,1.0,,,,,,,1.0,,3.0,,1.0,1.0,,,,1.0,,,,
11891430,home,Bayer 04 Leverkusen,Florian Wirtz,,,florian-wirtz,F. Wirtz,F,7,175,148828,M,1019322,EUR,1051920000,F,10,10,False,66.0,56.0,4.0,3.0,25.0,25.0,32.0,42.0,2.0,,,,,89.0,94.0,8.7,25.0,1,FWirtz,1.0,1.0,11.0,5.0,3.0,,,1.0,6.0,1.0,,,8.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,5.0,,1.0,1.0,2.0,4.0,
