match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,player_firstName,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_challengeLost,stat_goalAssist,captain,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,player_lastName,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented
11450059,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,25.0,22.0,6.0,3.0,22.0,22.0,3.0,6.0,1.0,90.0,30.0,6.8,3.0,0.00016539,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450059,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,40.0,33.0,8.0,5.0,19.0,21.0,24.0,4.0,,90.0,66.0,7.8,15.0,0.624941,1,16.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0205,2.0,,,,,,,,,,,,,,,,,,,,,,
11450059,home,Başakşehir FK,Hamza Güreler,hamza-gureler,H. Güreler,D,15,192,199,M,1562294,EUR,1144627200,D,65,65,False,57.0,54.0,4.0,3.0,46.0,48.0,9.0,6.0,,90.0,66.0,7.3,3.0,0.00662609,1,8.0,,,7.0,6.0,,,,,1.0,,1.0,,2.0,1.0,,0.0342,,Hamza Güreler,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
11450059,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,77.0,72.0,10.0,6.0,60.0,60.0,17.0,4.0,,90.0,83.0,7.8,7.0,0.0101336,1,12.0,,,4.0,2.0,,,,,,1.0,1.0,,1.0,,2.0,0.2779,,,2.0,1.0,,2.0,1.0,1.0,1.0,0.9094,,,,,,,,,,,,,
11450059,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,6,6,False,62.0,53.0,6.0,3.0,29.0,29.0,38.0,11.0,,90.0,89.0,6.9,19.0,0.0373616,0,26.0,5.0,2.0,5.0,6.0,2.0,3.0,1.0,,,3.0,,1.0,,,2.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
11450059,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,False,30.0,27.0,3.0,3.0,7.0,7.0,24.0,5.0,,89.0,39.0,7.1,5.0,0.0192164,0,20.0,1.0,,4.0,4.0,,2.0,2.0,,,1.0,,,2.0,2.0,1.0,,,,,,,2.0,,,1.0,,2.0,,,,,,,,,,,,
11450059,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,20,20,False,54.0,49.0,12.0,7.0,29.0,31.0,25.0,4.0,,89.0,69.0,7.6,9.0,0.720691,1,20.0,2.0,,4.0,4.0,,1.0,1.0,,1.0,1.0,,2.0,2.0,2.0,2.0,0.022,2.0,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,
11450059,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,32.0,26.0,3.0,,12.0,15.0,30.0,1.0,,90.0,61.0,7.7,20.0,0.487223,1,19.0,13.0,5.0,5.0,4.0,1.0,2.0,,1.0,,,1.0,1.0,2.0,1.0,2.0,0.05,4.0,,1.0,,2.0,1.0,1.0,,,0.0492,,1.0,,,,,,,,,,,
11450059,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,False,18.0,17.0,2.0,2.0,6.0,6.0,13.0,2.0,,77.0,32.0,6.8,9.0,0.0100932,1,11.0,1.0,,6.0,2.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,3.0,0.0279,1.0,,1.0,1.0,,,,,,,2.0,,True,,,,,,,,,,
11450059,home,Başakşehir FK,Davidson,davidson,Davidson,M,,177,353,M,814334,EUR,668131200,M,11,11,False,35.0,29.0,2.0,2.0,10.0,11.0,26.0,9.0,,84.0,63.0,6.9,19.0,0.257523,1,20.0,2.0,1.0,8.0,8.0,3.0,6.0,1.0,1.0,1.0,,,,2.0,1.0,4.0,0.6293,1.0,,,2.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,
