match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_goalAssist,stat_errorLeadToAGoal,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12117030,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,22.0,16.0,11.0,5.0,12.0,12.0,4.0,10.0,7.0,2.0,2.0,2.0,90.0,30.0,7.0,6.0,0.00060872,0,-0.4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117030,home,São Paulo,Igor Vinícius,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,2,2,False,55.0,49.0,1.0,,26.0,29.0,25.0,31.0,5.0,,,,90.0,77.0,7.2,9.0,0.115298,0,,,,5.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117030,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,58.0,51.0,9.0,4.0,42.0,46.0,9.0,12.0,3.0,,,,90.0,67.0,7.3,7.0,0.0105657,1,,,,,,2.0,1.0,2.0,,,,1.0,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,0.4157,0.7605,,,,,,,,,,,,,,,,
12117030,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,56.0,50.0,6.0,5.0,43.0,46.0,7.0,10.0,4.0,,,,90.0,66.0,6.6,7.0,0.00449139,1,,,,,,3.0,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,5.0,,,0.1068,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12117030,home,São Paulo,Patryck,patryck,Patryck,D,30,180,1405,M,1002528,EUR,1042848000,D,36,36,False,37.0,35.0,4.0,4.0,23.0,23.0,12.0,18.0,6.0,,,,89.0,62.0,6.8,11.0,0.0217675,0,,,,4.0,,6.0,3.0,3.0,2.0,1.0,,3.0,1.0,1.0,,,,,,,4.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,
12117030,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,34.0,29.0,,,14.0,16.0,15.0,18.0,3.0,,,,61.0,45.0,8.0,5.0,0.0926217,3,,,,,,4.0,6.0,1.0,,,,,6.0,5.0,,,2.0,2.0,1.0,1.0,1.0,,,0.23,0.612,1.0,,,1.0,,,,1.0,,,,,,,,
12117030,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,41.0,38.0,3.0,2.0,21.0,22.0,17.0,20.0,5.0,,,,90.0,56.0,7.0,4.0,0.0145704,1,,,,1.0,,6.0,5.0,3.0,1.0,1.0,,1.0,3.0,2.0,,1.0,3.0,,1.0,,2.0,,,0.021,0.2433,,,,,,,,,,,,,,,,
12117030,home,São Paulo,André Silva,andre-silva,A. Silva,F,17,181,2973,M,925072,EUR,865296000,M,17,17,False,23.0,18.0,2.0,,4.0,6.0,14.0,18.0,,,,,79.0,35.0,6.5,12.0,0.0566131,1,,,,1.0,,2.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,0.0537,,,,,,,4.0,,1.0,,,,,,,,
12117030,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,24.0,18.0,2.0,,7.0,8.0,11.0,17.0,2.0,,,,90.0,35.0,6.9,11.0,0.0851888,1,,,,1.0,,5.0,7.0,2.0,1.0,1.0,,,1.0,1.0,,2.0,2.0,2.0,,,,,1.0,0.1736,,,3.0,,1.0,,2.0,1.0,,luciano10,True,,,,,,
12117030,home,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,15.0,13.0,1.0,1.0,8.0,9.0,6.0,12.0,5.0,,,,61.0,35.0,6.5,11.0,0.0677909,2,,,,6.0,1.0,4.0,4.0,,4.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,0.1832,0.7819,,,1.0,,,,,,,,,,,,,
