match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_totalOffside,player_sofascoreId
11409105,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,18.0,17.0,5.0,4.0,16.0,17.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,90.0,31.0,6.9,2.0,0.00022593,0,-0.3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409105,home,Rio Ave,Josué Sá,josue-sa,J. Sá,D,186,48,M,137982,EUR,708739200,D,23,23,False,85.0,73.0,9.0,5.0,48.0,51.0,26.0,36.0,2.0,4.0,3.0,1.0,,90.0,100.0,7.3,15.0,0.176116,0,,,,3,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11409105,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,75.0,68.0,4.0,3.0,49.0,52.0,19.0,23.0,7.0,3.0,4.0,,,90.0,86.0,7.0,8.0,0.0181057,1,,,,33,,,7.0,,,,1.0,3.0,,1.0,1.0,1.0,6.0,4.0,1.0,0.0162,,,,,,,,,,,,,
11409105,home,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,186,137,M,1066233,EUR,955929600,D,3,3,False,51.0,44.0,4.0,3.0,27.0,27.0,17.0,24.0,,1.0,5.0,,,68.0,56.0,6.9,8.0,0.0141252,0,,,,3,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
11409105,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,33.0,20.0,4.0,1.0,7.0,10.0,15.0,29.0,6.0,1.0,5.0,2.0,,90.0,69.0,7.2,24.0,0.196795,1,,,,20,6.0,2.0,5.0,,,,2.0,3.0,3.0,4.0,1.0,2.0,,1.0,,0.0873,1.0,2.0,2.0,1.0,,,,,,,,,
11409105,home,Rio Ave,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,184,104,M,374560,EUR,720835200,M,10,10,False,36.0,30.0,4.0,3.0,15.0,16.0,15.0,20.0,2.0,,,,,61.0,39.0,6.9,6.0,0.00844658,2,,,,95,,,,,,,,1.0,1.0,,,1.0,,1.0,2.0,0.0367,,,,,,,,,,,,,
11409105,home,Rio Ave,Gonçalo Rodrigues,goncalo-rodrigues,G. Rodrigues,M,168,231,M,357740,EUR,869184000,M,6,6,False,56.0,50.0,3.0,3.0,22.0,22.0,29.0,42.0,7.0,,2.0,2.0,,90.0,73.0,7.2,14.0,0.0610501,1,,,,16,8.0,1.0,3.0,,,,,3.0,1.0,1.0,2.0,1.0,,2.0,1.0,0.0639,,1.0,,,True,,,,,,,,
11409105,home,Rio Ave,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,178,236,M,1134514,EUR,988416000,M,77,77,False,36.0,26.0,1.0,,11.0,14.0,15.0,26.0,8.0,1.0,8.0,2.0,,85.0,64.0,7.2,21.0,0.0102352,1,,,,11,4.0,,3.0,5.0,,,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,,0.0197,,,2.0,1.0,,4.0,,,,,,,
11409105,home,Rio Ave,André Pereira,andre-pereira,A. Pereira,F,188,56,M,804313,EUR,799632000,F,95,95,False,15.0,13.0,1.0,1.0,6.0,6.0,7.0,9.0,5.0,,3.0,2.0,,61.0,27.0,6.4,5.0,0.00402609,0,,,,,,,11.0,2.0,,,,2.0,1.0,,4.0,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,
11409105,home,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,175,588,M,580392,EUR,832809600,F,22,22,False,14.0,11.0,,,4.0,4.0,7.0,10.0,5.0,,5.0,2.0,,90.0,33.0,7.4,8.0,0.0128326,5,,,,9,,,10.0,3.0,,,,2.0,2.0,2.0,4.0,,3.0,1.0,4.0,0.3818,,,,,,,1.0,1.0,0.0731,,,,
