match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_goals,stat_accurateCross,stat_bigChanceCreated,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12376912,home,Criciúma,Gustavo,gustavo,Gustavo,G,1,186.0,199,M,124766,EUR,731721600,G,1,1,False,15.0,14.0,2.0,1.0,0.0,14.0,14.0,1.0,5.0,1.0,1.0,2.0,90.0,20.0,5.1,2.0,3.114e-05,0,-1.8671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12376912,home,Criciúma,Claudinho,claudinho,Claudinho,D,2,180.0,509,M,992791,EUR,969753600,D,27,27,False,29.0,21.0,5.0,2.0,0.0,8.0,10.0,21.0,4.0,,,,44.0,42.0,6.5,11.0,0.0548678,1,,,,13.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0408,2.0,,,,,,,,,,,,,,,,,,,
12376912,home,Criciúma,Rodrigo Fagundes,rodrigo-fagundes,R. Fagundes,D,3,187.0,155,M,886773,EUR,542419200,D,3,3,False,71.0,64.0,9.0,6.0,0.0,39.0,42.0,29.0,4.0,,,,90.0,83.0,6.9,9.0,0.0431754,2,,,,25.0,,3.0,6.0,,,,,4.0,1.0,1.0,0.0671,,True,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
12376912,home,Criciúma,Tobias Figueiredo,tobias-figueiredo,T. Figueiredo,D,4,188.0,200,M,96999,EUR,760147200,D,29,29,False,71.0,65.0,4.0,1.0,0.0,43.0,44.0,27.0,8.0,,,,90.0,83.0,7.3,7.0,0.0112331,1,,,,22.0,,1.0,9.0,,,,3.0,1.0,4.0,4.0,0.0898,,,1.0,5.0,,1.0,,,1.0,,,1.0,,,,,,,,
12376912,home,Criciúma,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177.0,288,M,783490,EUR,791596800,D,22,22,False,41.0,29.0,5.0,,1.0,11.0,12.0,36.0,4.0,,,,66.0,64.0,6.9,19.0,0.126043,0,,,,21.0,7.0,4.0,3.0,2.0,,,2.0,3.0,,,,3.0,,1.0,2.0,,,,,2.0,1.0,1.0,,3.0,1.0,,,,,,
12376912,home,Criciúma,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,M,17,17,False,39.0,31.0,4.0,1.0,0.0,7.0,10.0,37.0,6.0,,,,90.0,66.0,7.5,18.0,0.311811,4,,,,28.0,8.0,3.0,2.0,,2.0,1.0,,1.0,,,0.4844,4.0,,,,1.0,2.0,1.0,,2.0,2.0,,1.0,4.0,,,,,,,
12376912,home,Criciúma,Higor Meritão,higor-meritao,H. Meritão,M,22,186.0,200,M,973845,EUR,772329600,M,5,5,False,31.0,27.0,3.0,2.0,0.0,8.0,10.0,21.0,3.0,1.0,,,44.0,36.0,5.9,6.0,0.0453563,0,,,,19.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
12376912,home,Criciúma,Barreto,barreto,Barreto,M,5,182.0,107,M,599688,EUR,818553600,M,88,88,False,50.0,47.0,4.0,4.0,0.0,17.0,17.0,33.0,6.0,,,,86.0,61.0,7.3,4.0,0.0918813,1,,,,30.0,,3.0,6.0,1.0,,,1.0,,2.0,1.0,0.028,1.0,,,3.0,2.0,1.0,,,,,1.0,,,1.0,1.0,,,,,
12376912,home,Criciúma,Marquinhos Gabriel,marquinhos-gabriel,Marquinhos Gabriel,M,10,174.0,310,M,90812,EUR,648518400,M,10,10,False,19.0,16.0,2.0,2.0,0.0,6.0,8.0,12.0,3.0,,,,44.0,29.0,6.1,9.0,0.00763644,0,,,,10.0,1.0,6.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,
12376912,home,Criciúma,Éder,eder,Éder,F,23,179.0,368,M,18082,EUR,532396800,F,23,23,False,31.0,28.0,,,0.0,13.0,13.0,21.0,4.0,,,,90.0,45.0,7.3,6.0,0.28581,6,,,,16.0,3.0,4.0,4.0,,,2.0,,,1.0,1.0,0.2078,3.0,,3.0,1.0,1.0,1.0,3.0,,,2.0,1.0,,1.0,1.0,,1.0,,,,
