match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_wonContest,stat_totalOffside,stat_dispossessed,captain,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist
11391097,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,39.0,23.0,24.0,8.0,17.0,20.0,6.0,19.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,90.0,48.0,6.8,16.0,0.0,0.0,0.000909,0,-0.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391097,home,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,D,7,7,False,36.0,29.0,5.0,2.0,14.0,16.0,16.0,27.0,4.0,3.0,7.0,,,,,,90.0,67.0,7.1,18.0,0.0227,0.0,0.0653808,1,,,,7.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,
11391097,home,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,32.0,24.0,5.0,1.0,18.0,20.0,6.0,12.0,5.0,7.0,6.0,1.0,,,,,90.0,53.0,7.4,8.0,0.1662,0.0574,0.0021715,2,,,,,,3.0,4.0,,,,3.0,2.0,2.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
11391097,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,32.0,25.0,6.0,5.0,20.0,23.0,5.0,9.0,4.0,5.0,6.0,,,,,,90.0,48.0,7.0,8.0,0.0,0.0,0.0184496,0,,,,,,3.0,5.0,1.0,1.0,,2.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,chancel22,1.0,1.0,,,,,,
11391097,home,Olympique de Marseille,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,851150,EUR,891993600,D,12,12,False,23.0,16.0,3.0,1.0,7.0,9.0,10.0,18.0,6.0,2.0,5.0,3.0,,,,,90.0,50.0,6.7,15.0,0.0531,0.0459,0.0438673,1,,,,4.0,1.0,1.0,6.0,1.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,,,3.0,renan_lodi,1.0,,,,,,,
11391097,home,Olympique de Marseille,François Régis Mughe,francois-regis-mughe,F. R. Mughe,F,63,173,489,M,1403127,EUR,1087257600,M,24,24,False,8.0,5.0,1.0,,1.0,1.0,5.0,8.0,6.0,,2.0,3.0,,,,,51.0,22.0,6.7,9.0,0.0,0.0,0.105378,0,,François Régis Mughe,,1.0,1.0,1.0,3.0,,2.0,,,,,4.0,,2.0,,,,,,1.0,,1.0,,,,,
11391097,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,581314,EUR,786758400,M,21,21,False,25.0,24.0,,,12.0,13.0,12.0,12.0,4.0,1.0,6.0,,,,,,67.0,39.0,7.2,3.0,0.0,0.0,0.0219994,0,,,,,,,2.0,,,,4.0,3.0,2.0,1.0,1.0,1.0,,,,1.0,,,,1.0,True,,,,
11391097,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,96544,EUR,729734400,M,19,19,False,24.0,23.0,2.0,1.0,12.0,12.0,11.0,12.0,7.0,6.0,6.0,1.0,,,,,90.0,42.0,7.0,5.0,0.1035,0.0,0.0143995,2,,,,,,,2.0,,1.0,,,1.0,1.0,3.0,,4.0,,2.0,1.0,1.0,,1.0,,1.0,,,,,
11391097,home,Olympique de Marseille,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182,33691,M,991421,EUR,956102400,M,8,8,False,24.0,19.0,2.0,,4.0,6.0,15.0,18.0,1.0,,4.0,1.0,,,,,83.0,35.0,7.2,10.0,0.1281,0.2784,0.10245,3,,,,,,1.0,5.0,2.0,2.0,1.0,2.0,,,2.0,2.0,,1.0,1.0,,,azzedine_ounahi,,,,,1.0,,,
11391097,home,Olympique de Marseille,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,9,9,False,14.0,12.0,1.0,1.0,3.0,3.0,10.0,13.0,7.0,1.0,3.0,1.0,,,,,83.0,31.0,7.9,8.0,0.3185,0.8587,0.108536,3,,,,2.0,1.0,2.0,6.0,1.0,4.0,2.0,,,,1.0,3.0,2.0,1.0,,,,,4.0,1.0,3.0,,1.0,1.0,1.0,
11391097,home,Olympique de Marseille,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,914309,EUR,952300800,F,29,29,False,13.0,9.0,,,2.0,3.0,7.0,10.0,1.0,1.0,1.0,,,,,,67.0,23.0,6.8,9.0,0.0802,0.0,0.0175151,1,,,,,,,4.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,ilimanndiaye10,1.0,1.0,4.0,,,,,1.0
