match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_expectedGoals,player_sofascoreId,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_wonContest,stat_shotOffTarget,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_penaltyWon,stat_lastManTackle,stat_penaltyFaced,stat_punches,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyConceded,stat_ownGoals
11352467,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,42209,EUR,600825600,G,1,1,False,20.0,19.0,1.0,1.0,19.0,20.0,1.0,1.0,6.0,1.0,3.0,3.0,1.0,1.0,90.0,33.0,7.4,2.0,0.00010753,0,-0.7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352467,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,980634,EUR,1037059200,D,21,21,False,75.0,69.0,3.0,3.0,29.0,32.0,4.0,,7.0,,,,,,90.0,101.0,7.5,14.0,0.150025,0,,41.0,48.0,5.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11352467,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,101882,EUR,693187200,D,5,5,False,37.0,30.0,5.0,3.0,20.0,22.0,2.0,1.0,3.0,,,,,,45.0,39.0,6.5,7.0,0.00559964,0,,10.0,15.0,,,1.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352467,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,99090,EUR,705369600,D,33,33,False,47.0,44.0,1.0,,36.0,38.0,3.0,1.0,1.0,,,,,,90.0,59.0,7.7,3.0,0.00259625,1,,8.0,9.0,,,2.0,1.0,1.0,,,4.0,2.0,,,,,,True,1.0,1.0,4.0,0.1638,,,,,,,,,,,,,,,,,,
11352467,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,1136730,EUR,1094601600,D,20,20,False,50.0,47.0,5.0,3.0,24.0,24.0,4.0,,7.0,,,,,,82.0,67.0,7.1,6.0,0.0113395,2,,23.0,29.0,3.0,,2.0,2.0,4.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,,0.071,lewishall_10,1.0,2.0,0.1539,,,,,,,,,,,,,,
11352467,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,866191,EUR,878169600,M,36,36,False,55.0,44.0,5.0,5.0,15.0,18.0,5.0,2.0,2.0,,,,,,90.0,68.0,6.9,13.0,0.0283578,3,,29.0,37.0,,,1.0,1.0,4.0,2.0,,1.0,,3.0,1.0,,,1.0,,3.0,,,0.3316,,,,,,,,,,,,,,,,,,
11352467,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,866469,EUR,879638400,M,39,39,False,90.0,71.0,12.0,7.0,21.0,25.0,8.0,4.0,8.0,,,,,,90.0,116.0,8.1,27.0,0.138047,4,,50.0,65.0,,,,1.0,9.0,,5.0,,2.0,2.0,1.0,3.0,2.0,2.0,,2.0,,,0.4492,BrunoGuimarães,1.0,3.0,0.3677,4.0,1.0,1.0,,,,,,,,,,,
11352467,home,Newcastle United,Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,32,32,False,27.0,24.0,,,6.0,7.0,4.0,,2.0,,,,,,66.0,39.0,6.8,7.0,0.0412151,2,,18.0,20.0,,,,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,0.1663,,,1.0,,,1.0,,,,,,,,,,,,
11352467,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,372336,EUR,793584000,F,23,23,False,38.0,33.0,1.0,1.0,6.0,6.0,2.0,1.0,1.0,,,,,,66.0,53.0,8.1,10.0,0.429552,1,,29.0,38.0,6.0,2.0,,,3.0,1.0,1.0,,1.0,2.0,2.0,,,4.0,,,,,0.0126,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,
11352467,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,823941,EUR,937872000,F,14,14,False,20.0,15.0,,,2.0,2.0,4.0,,2.0,,,,,,90.0,34.0,8.5,9.0,0.0956123,5,,13.0,18.0,,,1.0,,3.0,2.0,3.0,,,,,2.0,,2.0,,1.0,,,1.3127,AlexIsak,3.0,1.0,2.1096,3.0,1.0,2.0,,,3.0,,,,,,,,
