match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_challengeLost,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_goals,stat_penaltyConceded,stat_hitWoodwork,stat_penaltyMiss,player_sofascoreId
14035825,home,Royal Antwerp FC,Glenn Bijl,,,glenn-bijl,G. Bijl,D,23,184.0,90,M,612016,EUR,805593600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,home,Royal Antwerp FC,Farouck Adekami,Farouck Adekami,,farouck-adekami,F. Adekami,M,22,,253,M,1920581,EUR,1139788800,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,home,Royal Antwerp FC,Youssef Hamdaoui,,,youssef-hamdaoui,Y. Hamdaoui,M,43,,475,M,1590946,EUR,1205971200,M,43,43,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,home,Royal Antwerp FC,Mukhammadali Urinboev,,,muhammadali-urinbaev,M. Urinbaev,M,19,170.0,1445,M,1154566,EUR,1114300800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Vic Chambaere,,,chambaere-vic,V. Chambaere,G,1,190.0,143,M,1108599,EUR,1042156800,G,1,1,False,17.0,15.0,5.0,3.0,0.0,12.0,12.0,3.0,5.0,6.0,,,3.0,,,3.0,90.0,23.0,7.3,2.0,0.00094,0.7708,0,-0.2879,0.06,0.0,-0.04,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Kevin Mac Allister,,,kevin-mac-allister,K. Mac Allister,D,5,175.0,9946,M,895327,EUR,878860800,D,5,5,False,50.0,40.0,6.0,2.0,0.0,27.0,29.0,13.0,21.0,5.0,,,,,,,90.0,67.0,6.3,14.0,0.0119562,,1,,0.05,0.08,-0.1,,4.0,8.0,6.0,,,2.0,,,1.0,2.0,1.0,,4.0,,0.0204,0.01,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Christian Burgess,,,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,94.0,82.0,16.0,9.0,0.0,43.0,44.0,39.0,50.0,3.0,,,,,,,90.0,114.0,8.5,13.0,0.348644,,4,,0.44,0.38,0.36,,2.0,3.0,8.0,,,11.0,,2.0,1.0,5.0,3.0,1.0,2.0,1.0,0.255,0.05,,2.0,,,,,,,,1.0,,0.3153,True,,,1.0,,
14035825,away,Royale Union Saint-Gilloise,Fedde Leysen,Fedde Leysen,,fedde-leysen,F. Leysen,D,48,191.0,390,M,1088899,EUR,1057708800,D,48,48,False,72.0,63.0,3.0,1.0,0.0,36.0,38.0,27.0,34.0,7.0,,,,,,,90.0,94.0,6.6,12.0,0.0363179,,0,,0.25,0.27,-0.2,,1.0,5.0,4.0,,,4.0,2.0,2.0,3.0,,,,4.0,,,,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Alessio Castro-Montes,,,alessio-castro-montes,A. Castro-Montes,M,21,175.0,290,M,839898,EUR,863827200,M,21,21,False,22.0,19.0,1.0,1.0,0.0,7.0,7.0,12.0,15.0,2.0,,,,,,,60.0,38.0,6.7,8.0,0.0838187,,0,,0.2,0.04,0.15,,1.0,6.0,4.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182.0,634,M,928033,EUR,905904000,M,24,24,False,48.0,39.0,6.0,2.0,0.0,19.0,22.0,20.0,26.0,5.0,,,,,,,90.0,68.0,6.7,15.0,0.114348,,1,,0.2,0.06,-0.05,,3.0,6.0,3.0,2.0,2.0,2.0,,1.0,3.0,,,,1.0,,0.193,-0.15,1.0,1.0,6.0,3.0,,1.0,2.0,,1.0,1.0,,0.1141,,,,,,
14035825,away,Royale Union Saint-Gilloise,Kamiel Van de Perre,,,van-de-perre-kamiel,K. V. D. Perre,M,6,181.0,375,M,1146316,EUR,1076544000,M,6,6,False,25.0,19.0,1.0,1.0,0.0,11.0,11.0,8.0,14.0,1.0,,,,,,,81.0,36.0,6.7,9.0,0.0149419,,0,,-0.01,0.05,-0.05,,1.0,3.0,7.0,1.0,1.0,,,1.0,,2.0,,,4.0,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Ousseynou Niang,,,ousseynou-niang,O. Niang,M,22,168.0,3149,M,880780,EUR,1002844800,M,22,22,False,29.0,27.0,3.0,2.0,1.0,11.0,12.0,16.0,17.0,3.0,,,,,,,90.0,61.0,7.1,14.0,0.222627,,1,,0.26,0.24,0.14,,,7.0,6.0,4.0,,1.0,,2.0,1.0,,1.0,,4.0,2.0,0.0189,-0.15,1.0,3.0,4.0,,,,2.0,1.0,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Kevin Rodriguez,Kevin Rodríguez,,rodriguez-kevin,K. Rodríguez,F,13,190.0,3056,M,1431770,EUR,952128000,F,13,13,False,10.0,8.0,,,0.0,1.0,1.0,7.0,9.0,2.0,,,,,,,45.0,24.0,6.2,11.0,0.0102856,,1,,-0.12,0.0,-0.09,,3.0,8.0,5.0,,,,,3.0,,2.0,1.0,,2.0,1.0,0.0107,-0.5,3.0,2.0,1.0,,,,5.0,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Anouar Ait El Hadj,,,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2677,M,964764,EUR,1019260800,F,10,10,False,38.0,30.0,4.0,2.0,0.0,12.0,13.0,18.0,25.0,6.0,,,,,,,89.0,45.0,6.9,9.0,0.407952,,0,,0.01,0.32,0.0,,,2.0,2.0,1.0,,1.0,1.0,,2.0,,,,,2.0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Promise David,Promise David,,promise-david,P. David,F,12,196.0,4992,M,1119328,EUR,994118400,F,12,12,False,13.0,9.0,2.0,2.0,0.0,4.0,4.0,5.0,9.0,3.0,,,,,,,59.0,26.0,5.2,10.0,0.00500511,,4,,-0.13,0.1,-0.03,,3.0,7.0,4.0,1.0,,,,1.0,,3.0,1.0,,,1.0,0.9904,-0.98,2.0,,,,1.0,,3.0,,1.0,2.0,1.0,0.8639,,,,,1.0,
14035825,away,Royale Union Saint-Gilloise,Raul Florucz,,,raul-florucz,R. Florucz,F,30,182.0,964,M,1022491,EUR,992131200,F,30,30,True,8.0,4.0,1.0,,0.0,2.0,2.0,2.0,6.0,2.0,,,,,,,45.0,16.0,7.6,7.0,0.00140793,,2,,-0.05,0.29,0.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,0.5141,0.51,,1.0,1.0,,1.0,,1.0,,,1.0,,0.8475,,1.0,,,,
14035825,away,Royale Union Saint-Gilloise,Cristian Makate,Cristian Makate,,cristian-makate,C. Makate,F,29,178.0,106,M,1825873,EUR,1032480000,F,31,31,True,6.0,5.0,,,0.0,,,5.0,6.0,,,,,,,,31.0,11.0,6.2,4.0,0.00706569,,2,,-0.26,0.03,-0.02,,1.0,1.0,,,,,,,,,,,,,0.1038,-0.02,,,,,,,2.0,,,2.0,,0.2451,,,,,,
14035825,away,Royale Union Saint-Gilloise,Anan Khalaili,,,khalaili-anan,A. Khalaili,M,25,183.0,2317,M,1403362,EUR,1094169600,F,25,25,True,20.0,15.0,3.0,1.0,0.0,6.0,6.0,9.0,14.0,4.0,,,,,,,30.0,26.0,6.8,6.0,0.00664738,,1,,-0.04,0.02,0.23,,,1.0,2.0,,,3.0,,,,2.0,,,,,0.0906,0.06,,,,,,1.0,,,,1.0,,0.3389,,,,,,
14035825,away,Royale Union Saint-Gilloise,Adem Zorgane,,,adem-zorgane,A. Zorgane,M,8,184.0,6525,M,1000472,EUR,947116800,M,8,8,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,,9.0,4.0,6.6,,0.00176311,,0,,0.02,0.01,0.19,,,2.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,AdemZorgane
14035825,away,Royale Union Saint-Gilloise,Sofiane Boufal,,,sofiane-boufal,S. Boufal,F,17,175.0,14022,M,257205,EUR,748224000,F,23,23,True,3.0,3.0,1.0,1.0,0.0,,,3.0,3.0,,,,,,,,1.0,6.0,,1.0,0.00139652,,0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Sofianeboufal_19
14035825,away,Royale Union Saint-Gilloise,Giorgi Kavlashvili,,,giorgi-kavlashvili,G. Kavlashvili,G,18,192.0,95,M,1567319,EUR,1169596800,G,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Mamadou Barry,Mamadou Barry,,mamadou-barry,M. Barry,D,3,195.0,286,M,1839317,EUR,1111276800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Ross Sykes,,,ross-sykes,R. Sykes,D,26,196.0,234,M,845558,EUR,922406400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035825,away,Royale Union Saint-Gilloise,Henok Teklab,,,henok-teklab,H. Teklab,M,14,174.0,150,M,940558,EUR,911174400,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
