match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_possessionLostCtrl,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_wonContest,stat_totalOffside,captain,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_lastManTackle
14288974,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,31.0,31.0,1.0,1.0,0.0,31.0,31.0,4.0,90.0,35.0,6.6,0.00015376,39.184362361148,8.0,23.070228206504,0.0,0,-0.3697,0.02,0.03,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288974,home,Famalicão,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,2,2,False,60.0,49.0,9.0,5.0,0.0,15.0,23.0,5.0,90.0,78.0,6.9,0.0345849,101.09113156488,17.0,50.033943277268,0.0,1,,0.39,0.14,-0.21,,,34.0,37.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,14.0,0.0089,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,
14288974,home,Famalicão,Ibrahima Ba,ibrahima-ba,I. Ba,D,55,190,178,M,1595506,EUR,1117065600,D,55,55,False,59.0,54.0,8.0,6.0,0.0,36.0,41.0,2.0,90.0,73.0,7.2,0.010654,257.98843071105,33.0,144.87244431347,1.0,0,,0.21,0.19,-0.09,Ibrahima Ba,,18.0,18.0,,4.0,2.0,6.0,,,4.0,2.0,1.0,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,16.216162970586,16.236306106994,1.0,,,,,,,,,,,,,,,,,
14288974,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,74.0,65.0,10.0,6.0,0.0,34.0,37.0,4.0,90.0,86.0,8.0,0.0178427,266.75919481659,26.0,194.5622819819,1.0,1,,0.3,0.19,-0.08,,,31.0,37.0,,3.0,6.0,4.0,,,4.0,3.0,1.0,1.0,11.0,0.2642,0.51,2.0,,,,2.0,25.143145052679,28.099487699956,,2.0,1.0,1.0,0.4562,,,,,,,,,,,,,
14288974,home,Famalicão,Pedro Bondo,pedro-bondo,P. Bondo,D,28,178,481,M,1102988,EUR,1100563200,D,28,28,False,21.0,20.0,,,0.0,8.0,8.0,2.0,45.0,38.0,7.2,0.0151119,98.899621769138,10.0,52.625524429252,1.0,1,,0.19,0.12,0.31,Pedro,Bondo Francisco,12.0,13.0,2.0,,2.0,3.0,,1.0,1.0,,2.0,1.0,6.0,0.0181,-0.08,,1.0,,1.0,1.0,13.305232427172,23.152885262965,,,,,,1.0,,,,,,,,,,,,
14288974,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,61.0,53.0,2.0,2.0,0.0,24.0,28.0,7.0,90.0,77.0,7.4,0.295694,127.68136003936,18.0,91.826196523493,2.0,1,,0.33,0.33,0.25,,,29.0,33.0,,2.0,4.0,7.0,1.0,,5.0,1.0,4.0,4.0,9.0,0.0161,-0.11,2.0,,,1.0,,13.33555755781,22.692739260728,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,
14288974,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,48.0,36.0,4.0,,0.0,12.0,17.0,5.0,90.0,78.0,6.6,0.0409559,162.48368228308,16.0,27.586236734692,1.0,1,,0.05,0.15,-0.03,,,24.0,31.0,6.0,1.0,6.0,6.0,,,4.0,,3.0,1.0,22.0,0.0278,-0.29,3.0,,1.0,2.0,2.0,8.8077940685289,11.622037859171,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,
14288974,home,Famalicão,Pedro Santos,pedro-santos,P. Santos,M,80,178,297,M,1120040,EUR,1044835200,M,80,80,False,16.0,15.0,,,2.0,5.0,5.0,3.0,81.0,34.0,7.8,0.791119,35.259358685661,6.0,-0.92700337268541,0.0,0,,0.55,-0.32,-0.04,,,10.0,11.0,4.0,,8.0,6.0,,,1.0,,2.0,2.0,7.0,,,4.0,,,3.0,1.0,,,4.0,1.0,,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,
14288974,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,31.0,23.0,5.0,3.0,0.0,6.0,6.0,5.0,74.0,39.0,6.8,0.0383229,71.32267761298,10.0,37.548486429096,1.0,1,,0.1,0.06,-0.06,,,17.0,25.0,4.0,2.0,5.0,3.0,1.0,1.0,2.0,,,,12.0,0.1475,-0.44,3.0,,,,1.0,21.521898359735,24.702063901626,1.0,,,,,1.0,,,,1.0,,True,,,,,,
14288974,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,43.0,37.0,2.0,1.0,0.0,5.0,5.0,5.0,89.0,62.0,7.0,0.237603,164.44466567901,19.0,95.425135198282,5.0,2,,0.23,0.28,-0.07,Sorriso,,32.0,38.0,9.0,1.0,1.0,3.0,,,,,,,17.0,0.6007,0.11,1.0,,2.0,2.0,,29.680959862356,86.681238922024,2.0,,1.0,,0.3213,,,1.0,2.0,,,,1.0,,,,,
