match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_wasFouled,stat_wonContest,stat_keyPass,player_height,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,player_lastName,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated
12189904,home,Apotheos FC,Abraham Mendieta,Abraham Mendieta,abraham-mendieta,A. Mendieta,G,1,0,M,1824204,EUR,1060300800,G,1,1,False,25.0,14.0,19.0,8.0,10.0,11.0,4.0,14.0,1.0,1.0,14.0,2.0,2.0,90.0,34.0,6.7,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12189904,home,Apotheos FC,Keegan Hegarty,Keegan Hegarty,keegan-hegarty,K. Hegarty,F,3,1,M,1824349,EUR,975974400,D,3,3,False,28.0,20.0,5.0,2.0,9.0,13.0,11.0,15.0,,4.0,3.0,,,90.0,50.0,7.0,11.0,0,True,1.0,6.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,
12189904,home,Apotheos FC,Christian Ransome,Christian Ransome,christian-ransome,C. Ransome,D,17,0,M,1824335,EUR,951955200,D,17,17,False,25.0,15.0,9.0,1.0,13.0,18.0,2.0,8.0,2.0,2.0,2.0,,,90.0,37.0,6.6,12.0,0,,,4.0,,,6.0,,,3.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12189904,home,Apotheos FC,Jake Strachan,Jake Strachan,jake-strachan,J. Strachan,D,5,0,M,1824341,EUR,1035504000,D,5,5,False,33.0,24.0,11.0,4.0,17.0,21.0,7.0,12.0,4.0,4.0,1.0,,,90.0,46.0,6.8,10.0,0,,2.0,3.0,,1.0,9.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
12189904,home,Apotheos FC,Craig Chisholm,Craig Chisholm,craig-chisholm,C. Chisholm,M,2,0,M,1824326,EUR,936921600,D,2,2,False,27.0,18.0,4.0,1.0,6.0,9.0,12.0,19.0,1.0,2.0,2.0,,,84.0,49.0,6.7,16.0,0,,2.0,4.0,1.0,2.0,3.0,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,
12189904,home,Apotheos FC,Iván Rubio,,ivan-rubio,I. Rubio,D,14,1,M,1011124,EUR,910569600,M,14,14,False,26.0,14.0,6.0,1.0,7.0,9.0,7.0,18.0,1.0,3.0,1.0,,,90.0,40.0,6.6,16.0,2,,5.0,8.0,,1.0,4.0,,,,,1.0,,1.0,3.0,,,186.0,1.0,1.0,1.0,,,,,,,,,,
12189904,home,Apotheos FC,Iolo Jones,Iolo Jones,iolo-jones,I. Jones,M,8,0,M,1824336,EUR,951955200,M,8,8,False,21.0,12.0,3.0,,5.0,7.0,7.0,14.0,1.0,4.0,1.0,,,90.0,32.0,6.3,12.0,1,,,2.0,1.0,1.0,2.0,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,
12189904,home,Apotheos FC,Justin Guest,Justin Guest,justin-guest,J. Guest,F,15,0,M,1192724,EUR,984182400,M,15,15,False,12.0,9.0,2.0,2.0,4.0,5.0,5.0,7.0,,4.0,2.0,,,66.0,16.0,6.4,5.0,0,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
12189904,home,Apotheos FC,Juan Parisi Sitjar,Juan Parisi Sitjar,juan-parisi-sitjar,J. P. Sitjar,F,6,0,M,1824347,EUR,814406400,M,6,6,False,13.0,6.0,2.0,2.0,3.0,5.0,3.0,8.0,1.0,6.0,4.0,,,45.0,17.0,6.4,9.0,0,,4.0,6.0,1.0,,,,,,,1.0,3.0,,2.0,,,,1.0,,,,,1.0,,,,,,,
12189904,home,Apotheos FC,Boland Lekeaka,Boland Lekeaka,boland-lekeaka,B. Lekeaka,F,11,1,M,1824206,EUR,990230400,M,11,11,False,13.0,11.0,1.0,1.0,4.0,6.0,7.0,10.0,3.0,15.0,5.0,,,90.0,30.0,5.9,11.0,0,,,6.0,1.0,7.0,,,,,,,5.0,3.0,4.0,2.0,,,1.0,,,,,,,,,,,,
