match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_bigChanceCreated,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_errorLeadToAShot,stat_lastManTackle
12437508,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1488,M,358910,EUR,830822400,G,13,13,False,30.0,19.0,14.0,4.0,0.0,17.0,19.0,2.0,11.0,1.0,1.0,2.0,12.0,1.0,2.0,2.0,3.0,3.0,90.0,44.0,7.3,11.0,0.00804635,0,0.5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437508,home,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175.0,688,M,152446,EUR,694224000,D,20,20,False,32.0,23.0,5.0,2.0,0.0,8.0,9.0,15.0,24.0,,2.0,,2.0,,,,,,59.0,43.0,6.6,12.0,0.0097557,0,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12437508,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,66.0,55.0,14.0,7.0,0.0,41.0,43.0,14.0,23.0,4.0,4.0,7.0,8.0,,,,,,90.0,82.0,7.8,11.0,0.00524998,3,,,5.0,6.0,,,2.0,1.0,2.0,1.0,0.3132,0.9173,2.0,,,,,,,,,,,,,,,,,,,
12437508,home,Rayo Vallecano,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186.0,254,M,41013,EUR,606614400,D,5,5,False,62.0,57.0,2.0,,0.0,48.0,49.0,9.0,13.0,4.0,9.0,3.0,5.0,,,,,,90.0,77.0,7.3,6.0,0.00965734,0,,,5.0,7.0,,2.0,,,2.0,1.0,,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12437508,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,False,58.0,44.0,8.0,2.0,0.0,24.0,31.0,20.0,30.0,2.0,7.0,1.0,5.0,,,,,,90.0,89.0,7.8,21.0,0.0938661,0,,3.0,1.0,2.0,2.0,,,,2.0,,,,2.0,2.0,2.0,,3.0,3.0,1.0,1.0,,,,,,,,,,,,
12437508,home,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183.0,4735,M,913679,EUR,763776000,M,6,6,False,35.0,28.0,4.0,3.0,0.0,15.0,17.0,13.0,18.0,1.0,6.0,1.0,5.0,,,,,,90.0,48.0,7.1,9.0,0.026761,1,,,,3.0,1.0,1.0,,,3.0,2.0,0.0332,,,1.0,1.0,,3.0,1.0,,,,,1.0,1.0,,,,,,,,
12437508,home,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169.0,518,M,588566,EUR,815011200,M,17,17,False,30.0,29.0,2.0,2.0,0.0,16.0,17.0,13.0,15.0,,6.0,,3.0,,,,,,50.0,42.0,7.3,4.0,0.0773092,2,,2.0,,2.0,,1.0,,1.0,,1.0,0.1414,0.1085,2.0,2.0,2.0,,3.0,1.0,1.0,,,,,1.0,,,,,,,,
12437508,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183.0,8158,M,965031,EUR,898300800,M,2,2,False,43.0,36.0,4.0,2.0,0.0,17.0,19.0,19.0,26.0,,4.0,2.0,1.0,,,,,,90.0,71.0,7.1,14.0,0.129759,2,,2.0,1.0,5.0,3.0,2.0,1.0,,,1.0,0.0316,,3.0,3.0,1.0,,1.0,1.0,,,,,1.0,1.0,Sonic,,,,,,,
12437508,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169.0,2151,M,899982,EUR,788486400,M,7,7,False,36.0,28.0,3.0,1.0,0.0,8.0,9.0,24.0,38.0,1.0,6.0,,1.0,,,,,,89.0,69.0,7.6,22.0,0.325591,6,,11.0,,4.0,4.0,2.0,1.0,1.0,,,0.5506,0.0511,4.0,4.0,3.0,1.0,,,2.0,,,,1.0,4.0,,True,4.0,,,,,
12437508,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168.0,1132,M,345111,EUR,720144000,M,18,18,False,29.0,23.0,,,0.0,5.0,6.0,20.0,26.0,1.0,1.0,,5.0,,,,,,90.0,47.0,7.5,12.0,0.763691,6,,3.0,1.0,6.0,2.0,,3.0,3.0,1.0,1.0,0.3963,0.244,4.0,,,,,,2.0,1.0,,,2.0,,,,2.0,1.0,1.0,,,
