match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_wasFouled,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_dispossessed,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12528266,home,Çaykur Rizespor,Ivo Grbić,,,ivo-grbic,I. Grbić,G,13,195,1121,M,283847,EUR,821923200,G,30,30,False,39.0,31.0,12.0,5.0,0.0,28.0,30.0,3.0,9.0,1.0,1.0,10.0,4.0,1.0,2.0,90.0,52.0,6.5,9.0,0.00053356,0,-0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528266,home,Çaykur Rizespor,Taha Şahin,Taha Sahin,,taha-sahin,T. Şahin,D,37,178,238,M,1394729,EUR,972172800,D,37,37,False,22.0,14.0,7.0,2.0,1.0,12.0,17.0,3.0,7.0,1.0,4.0,2.0,,,,90.0,43.0,7.2,11.0,0.0760433,0,,2.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12528266,home,Çaykur Rizespor,Attila Mocsi,,,attila-mocsi,A. Mocsi,D,4,188,454,M,889382,EUR,959558400,D,4,4,False,33.0,26.0,6.0,2.0,0.0,24.0,28.0,2.0,5.0,1.0,1.0,2.0,,,,90.0,45.0,6.6,8.0,0.00060603,0,,,,,,,,10.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12528266,home,Çaykur Rizespor,Husniddin Alikulov,,,alikulov-husniddin,H. Alikulov,D,2,186,2627,M,1121174,EUR,923184000,D,2,2,False,39.0,31.0,10.0,4.0,0.0,30.0,33.0,1.0,6.0,1.0,1.0,2.0,,,,90.0,52.0,7.6,8.0,0.00056936,1,,,,2.0,3.0,,,5.0,,,,,,,,1.0,1.0,3.0,1.0,0.1315,0.1924,,,,,,,,,,,
12528266,home,Çaykur Rizespor,Halil Ibrahim Pehlivan,,,halil-ibrahim-pehlivan,H. I. Pehlivan,D,3,175,17,M,777291,EUR,745891200,D,3,3,False,32.0,25.0,5.0,2.0,0.0,18.0,21.0,7.0,11.0,1.0,4.0,7.0,,,,90.0,45.0,6.7,8.0,0.0101833,0,,,,1.0,3.0,,,2.0,,2.0,2.0,,,1.0,,,,,2.0,,,True,1.0,,,,,,,,,
12528266,home,Çaykur Rizespor,Giannis Papanikolaou,,,giannis-papanikolaou,G. Papanikolaou,M,6,182,212,M,856988,EUR,911347200,M,6,6,False,20.0,18.0,,,0.0,13.0,14.0,5.0,6.0,,2.0,3.0,,,,71.0,30.0,6.4,3.0,0.00179481,0,,,,1.0,7.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,4.0,,,,1.0,1.0,,,,,,,,
12528266,home,Çaykur Rizespor,Amir Hadžiahmetović,,,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179,1356,M,795421,EUR,857779200,M,20,20,False,34.0,21.0,10.0,1.0,1.0,15.0,21.0,8.0,17.0,3.0,5.0,4.0,,,,90.0,49.0,6.7,18.0,0.526407,0,,4.0,2.0,,3.0,3.0,,3.0,,1.0,,2.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,,
12528266,home,Çaykur Rizespor,Babajide David Akintola,,,babajide-david-akintola,D. Babajide,M,11,178,297,M,798676,EUR,821491200,M,28,28,False,9.0,6.0,,,0.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,,,,61.0,27.0,6.8,10.0,0.00099123,1,,1.0,,2.0,4.0,,,1.0,1.0,1.0,,4.0,1.0,,,,,,2.0,0.1871,,,3.0,,,1.0,1.0,,,,,
12528266,home,Çaykur Rizespor,Dal Varešanović,,,dal-varesanovic,D. Varešanović,M,53,177,341,M,979109,EUR,990576000,M,8,8,False,22.0,14.0,2.0,,0.0,10.0,11.0,4.0,11.0,1.0,6.0,8.0,,,,89.0,39.0,6.4,12.0,0.00231951,1,,,,1.0,7.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,0.0645,,,2.0,4.0,2.0,,,1.0,1.0,,,
12528266,home,Çaykur Rizespor,Emrecan Bulut,Emrecan Bulut,,emrecan-bulut,E. Bulut,F,99,185,166,M,1480663,EUR,1038268800,M,17,17,False,9.0,5.0,2.0,1.0,0.0,2.0,3.0,3.0,6.0,1.0,4.0,3.0,,,,61.0,21.0,6.5,10.0,0.00386359,2,,,,,8.0,3.0,,,,3.0,3.0,2.0,,1.0,,,,,1.0,0.1231,,,,1.0,,1.0,,3.0,1.0,,,
12528266,home,Çaykur Rizespor,Václav Jurečka,,,vaclav-jurecka,V. Jurečka,F,15,182,207,M,225850,EUR,772588800,F,15,15,False,8.0,5.0,1.0,,0.0,3.0,5.0,2.0,3.0,,3.0,2.0,,,,71.0,18.0,7.1,8.0,0.0008875,1,,,,3.0,6.0,,,,,1.0,1.0,3.0,,,,1.0,1.0,,1.0,0.3546,0.9456,,1.0,2.0,1.0,,,1.0,,,,
