match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_outfielderBlock,stat_keyPass,player_sofascoreId,stat_hitWoodwork,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoalsOnTarget,player_lastName,stat_bigChanceCreated,captain,stat_totalOffside,stat_punches
13473363,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,22.0,20.0,5.0,3.0,0.0,20.0,21.0,1.0,1.0,13.0,1.0,2.0,90.0,33.0,6.6,2.0,0.00014819,27.721835971612,4.0,3.9763501315897,0.0,0,-0.1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473363,home,Atlético Mineiro,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,2,2,False,36.0,27.0,5.0,1.0,0.0,15.0,17.0,19.0,1.0,6.0,,,76.0,49.0,6.7,12.0,0.0197989,65.035329626722,9.0,11.81416187332,0.0,0,,12.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13473363,home,Atlético Mineiro,Iván Román,ivan-roman,I. Román,D,3,183,2607,M,1464929,EUR,1152662400,D,23,23,False,66.0,54.0,8.0,1.0,0.0,38.0,40.0,26.0,7.0,3.0,,,90.0,79.0,6.6,12.0,0.0100059,138.31790479048,22.0,76.21355270273,0.0,3,,16.0,,,4.0,5.0,6.0,,,,1.0,1.0,1.0,Iván Román,4.0,1.0,1.0,1.0,2.0,0.4071,,,,,,,,,,,,,,,,,
13473363,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185,1792,M,333275,EUR,729216000,D,6,6,False,97.0,89.0,5.0,3.0,0.0,56.0,59.0,38.0,1.0,3.0,,,90.0,107.0,7.2,8.0,0.0513818,193.01246217697,30.0,115.49367064368,0.0,1,,33.0,1.0,1.0,3.0,3.0,7.0,,1.0,1.0,3.0,1.0,,,3.0,,,1.0,,0.0062,1.0,2.0,,,,,,,,,,,,,,,
13473363,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,51.0,48.0,2.0,2.0,0.0,20.0,20.0,31.0,1.0,1.0,,,71.0,64.0,6.8,7.0,0.029186,283.97818469022,31.0,159.61441912339,2.0,3,,28.0,2.0,,1.0,3.0,2.0,,2.0,1.0,,,,,1.0,,,1.0,2.0,0.0978,,1.0,guiarana,1.0,1.0,1.0,21.471715286289,28.690592463064,,,,,,,,,
13473363,home,Atlético Mineiro,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,8,8,False,31.0,30.0,3.0,3.0,0.0,13.0,13.0,18.0,,5.0,,,71.0,42.0,7.7,2.0,0.0635734,80.760827828692,12.0,22.224211094899,0.0,3,,17.0,,,,2.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,0.2509,1.0,3.0,,,,,,,1.0,1.0,2.0,0.886,,,,,
13473363,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,M,44,44,False,45.0,42.0,,,0.0,18.0,20.0,25.0,2.0,2.0,,,84.0,59.0,6.9,5.0,0.0175102,84.200043818302,11.0,4.12962019435,0.0,0,,24.0,,,,3.0,4.0,,1.0,,4.0,2.0,,Rubens,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,
13473363,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,10,10,False,64.0,52.0,10.0,8.0,0.0,14.0,15.0,49.0,,10.0,,,84.0,93.0,7.7,29.0,0.451687,265.03444742227,34.0,121.43652893558,1.0,1,,38.0,12.0,4.0,,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,0.0358,,7.0,gustavoscarpa10,,5.0,,15.926013121553,16.157099244605,,,,,,1.0,,,
13473363,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,M,7,7,False,24.0,20.0,1.0,,0.0,4.0,5.0,19.0,1.0,,,,90.0,50.0,7.4,17.0,0.264764,107.05984384074,14.0,37.822349281582,4.0,5,,16.0,4.0,3.0,,4.0,3.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,0.1354,,3.0,Hulk,,8.0,,16.313432761118,44.37650564292,3.0,,,0.16,,,True,2.0,
13473363,home,Atlético Mineiro,Tomás Cuello,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,M,28,28,False,33.0,31.0,2.0,1.0,0.0,9.0,9.0,24.0,,4.0,,,90.0,70.0,7.7,13.0,0.0557577,301.69527785817,28.0,186.57086904684,6.0,6,,22.0,5.0,,2.0,10.0,12.0,,9.0,5.0,1.0,1.0,4.0,,1.0,1.0,,1.0,4.0,0.2915,,2.0,,,1.0,4.0,25.454875084952,139.36664024547,1.0,,1.0,0.3043,,,,,
