match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_dispossessed,stat_wonContest,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded,stat_blockedScoringAttempt
12504367,home,Parma,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4904,M,905351,EUR,1029888000,G,31,31,False,38.0,20.0,24.0,6.0,0.0,14.0,14.0,6.0,24.0,9.0,3.0,1.0,1.0,90.0,44.0,6.9,18.0,0.00142993,0,0.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504367,home,Parma,Enrico Del Prato,,,enrico-del-prato,E. Del Prato,D,15,183,860,M,928103,EUR,942192000,D,15,15,False,20.0,11.0,2.0,,0.0,7.0,13.0,4.0,7.0,1.0,,,,90.0,47.0,7.0,14.0,0.00481294,0,,True,2.0,1.0,5.0,3.0,8.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12504367,home,Parma,Botond Balogh,,,botond-balogh,B. Balogh,D,5,189,1291,M,983510,EUR,1023321600,D,4,4,False,25.0,18.0,4.0,2.0,0.0,18.0,21.0,,4.0,1.0,,,,90.0,35.0,7.2,7.0,8.862e-05,0,,,1.0,4.0,1.0,4.0,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12504367,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188,629,M,958517,EUR,916272000,D,5,5,False,22.0,18.0,5.0,2.0,0.0,15.0,16.0,3.0,6.0,1.0,,,,90.0,33.0,7.1,5.0,0.00171594,0,,,,1.0,1.0,2.0,7.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12504367,home,Parma,Emanuele Valeri,,,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,D,14,14,False,12.0,9.0,3.0,1.0,0.0,6.0,7.0,3.0,5.0,5.0,,,,90.0,35.0,6.8,7.0,0.00230944,0,,,2.0,,7.0,2.0,10.0,1.0,1.0,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,
12504367,home,Parma,Adrián Bernabé,,,adrian-bernabe,A. Bernabé,M,10,170,2308,M,934384,EUR,990835200,M,10,10,False,1.0,1.0,,,0.0,,,1.0,1.0,,,,,5.0,1.0,,,0.00131004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504367,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180,1230,M,1110136,EUR,1020988800,M,16,16,False,11.0,8.0,1.0,,0.0,5.0,6.0,3.0,5.0,2.0,,,,90.0,24.0,6.7,9.0,0.00092927,0,,,1.0,2.0,6.0,6.0,1.0,,1.0,3.0,1.0,2.0,3.0,,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
12504367,home,Parma,Simon Sohm,,,simon-sohm,S. Sohm,M,23,188,941,M,909991,EUR,986947200,M,19,19,False,15.0,10.0,1.0,1.0,0.0,5.0,8.0,5.0,7.0,1.0,,,,90.0,25.0,7.7,10.0,0.137193,1,,,1.0,1.0,3.0,4.0,,,1.0,,,1.0,3.0,,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.1313,0.4207,,,,,,,,
12504367,home,Parma,Matteo Cancellieri,,,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,F,22,22,False,9.0,4.0,1.0,,0.0,2.0,4.0,3.0,6.0,2.0,,,,65.0,23.0,6.7,7.0,0.0762685,1,,,,3.0,4.0,6.0,3.0,,2.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,0.0165,,1.0,1.0,1.0,,,,,
12504367,home,Parma,Ange-Yoan Bonny,,,ange-yoan-bonny,A. Bonny,F,14,189,10665,M,1086223,EUR,1067040000,F,13,13,False,10.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,8.0,,,,,80.0,22.0,7.1,11.0,0.0728234,1,,,2.0,1.0,4.0,4.0,,,1.0,,,1.0,6.0,,1.0,2.0,1.0,1.0,,,,1.0,1.0,0.7884,0.7845,,,,,,,,
