match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,captain,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_blockedScoringAttempt,stat_errorLeadToAGoal
11368676,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,19.0,16.0,7.0,4.0,14.0,15.0,2.0,4.0,1.0,1.0,1.0,10.0,1.0,3.0,4.0,90.0,30.0,7.3,3.0,0.00095988,0,0.9794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,D,25,25,False,89.0,79.0,11.0,7.0,45.0,47.0,34.0,42.0,2.0,6.0,4.0,4.0,,,,90.0,112.0,8.1,12.0,0.0451354,1,,ericgm3,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,0.1526,0.386,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,70.0,66.0,2.0,1.0,48.0,51.0,18.0,19.0,5.0,7.0,4.0,2.0,,,,90.0,77.0,6.8,4.0,0.0219851,0,,,3.0,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,87.0,81.0,10.0,8.0,53.0,55.0,28.0,33.0,1.0,2.0,7.0,4.0,,,,90.0,100.0,7.3,9.0,0.0484251,0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11368676,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,32.0,31.0,2.0,1.0,15.0,16.0,18.0,19.0,1.0,2.0,2.0,4.0,,,,76.0,50.0,8.3,7.0,0.322248,0,,MGutiérrez,,5.0,,,,1.0,1.0,1.0,3.0,,,,,,3.0,,,2.0,2.0,2.0,3.0,1.0,3.0,,,,,,,,,
11368676,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,38.0,35.0,4.0,3.0,15.0,15.0,21.0,25.0,,4.0,2.0,1.0,,,,58.0,53.0,7.5,6.0,0.0742028,2,,YangelHerrera8,,2.0,1.0,,,,,,1.0,0.1394,0.1228,3.0,,,2.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,
11368676,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,75.0,71.0,9.0,9.0,31.0,32.0,40.0,46.0,2.0,5.0,5.0,2.0,,,,90.0,91.0,7.5,7.0,0.0448036,0,,AlexGarcia97,2.0,3.0,,,1.0,1.0,1.0,,1.0,,,2.0,,,3.0,,,,,,,1.0,,,,True,,,,,,
11368676,home,Girona FC,Yan Couto,couto-yan,Y. Couto,D,2,169,7132,M,1002813,EUR,1023062400,M,20,20,False,43.0,37.0,3.0,3.0,14.0,18.0,25.0,31.0,,7.0,,4.0,,,,86.0,69.0,6.8,17.0,0.113101,2,,yan.couto,,5.0,,,,1.0,1.0,3.0,,0.0796,,3.0,,,6.0,7.0,3.0,,2.0,,,1.0,1.0,2.0,,,1.0,1.0,,,,
11368676,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,False,34.0,28.0,,,14.0,15.0,14.0,19.0,1.0,4.0,1.0,2.0,,,,76.0,47.0,7.5,9.0,0.217446,1,,,,5.0,1.0,1.0,,1.0,1.0,,,0.1749,0.4221,1.0,,,,3.0,1.0,,,1.0,,,1.0,,,,2.0,,1.0,,,
11368676,home,Girona FC,Savinho,savio,Savinho,M,26,176,52457,M,1046795,EUR,1081555200,M,16,16,False,28.0,24.0,,,9.0,10.0,17.0,23.0,,7.0,,9.0,,,,90.0,57.0,7.9,17.0,0.430122,1,,Savinho,,6.0,,,,,,5.0,2.0,0.1568,,2.0,,,5.0,9.0,5.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,
11368676,home,Girona FC,Artem Dovbyk,artem-dovbyk,A. Dovbyk,F,9,189,13962,M,798820,EUR,866851200,F,9,9,False,9.0,6.0,,,2.0,2.0,4.0,7.0,1.0,2.0,,,,,,86.0,17.0,7.4,7.0,0.0664931,2,,tema_dovbyk,,1.0,1.0,1.0,,,,3.0,,0.5423,0.6353,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,
11368676,home,Girona FC,Jhon Solís,jhon-solis,J. Solís,M,14,186,1595,M,1106573,EUR,1096761600,M,22,22,True,14.0,14.0,,,9.0,9.0,5.0,5.0,,1.0,,1.0,,,,32.0,18.0,6.2,2.0,0.0060382,0,,,,5.0,,,,,,,2.0,,,1.0,Jhon Solis,,,1.0,,,,1.0,,,,,,,1.0,,,,,
11368676,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,1.0,1.0,,,,,14.0,8.0,6.2,1.0,0.00149408,0,,,,1.0,,,,,,,,,,1.0,Arnau Martinez,,,1.0,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,F,24,24,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,1.0,,2.0,,,,14.0,11.0,7.3,3.0,0.0242957,1,,,,2.0,1.0,1.0,,,,1.0,,0.828,0.4439,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,
11368676,home,Girona FC,Pablo Torre,pablo-torre,P. Torre,M,20,173,37883,M,1082981,EUR,1049328000,M,18,18,True,3.0,3.0,1.0,1.0,,,3.0,3.0,,,,1.0,,,,9.0,5.0,6.6,1.0,0.0330213,0,,PabloTorre,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Toni Villa,toni-villa,Toni,M,19,171,108,M,813523,EUR,789436800,M,19,19,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,9.0,4.0,6.5,2.0,0.00295306,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Juan Carlos,juan-carlos,J. Carlos,G,1,187,226,M,83708,EUR,569635200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Toni Fuidias,toni-fuidias,T. Fuidias,G,13,195,276,M,991960,EUR,987292800,G,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Juanpe,juanpe,Juanpe,D,6,189,179,M,129861,EUR,672969600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Valery Fernández,valery-fernandez,V. Fernández,D,21,179,309,M,962378,EUR,943315200,D,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Jastin García,jastin-garcia,J. García,F,16,180,142,M,1518119,EUR,1074211200,F,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368676,home,Girona FC,Carles Garrido,carles-garrido,C. Garrido,F,45,182,23,M,1168779,EUR,1072915200,F,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368676,away,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,25.0,14.0,16.0,5.0,9.0,11.0,5.0,14.0,,,,5.0,1.0,,1.0,90.0,31.0,6.1,11.0,0.00176987,0,-1.9899,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,1.0,,
11368676,away,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,20.0,19.0,,,5.0,6.0,15.0,17.0,,1.0,2.0,1.0,,,,90.0,37.0,6.3,6.0,0.064828,0,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,3.0,,,,1.0,,,1.0,2.0,,,,,,,,,
11368676,away,Cádiz,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186,1250,M,965265,EUR,947376000,D,24,24,False,40.0,33.0,4.0,1.0,30.0,32.0,3.0,8.0,,3.0,3.0,7.0,,,,90.0,49.0,6.2,7.0,0.00102725,0,,,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,
11368676,away,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,5,5,False,56.0,49.0,5.0,,25.0,27.0,24.0,29.0,,1.0,6.0,3.0,,,,90.0,65.0,6.0,7.0,0.0218793,0,,,,3.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,
11368676,away,Cádiz,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,33,33,False,42.0,34.0,3.0,1.0,14.0,16.0,24.0,32.0,,6.0,,3.0,,,,90.0,68.0,7.0,12.0,0.351873,1,,,,3.0,1.0,,,4.0,2.0,,,0.0738,0.0177,1.0,,,6.0,1.0,1.0,,4.0,,1.0,2.0,2.0,,,,3.0,,,,,
11368676,away,Cádiz,Iván Alejo,ivan-alejo,I. Alejo,M,14,184,174,M,352486,EUR,792374400,M,11,11,False,18.0,14.0,1.0,,4.0,6.0,12.0,23.0,,5.0,,4.0,,,,70.0,38.0,7.3,13.0,0.233912,0,,,,2.0,,,,2.0,2.0,,1.0,,,3.0,,,11.0,,,,2.0,,,2.0,3.0,,,,1.0,,,,,
11368676,away,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,M,8,8,False,27.0,24.0,3.0,2.0,10.0,12.0,15.0,16.0,1.0,4.0,1.0,4.0,,,,45.0,36.0,6.8,3.0,0.018493,0,,,,2.0,,,,2.0,2.0,,1.0,,,2.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,
11368676,away,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,43.0,42.0,2.0,2.0,22.0,22.0,20.0,22.0,,5.0,1.0,7.0,,,,90.0,52.0,6.5,2.0,0.0334289,1,,,1.0,9.0,,,,3.0,1.0,,4.0,0.0196,,2.0,,,1.0,,,,,,,1.0,,,,,4.0,,,,1.0,
11368676,away,Cádiz,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,38.0,34.0,2.0,2.0,12.0,13.0,22.0,28.0,,6.0,,2.0,,,,86.0,57.0,7.0,13.0,0.0510154,1,,,1.0,5.0,,,,2.0,1.0,3.0,1.0,0.014,,1.0,,,3.0,4.0,3.0,,,2.0,1.0,,2.0,1.0,,,,,,,,
